suburb,lat,lon
RODD POINT (NSW),-33.868208,151.141652
RUSSELL LEA (NSW),-33.86072,151.140711
WAREEMBA (NSW),-33.856828,151.130728
DRUMMOYNE (NSW),-33.851056,151.154542
STANMORE (NSW),-33.897351,151.16535
LEWISHAM (NSW),-33.894902,151.144413
PETERSHAM (NSW),-33.896242,151.154136
PETERSHAM NORTH (NSW),-33.889283,151.158575
CAMPERDOWN (NSW),-33.88866,151.177188
MISSENDEN ROAD (NSW),-33.888668,151.181531
NORTH SYDNEY (NSW),-33.802837,151.104935
CHATSWOOD (NSW),-33.791988,151.1899
HMAS WATERHEN (NSW),-33.840633,151.19497
LAVENDER BAY (NSW),-33.84307,151.208015
MCMAHONS POINT (NSW),-33.84464,151.20425
NORTH SYDNEY (NSW),-33.838265,151.206481
NORTH SYDNEY SHOPPINGWORLD (NSW),-33.837788,151.208276
WAVERTON (NSW),-33.839969,151.195808
KIRRIBILLI (NSW),-33.846275,151.212705
MILSONS POINT (NSW),-33.847526,151.211568
CAMMERAY (NSW),-33.821953,151.21043
NORTHBRIDGE (NSW),-33.815028,151.222266
ARTARMON (NSW),-33.807664,151.189662
CROWS NEST (NSW),-33.82609,151.199192
GREENWICH (NSW),-33.831958,151.186129
NAREMBURN (NSW),-33.817299,151.20116
ROYAL NORTH SHORE HOSPITAL (NSW),-33.821588,151.191396
ST LEONARDS (NSW),-33.823248,151.195504
WOLLSTONECRAFT (NSW),-33.828158,151.196621
LANE COVE (NSW),-33.814599,151.168722
LANE COVE NORTH (NSW),-33.807556,151.170912
LANE COVE WEST (NSW),-33.806246,151.153281
LINLEY POINT (NSW),-33.826777,151.148251
LONGUEVILLE (NSW),-33.833096,151.165342
NORTHWOOD (NSW),-33.829732,151.177751
RIVERVIEW (NSW),-33.825587,151.159934
CHATSWOOD (NSW),-33.795617,151.185329
CHATSWOOD WEST (NSW),-33.796332,151.167142
CASTLECRAG (NSW),-33.802403,151.212643
MIDDLE COVE (NSW),-33.794087,151.207975
NORTH WILLOUGHBY (NSW),-33.793089,151.195787
WILLOUGHBY (NSW),-33.801483,151.1986
WILLOUGHBY EAST (NSW),-33.802534,151.203505
WILLOUGHBY NORTH (NSW),-33.793089,151.195787
CASTLE COVE (NSW),-33.784165,151.199948
ROSEVILLE (NSW),-33.784635,151.177111
ROSEVILLE CHASE (NSW),-33.778902,151.195195
EAST LINDFIELD (NSW),-33.766415,151.186095
LINDFIELD (NSW),-33.776441,151.168736
LINDFIELD WEST (NSW),-33.784382,151.158141
EAST KILLARA (NSW),-33.753498,151.170003
KILLARA (NSW),-33.766376,151.162047
GORDON (NSW),-33.757349,151.155678
PYMBLE (NSW),-33.74414,151.141103
WEST PYMBLE (NSW),-33.760383,151.126038
NORTH TURRAMURRA (NSW),-33.713419,151.147146
SOUTH TURRAMURRA (NSW),-33.746027,151.113441
TURRAMURRA (NSW),-33.733244,151.129809
WARRAWEE (NSW),-33.722839,151.126134
ST IVES (NSW),-33.730601,151.158551
ST IVES CHASE (NSW),-33.707895,151.163446
NORMANHURST (NSW),-33.720999,151.097331
NORTH WAHROONGA (NSW),-33.702704,151.123179
WAHROONGA (NSW),-33.716405,151.118119
ASQUITH (NSW),-33.687484,151.108685
HORNSBY (NSW),-33.704748,151.098696
HORNSBY HEIGHTS (NSW),-33.670086,151.095503
WAITARA (NSW),-33.709541,151.104136
MOUNT COLAH (NSW),-33.664817,151.117161
MOUNT KURING-GAI (NSW),-33.628729,151.226792
BEROWRA (NSW),-33.623581,151.150117
COWAN (NSW),-33.589491,151.171015
BEROWRA HEIGHTS (NSW),-33.610968,151.136829
BEROWRA WATERS (NSW),-33.601653,151.11837
BAR POINT (NSW),-33.507463,151.163329
BROOKLYN (NSW),-33.548006,151.22519
CHEERO POINT (NSW),-33.514637,151.195142
COGRA BAY (NSW),-33.519596,151.223002
DANGAR ISLAND (NSW),-33.539357,151.241762
MILSONS PASSAGE (NSW),-33.518967,151.176541
MOONEY MOONEY (NSW),-33.490356,151.186179
COTTAGE POINT (NSW),-33.619578,151.203831
DUFFYS FOREST (NSW),-33.676775,151.199879
TERREY HILLS (NSW),-33.683644,151.22847
BELROSE (NSW),-33.739288,151.211439
BELROSE WEST (NSW),-33.761674,151.278773
DAVIDSON (NSW),-33.738731,151.194197
FRENCHS FOREST (NSW),-33.750964,151.226036
FRENCHS FOREST EAST (NSW),-33.751488,151.245461
FORESTVILLE (NSW),-33.762011,151.21406
KILLARNEY HEIGHTS (NSW),-33.773728,151.216125
MOSMAN (NSW),-33.829077,151.24409
SPIT JUNCTION (NSW),-33.822964,151.242292
NEUTRAL BAY (NSW),-33.83112,151.221232
NEUTRAL BAY JUNCTION (NSW),-33.831529,151.222401
CREMORNE (NSW),-33.828131,151.230233
CREMORNE JUNCTION (NSW),-33.843075,151.228923
CREMORNE POINT (NSW),-33.84447,151.228231
SEAFORTH (NSW),-33.797106,151.251146
BALGOWLAH (NSW),-33.794121,151.26268
BALGOWLAH HEIGHTS (NSW),-33.800553,151.257401
CLONTARF (NSW),-33.808238,151.255095
MANLY VALE (NSW),-33.784036,151.267315
NORTH BALGOWLAH (NSW),-33.787074,151.251721
FAIRLIGHT (NSW),-33.794163,151.273978
MANLY (NSW),-33.797144,151.28804
MANLY EAST (NSW),-33.801822,151.288876
CURL CURL (NSW),-33.768937,151.294035
HARBORD (NSW),-33.778663,151.285772
QUEENSCLIFF (NSW),-33.784595,151.287817
COLLAROY (NSW),-33.740969,151.303133
COLLAROY BEACH (NSW),-33.732122,151.301232
COLLAROY PLATEAU WEST (NSW),-33.728047,151.286514
WHEELER HEIGHTS (NSW),-33.732476,151.277439
CROMER (NSW),-33.740353,151.278523
DEE WHY (NSW),-33.753451,151.28554
NARRAWEENA (NSW),-33.749912,151.274687
NORTH CURL CURL (NSW),-33.761652,151.295691
ALLAMBIE HEIGHTS (NSW),-33.765076,151.248864
BEACON HILL (NSW),-33.752406,151.261272
BROOKVALE (NSW),-33.766629,151.273824
NORTH MANLY (NSW),-33.775702,151.269339
OXFORD FALLS (NSW),-33.730197,151.248218
WARRINGAH MALL (NSW),-33.767737,151.266062
ELANORA HEIGHTS (NSW),-33.695015,151.280156
INGLESIDE (NSW),-33.683176,151.262322
NARRABEEN (NSW),-33.723127,151.287366
NORTH NARRABEEN (NSW),-33.702661,151.293622
WARRIEWOOD (NSW),-33.686265,151.29908
MONA VALE (NSW),-33.67707,151.300316
BAYVIEW (NSW),-33.66445,151.298945
CHURCH POINT (NSW),-33.644873,151.284352
ELVINA BAY (NSW),-33.642011,151.276109
LOVETT BAY (NSW),-33.637405,151.278429
SCOTLAND ISLAND (NSW),-33.641752,151.290116
NEWPORT (NSW),-33.659896,151.309312
NEWPORT BEACH (NSW),-33.652485,151.322776
AVALON BEACH (NSW),-33.636325,151.330596
BILGOLA (NSW),-33.645562,151.323857
CAREEL BAY (NSW),-33.623135,151.327046
CLAREVILLE (NSW),-33.634905,151.313321
PARADISE BEACH (NSW),-33.624257,151.31871
TAYLORS POINT (NSW),-33.637041,151.305538
WHALE BEACH (NSW),-33.614274,151.330438
COASTERS RETREAT (NSW),-33.6048,151.29883
CURRAWONG BEACH (NSW),-33.597338,151.298367
GREAT MACKEREL BEACH (NSW),-33.591729,151.300451
MORNING BAY (NSW),-33.623044,151.281623
PALM BEACH (NSW),-33.604282,151.321419
THE BASIN (NSW),-33.602384,151.293682
MACQUARIE UNIVERSITY (NSW),-33.774321,151.111988
HUNTERS HILL (NSW),-33.83484,151.154196
WOOLWICH (NSW),-33.838393,151.172535
BORONIA PARK (NSW),-33.820941,151.140067
GLADESVILLE (NSW),-33.832894,151.126964
HENLEY (NSW),-33.842216,151.135943
HUNTLEYS COVE (NSW),-33.839798,151.144587
HUNTLEYS POINT (NSW),-33.840088,151.145968
MONASH PARK (NSW),-33.82248,151.125215
TENNYSON POINT (NSW),-33.831448,151.117286
DENISTONE EAST (NSW),-33.797177,151.097546
PUTNEY (NSW),-33.824735,151.112549
RYDE (NSW),-33.812953,151.104942
BLENHEIM ROAD (NSW),-33.798595,151.133903
EAST RYDE (NSW),-33.813769,151.140289
MACQUARIE CENTRE (NSW),-33.777139,151.120702
MACQUARIE PARK (NSW),-33.779795,151.134041
NORTH RYDE (NSW),-33.79677,151.124355
DENISTONE (NSW),-33.799441,151.07959
DENISTONE WEST (NSW),-33.802382,151.066085
MEADOWBANK (NSW),-33.815912,151.090715
MELROSE PARK (NSW),-33.816575,151.076089
WEST RYDE (NSW),-33.807712,151.088724
ERMINGTON (NSW),-33.814144,151.054495
RYDALMERE (NSW),-33.811244,151.034464
DUNDAS (NSW),-33.799405,151.044189
DUNDAS VALLEY (NSW),-33.78724,151.061185
OATLANDS (NSW),-33.796298,151.026314
TELOPEA (NSW),-33.795986,151.045106
CARLINGFORD (NSW),-33.782959,151.047707
CARLINGFORD COURT (NSW),-33.776166,151.0524
CARLINGFORD NORTH (NSW),-33.763237,151.047719
KINGSDENE (NSW),-33.784272,151.02806
BEECROFT (NSW),-33.749498,151.064533
CHELTENHAM (NSW),-33.76169,151.079364
PENNANT HILLS (NSW),-33.738681,151.071433
THORNLEIGH (NSW),-33.730816,151.081226
WESTLEIGH (NSW),-33.711956,151.072836
EPPING (NSW),-33.772549,151.082365
NORTH EPPING (NSW),-33.759777,151.087742
EASTWOOD (NSW),-33.789986,151.080914
MARSFIELD (NSW),-33.783971,151.094241
WEST PENNANT HILLS (NSW),-33.753676,151.039113
CHERRYBROOK (NSW),-33.722019,151.041806
HOMEBUSH BAY (NSW),-33.85283,151.076186
NEWINGTON (NSW),-33.839276,151.054828
SILVERWATER (NSW),-33.835928,151.047591
SYDNEY MARKETS (NSW),-33.871209,151.191884
SUMMER HILL (NSW),-33.891712,151.137258
ASHFIELD (NSW),-33.889498,151.127444
CROYDON (NSW),-33.883163,151.114771
CROYDON PARK (NSW),-33.895299,151.108581
ENFIELD SOUTH (NSW),-33.895575,151.093456
BURWOOD (NSW),-33.877423,151.103682
BURWOOD NORTH (NSW),-33.876154,151.103933
STRATHFIELD (NSW),-33.873913,151.093993
BURWOOD HEIGHTS (NSW),-33.888328,151.103412
ENFIELD (NSW),-33.886854,151.092425
STRATHFIELD SOUTH (NSW),-33.891711,151.082992
BREAKFAST POINT (NSW),-33.841583,151.107502
CABARITA (NSW),-33.849081,151.113765
CONCORD (NSW),-33.857857,151.103502
MORTLAKE (NSW),-33.843435,151.10698
NORTH STRATHFIELD (NSW),-33.85746,151.091954
CONCORD WEST (NSW),-33.848041,151.087326
LIBERTY GROVE (NSW),-33.841665,151.083609
RHODES (NSW),-33.830764,151.088105
CONCORD REPATRIATION HOSPITAL (NSW),-33.837702,151.095046
HOMEBUSH (NSW),-33.859654,151.081847
HOMEBUSH SOUTH (NSW),-33.867767,151.08447
HOMEBUSH WEST (NSW),-33.866788,151.069369
BERALA (NSW),-33.871904,151.031033
LIDCOMBE (NSW),-33.865218,151.043519
LIDCOMBE NORTH (NSW),-33.854197,151.047419
ROOKWOOD (NSW),-33.866398,151.058147
BLAXCELL (NSW),-33.853251,151.008129
CAMELLIA (NSW),-33.816872,151.022191
CLYDE (NSW),-33.832322,151.019414
GRANVILLE (NSW),-33.835887,151.01064
HOLROYD (NSW),-33.829836,150.993334
ROSEHILL (NSW),-33.819992,151.024558
SOUTH GRANVILLE (NSW),-33.863022,151.006224
BIRRONG (NSW),-33.89022,151.022398
POTTS HILL (NSW),-33.898247,151.031087
REGENTS PARK (NSW),-33.883928,151.023796
AUBURN (NSW),-33.849322,151.033421
GIRRAWEEN (NSW),-33.799843,150.947276
GREYSTANES (NSW),-33.829667,150.951452
MAYS HILL (NSW),-33.82066,150.990511
PEMULWUY (NSW),-33.821944,150.923752
PENDLE HILL (NSW),-33.801912,150.955614
SOUTH WENTWORTHVILLE (NSW),-33.823892,150.969376
WENTWORTHVILLE (NSW),-33.805922,150.970183
WESTMEAD (NSW),-33.805332,150.986608
OLD TOONGABBIE (NSW),-33.792713,150.974108
TOONGABBIE (NSW),-33.788942,150.950644
TOONGABBIE EAST (NSW),-33.788155,150.960639
KINGS LANGLEY (NSW),-33.742079,150.922711
LALOR PARK (NSW),-33.761339,150.930337
SEVEN HILLS (NSW),-33.775477,150.934257
SEVEN HILLS WEST (NSW),-33.771047,150.923871
ARNDELL PARK (NSW),-33.787266,150.871959
BLACKTOWN (NSW),-33.770184,150.908501
BLACKTOWN WESTPOINT (NSW),-33.770162,150.905148
HUNTINGWOOD (NSW),-33.797537,150.879863
KINGS PARK (NSW),-33.745736,150.904598
MARAYONG (NSW),-33.746168,150.898338
PROSPECT (NSW),-33.801553,150.916198
HARRIS PARK (NSW),-33.822427,151.008961
PARRAMATTA (NSW),-33.816957,151.003451
PARRAMATTA WESTFIELD (NSW),-33.817717,151.001359
NORTH PARRAMATTA (NSW),-33.798043,151.010707
NORTH ROCKS (NSW),-33.768119,151.02854
NORTHMEAD (NSW),-33.783849,150.994336
BAULKHAM HILLS (NSW),-33.758601,150.992887
BELLA VISTA (NSW),-33.737345,150.95501
WINSTON HILLS (NSW),-33.776054,150.987795
CASTLE HILL (NSW),-33.732307,151.005616
BEAUMONT HILLS (NSW),-33.703416,150.946875
KELLYVILLE (NSW),-33.712415,150.958009
KELLYVILLE RIDGE (NSW),-33.700104,150.92865
ROUSE HILL (NSW),-33.682068,150.915397
ANNANGROVE (NSW),-33.657772,150.943505
GLENHAVEN (NSW),-33.703218,151.006899
KENTHURST (NSW),-33.661023,151.005034
CANOELANDS (NSW),-33.508714,151.061148
FOREST GLEN (NSW),-33.549519,151.012846
GLENORIE (NSW),-33.620011,151.023035
DURAL (NSW),-33.681875,151.028435
MIDDLE DURAL (NSW),-33.648471,151.021276
ROUND CORNER (NSW),-33.695103,151.017906
ARCADIA (NSW),-33.623101,151.052726
BERRILEE (NSW),-33.61497,151.095573
FIDDLETOWN (NSW),-33.602321,151.055702
GALSTON (NSW),-33.652661,151.043059
MERRYLANDS (NSW),-33.836381,150.989219
MERRYLANDS WEST (NSW),-33.832864,150.972036
GUILDFORD (NSW),-33.853984,150.985958
GUILDFORD WEST (NSW),-33.851099,150.972299
OLD GUILDFORD (NSW),-33.867084,150.988073
YENNORA (NSW),-33.860889,150.969356
CHESTER HILL (NSW),-33.883157,151.001185
SEFTON (NSW),-33.885501,151.011469
CARRAMAR (NSW),-33.884558,150.961884
LANSDOWNE (NSW),-33.893687,150.971005
VILLAWOOD (NSW),-33.883679,150.976468
SMITHFIELD (NSW),-33.853546,150.940431
SMITHFIELD WEST (NSW),-33.850834,150.922215
WETHERILL PARK (NSW),-33.847512,150.913204
WOODPARK (NSW),-33.84063,150.961859
FAIRFIELD (NSW),-33.868529,150.955512
FAIRFIELD EAST (NSW),-33.869449,150.977528
FAIRFIELD HEIGHTS (NSW),-33.864603,150.938451
FAIRFIELD WEST (NSW),-33.868955,150.922057
CABRAMATTA (NSW),-33.89507,150.935889
CABRAMATTA WEST (NSW),-33.899136,150.917514
CANLEY HEIGHTS (NSW),-33.883633,150.923895
CANLEY VALE (NSW),-33.887291,150.943275
LANSVALE (NSW),-33.89733,150.952786
GLENFIELD (NSW),-33.971305,150.894517
ASHCROFT (NSW),-33.917587,150.899095
BUSBY (NSW),-33.910896,150.875155
CARTWRIGHT (NSW),-33.926577,150.890356
GREEN VALLEY (NSW),-33.903526,150.86636
HECKENBERG (NSW),-33.911083,150.889921
HINCHINBROOK (NSW),-33.916611,150.863863
SADLEIR (NSW),-33.920629,150.890212
CASULA (NSW),-33.94735,150.907753
CASULA MALL (NSW),-33.950422,150.909367
CHIPPING NORTON (NSW),-33.916829,150.961662
HAMMONDVILLE (NSW),-33.948113,150.953727
LIVERPOOL (NSW),-33.92505,150.924429
LIVERPOOL SOUTH (NSW),-33.933376,150.906608
LIVERPOOL WESTFIELD (NSW),-33.918951,150.923868
LURNEA (NSW),-33.931947,150.896105
MOOREBANK (NSW),-33.933805,150.953602
MOUNT PRITCHARD (NSW),-33.894817,150.90304
PRESTONS (NSW),-33.942903,150.872145
WARWICK FARM (NSW),-33.913423,150.932752
CECIL HILLS (NSW),-33.883696,150.853171
HORNINGSEA PARK (NSW),-33.945088,150.842975
HOXTON PARK (NSW),-33.92678,150.857888
MIDDLETON GRANGE (NSW),-33.914093,150.843547
WEST HOXTON (NSW),-33.922272,150.839967
PLEASURE POINT (NSW),-33.966909,150.98764
SANDY POINT (NSW),-33.975419,150.993967
VOYAGER POINT (NSW),-33.964547,150.97238
HOLSWORTHY (NSW),-33.950403,150.949972
WATTLE GROVE (NSW),-33.963316,150.936403
HORSLEY PARK (NSW),-33.845034,150.848192
ABBOTSBURY (NSW),-33.877538,150.867768
BOSSLEY PARK (NSW),-33.86626,150.88415
EDENSOR PARK (NSW),-33.877057,150.875292
GREENFIELD PARK (NSW),-33.872187,150.889408
PRAIRIEWOOD (NSW),-33.867342,150.90213
ST JOHNS PARK (NSW),-33.885824,150.905403
WAKELEY (NSW),-33.873966,150.90888
BONNYRIGG (NSW),-33.888801,150.886505
BONNYRIGG HEIGHTS (NSW),-33.892667,150.868448
CECIL PARK (NSW),-33.87478,150.838225
KEMPS CREEK (NSW),-33.88013,150.790485
MOUNT VERNON (NSW),-33.862377,150.807887
AUSTRAL (NSW),-33.933109,150.812031
LEPPINGTON (NSW),-33.964333,150.81727
CHULLORA (NSW),-33.892441,151.055898
GREENACRE (NSW),-33.906744,151.057271
MOUNT LEWIS (NSW),-33.917157,151.047838
BELFIELD (NSW),-33.902107,151.083553
BELMORE (NSW),-33.916035,151.0875
ASHBURY (NSW),-33.901897,151.11932
CANTERBURY (NSW),-33.910848,151.121145
HURLSTONE PARK (NSW),-33.909964,151.13224
CAMPSIE (NSW),-33.914373,151.103465
LAKEMBA (NSW),-33.920457,151.075921
WILEY PARK (NSW),-33.922464,151.068194
PUNCHBOWL (NSW),-33.925686,151.054635
ROSELANDS (NSW),-33.933167,151.073197
BASS HILL (NSW),-33.900608,150.992888
GEORGES HALL (NSW),-33.912851,150.982469
YAGOONA (NSW),-33.907725,151.026108
YAGOONA WEST (NSW),-33.918726,151.037007
BANKSTOWN (NSW),-33.919539,151.034909
BANKSTOWN AERODROME (NSW),-33.920032,150.995041
BANKSTOWN NORTH (NSW),-33.904622,151.039298
BANKSTOWN SQUARE (NSW),-33.916017,151.038538
CONDELL PARK (NSW),-33.922034,151.011619
MANAHAN (NSW),-33.916293,151.005545
DULWICH HILL (NSW),-33.904689,151.138774
MARRICKVILLE (NSW),-33.910923,151.157187
MARRICKVILLE METRO (NSW),-33.906781,151.171858
MARRICKVILLE SOUTH (NSW),-33.915178,151.151568
ARNCLIFFE (NSW),-33.936592,151.146805
TURRELLA (NSW),-33.929963,151.140643
WOLLI CREEK (NSW),-33.930744,151.155272
CLEMTON PARK (NSW),-33.925357,151.103282
EARLWOOD (NSW),-33.92651,151.12648
BARDWELL PARK (NSW),-33.93207,151.125594
BARDWELL VALLEY (NSW),-33.935083,151.134686
BEXLEY (NSW),-33.949135,151.12721
BEXLEY NORTH (NSW),-33.938306,151.114186
BEXLEY SOUTH (NSW),-33.959548,151.117388
KINGSGROVE (NSW),-33.939481,151.098941
BEVERLY HILLS (NSW),-33.954218,151.076364
NARWEE (NSW),-33.948609,151.069628
LUGARNO (NSW),-33.982956,151.046942
PEAKHURST (NSW),-33.959715,151.062187
PEAKHURST HEIGHTS (NSW),-33.968127,151.057596
RIVERWOOD (NSW),-33.949859,151.052469
PADSTOW (NSW),-33.953915,151.038163
PADSTOW HEIGHTS (NSW),-33.971073,151.030955
REVESBY (NSW),-33.951507,151.017247
REVESBY HEIGHTS (NSW),-33.968802,151.015063
REVESBY NORTH (NSW),-33.943582,151.007296
EAST HILLS (NSW),-33.963359,150.986695
PANANIA (NSW),-33.95613,150.998047
PICNIC POINT (NSW),-33.979303,151.000056
MILPERRA (NSW),-33.937834,150.989263
BANKSIA (NSW),-33.945237,151.140161
BRIGHTON-LE-SANDS (NSW),-33.960538,151.155362
KYEEMAGH (NSW),-33.951452,151.159943
ROCKDALE (NSW),-33.952747,151.137624
BEVERLEY PARK (NSW),-33.975135,151.131345
KOGARAH (NSW),-33.963107,151.133462
KOGARAH BAY (NSW),-33.979117,151.123296
MONTEREY (NSW),-33.973068,151.150983
RAMSGATE (NSW),-33.984683,151.139847
RAMSGATE BEACH (NSW),-33.981114,151.1483
ALLAWAH (NSW),-33.970018,151.114517
CARLTON (NSW),-33.968523,151.124528
DOLLS POINT (NSW),-33.993495,151.146801
SANDRINGHAM (NSW),-33.998763,151.139252
SANS SOUCI (NSW),-33.990614,151.133074
HURSTVILLE (NSW),-33.965923,151.101184
HURSTVILLE GROVE (NSW),-33.980653,151.091136
HURSTVILLE WESTFIELD (NSW),-33.965517,151.104903
BLAKEHURST (NSW),-33.988743,151.112314
CARSS PARK (NSW),-33.986556,151.119041
CONNELLS POINT (NSW),-33.991871,151.089495
KYLE BAY (NSW),-33.991238,151.098301
SOUTH HURSTVILLE (NSW),-33.977595,151.104909
PENSHURST (NSW),-33.963346,151.086744
MORTDALE (NSW),-33.972239,151.075391
OATLEY (NSW),-33.981428,151.082765
KANGAROO POINT (NSW),-33.997972,151.096235
SYLVANIA (NSW),-34.008075,151.105104
SYLVANIA SOUTHGATE (NSW),-34.009895,151.104166
SYLVANIA WATERS (NSW),-34.019802,151.115847
CARAVAN HEAD (NSW),-33.997441,151.087892
OYSTER BAY (NSW),-34.006894,151.081067
BONNET BAY (NSW),-34.009518,151.054252
COMO (NSW),-34.004186,151.068288
JANNALI (NSW),-34.017074,151.065081
GYMEA (NSW),-34.033142,151.085421
GYMEA BAY (NSW),-34.048156,151.086087
MIRANDA (NSW),-34.034014,151.100428
YOWIE BAY (NSW),-34.049866,151.104325
CARINGBAH (NSW),-34.04316,151.123102
DOLANS BAY (NSW),-34.05968,151.126746
LILLI PILLI (NSW),-34.069836,151.114032
PORT HACKING (NSW),-34.067503,151.122449
TAREN POINT (NSW),-34.012545,151.125456
WARUMBUL (NSW),-34.078313,151.102646
BUNDEENA (NSW),-34.085064,151.151259
BURRANEER (NSW),-34.065063,151.137171
CRONULLA (NSW),-34.051972,151.153662
MAIANBAR (NSW),-34.081826,151.129788
WOOLOOWARE (NSW),-34.048276,151.141431
KURNELL (NSW),-34.008487,151.204879
AUDLEY (NSW),-34.075295,151.056519
GARIE (NSW),-34.171841,151.062842
GRAYS POINT (NSW),-34.05884,151.081652
KAREELA (NSW),-34.014668,151.082733
KIRRAWEE (NSW),-34.033743,151.071196
LOFTUS (NSW),-34.048075,151.051176
SUTHERLAND (NSW),-34.031432,151.057965
WORONORA (NSW),-34.020654,151.047946
ENGADINE (NSW),-34.065716,151.012663
HEATHCOTE (NSW),-34.079112,151.008619
WATERFALL (NSW),-34.1352,150.994957
WORONORA HEIGHTS (NSW),-34.034836,151.027656
YARRAWARRAH (NSW),-34.058462,151.03279
ALFORDS POINT (NSW),-33.993303,151.024751
BANGOR (NSW),-34.018876,151.030057
BARDEN RIDGE (NSW),-34.032851,151.005396
ILLAWONG (NSW),-33.998018,151.042591
LUCAS HEIGHTS (NSW),-34.047985,150.988369
MENAI (NSW),-34.012564,151.014645
MENAI CENTRAL (NSW),-33.998425,151.063767
BUCKETTY (NSW),-33.111273,151.138861
CALGA (NSW),-33.43835,151.236467
CENTRAL MANGROVE (NSW),-33.292384,151.234661
EAST GOSFORD (NSW),-33.438534,151.354167
ERINA (NSW),-33.437893,151.383648
ERINA FAIR (NSW),-33.437221,151.394139
GLENWORTH VALLEY (NSW),-33.423807,151.17688
GOSFORD (NSW),-33.426938,151.341843
GREENGROVE (NSW),-33.382712,151.145126
HOLGATE (NSW),-33.409747,151.405406
KARIONG (NSW),-33.439733,151.293333
KULNURA (NSW),-33.225924,151.222101
LISAROW (NSW),-33.380843,151.371283
LOWER MANGROVE (NSW),-33.412045,151.150688
MANGROVE CREEK (NSW),-33.359231,151.146082
MANGROVE MOUNTAIN (NSW),-33.300847,151.191661
MATCHAM (NSW),-33.417004,151.420834
MOONEY MOONEY CREEK (NSW),-33.439621,151.244578
MOUNT ELLIOT (NSW),-33.399915,151.385524
MOUNT WHITE (NSW),-33.461404,151.190612
NARARA (NSW),-33.395807,151.346114
NIAGARA PARK (NSW),-33.381996,151.355782
NORTH GOSFORD (NSW),-33.41684,151.348821
PEATS RIDGE (NSW),-33.351199,151.229736
POINT CLARE (NSW),-33.436772,151.320952
POINT FREDERICK (NSW),-33.449407,151.341896
SOMERSBY (NSW),-33.360992,151.291053
SPRINGFIELD (NSW),-33.430406,151.370764
TASCOTT (NSW),-33.450818,151.319442
TEN MILE HOLLOW (NSW),-33.324602,151.089946
UPPER MANGROVE (NSW),-33.293327,151.122269
WENDOREE PARK (NSW),-33.455552,151.155631
WEST GOSFORD (NSW),-33.420829,151.321753
WYOMING (NSW),-33.40485,151.350776
AVOCA BEACH (NSW),-33.464937,151.432387
BENSVILLE (NSW),-33.498579,151.381089
BOUDDI (NSW),-33.511538,151.400793
COPACABANA (NSW),-33.48994,151.430558
DAVISTOWN (NSW),-33.485685,151.360521
GREEN POINT (NSW),-33.451762,151.360909
KINCUMBER (NSW),-33.467738,151.382147
KINCUMBER SOUTH (NSW),-33.487271,151.381035
MACMASTERS BEACH (NSW),-33.492821,151.416479
PICKETTS VALLEY (NSW),-33.456914,151.412831
SARATOGA (NSW),-33.475692,151.354149
YATTALUNGA (NSW),-33.470568,151.360536
BLACKWALL (NSW),-33.503434,151.327632
HORSFIELD BAY (NSW),-33.49347,151.299908
KOOLEWONG (NSW),-33.46632,151.31816
LITTLE WOBBY (NSW),-33.548076,151.252911
PATONGA (NSW),-33.546452,151.27119
PEARL BEACH (NSW),-33.538915,151.302813
PHEGANS BAY (NSW),-33.48859,151.308453
WONDABYNE (NSW),-33.49159,151.256944
WOY WOY (NSW),-33.485855,151.324775
WOY WOY BAY (NSW),-33.484478,151.312108
BOOKER BAY (NSW),-33.511566,151.34478
BOX HEAD (NSW),-33.536016,151.344489
DALEYS POINT (NSW),-33.50569,151.348181
EMPIRE BAY (NSW),-33.494186,151.362188
ETTALONG BEACH (NSW),-33.513696,151.335289
HARDYS BAY (NSW),-33.525157,151.35744
KILLCARE (NSW),-33.525978,151.362657
KILLCARE HEIGHTS (NSW),-33.52257,151.370994
PRETTY BEACH (NSW),-33.52536,151.351281
ST HUBERTS ISLAND (NSW),-33.495721,151.344441
UMINA BEACH (NSW),-33.528746,151.307503
WAGSTAFFE (NSW),-33.523185,151.342598
FOUNTAINDALE (NSW),-33.338303,151.392826
KANGY ANGY (NSW),-33.322397,151.395063
OURIMBAH (NSW),-33.359703,151.36965
PALM GROVE (NSW),-33.326275,151.311454
PALMDALE (NSW),-33.331864,151.373158
ALISON (NSW),-33.265998,151.403858
BUSHELLS RIDGE (NSW),-33.210392,151.476534
CEDAR BRUSH CREEK (NSW),-33.147255,151.258292
CHAIN VALLEY BAY (NSW),-33.174102,151.580195
CRANGAN BAY (NSW),-33.175697,151.590424
DOORALONG (NSW),-33.189384,151.350215
DURREN DURREN (NSW),-33.171431,151.382288
FRAZER PARK (NSW),-33.186687,151.621139
FREEMANS (NSW),-33.203791,151.595646
GWANDALAN (NSW),-33.139561,151.587572
HALLORAN (NSW),-33.239446,151.439518
HAMLYN TERRACE (NSW),-33.250574,151.469872
JILLIBY (NSW),-33.230854,151.391869
KANWAL (NSW),-33.263412,151.479653
KIAR (NSW),-33.197478,151.436954
LAKE MUNMORAH (NSW),-33.194148,151.57042
LEMON TREE (NSW),-33.146102,151.364803
LITTLE JILLIBY (NSW),-33.235928,151.349661
MANNERING PARK (NSW),-33.150538,151.537603
MARDI (NSW),-33.28342,151.404775
MOONEE (NSW),-33.166162,151.612046
