city,code,Families,for all families,lon,for families with children,Average children per family,lat
Burrill Lake,10712,407,0.5,150.449603,1.7,None,-35.387189
Canterbury (NSW),10797,1945,0.7,151.121145,1.7,None,-33.910848
Bredbo,10559,88,0.8,149.150191,2,None,-35.959129
Sofala,13569,25,0.3,149.689626,1.9,None,-33.080698
Manar,12462,31,0.9,143.936712,2.1,None,-32.471391
Ropes Crossing,13397,1670,1.1,150.810841,1.9,None,-33.77448
Mangoplah,12470,76,0.9,147.253056,1.7,None,-35.375169
Elland,11399,88,0.6,152.928726,1.9,None,-29.756181
Young,14518,2600,0.7,148.297921,2,None,-34.31341
Richmond (NSW),13360,1196,0.6,150.721891,1.7,None,-33.582355
Harrington,11858,942,0.4,150.742232,1.7,None,-34.023239
Balmain,10164,2637,0.6,151.190598,1.7,None,-33.857833
Kitchener,12174,126,0.9,151.36667,1.9,None,-32.879602
Sans Souci,13489,2806,0.7,151.133074,1.8,None,-33.990614
Cabarita Beach,10737,25,0.7,153.569695,1.5,None,-28.332149
Phegans Bay,13192,112,0.7,151.308453,1.7,None,-33.48859
Old Guildford,13077,605,1.6,150.988073,2.5,None,-33.867084
Guildford West,11791,1244,1.2,150.972299,2.1,None,-33.851099
Martindale,12510,47,0.3,150.67,1.4,None,-32.454407
Trundle,13940,173,0.6,147.709904,2,None,-32.922887
Leichhardt (NSW),12297,3668,0.6,151.157057,1.6,None,-33.883793
Kembla Grange,12092,66,0.8,150.808912,1.9,None,-34.47078
Yennora,14506,339,1,150.969356,2.2,None,-33.860889
Lurnea,12422,2262,1.2,150.896105,2.1,None,-33.931947
Burringbar,10713,216,0.7,153.432836,1.8,None,-28.44671
Spring Terrace,13620,43,0.7,149.069863,1.6,None,-33.402381
Katoomba,12077,1901,0.5,150.311589,1.7,None,-33.714043
North Boambee Valley,12983,495,0.7,153.071517,1.9,None,-30.306482
Collaroy Plateau,10971,1260,1.2,151.286514,2,None,-33.728047
Gordon (NSW),11718,2136,0.9,151.761866,1.8,None,-32.045612
Clybucca,10940,36,0.8,152.965545,2,None,-30.954389
Yarranbella,14478,47,0.4,152.778618,2,None,-30.727507
Lue,12420,49,0.5,149.842171,1.8,None,-32.65414
Allambie Heights,10036,1829,1,151.248864,1.9,None,-33.765076
Peakhurst Heights,13169,689,0.9,151.057596,1.9,None,-33.968127
Lake Tabourie,12254,186,0.7,150.398471,1.9,None,-35.44375
Ulong,14005,46,0.8,146.841971,1.8,None,-35.26049
Brocklehurst,10583,92,0.9,148.688877,2,None,-32.150735
Brewongle,10564,39,0.3,149.67541,1.6,None,-33.48878
Merewether,12573,2749,0.7,151.736231,1.9,None,-32.948242
Mathoura,12522,268,0.5,144.9026,2,None,-35.81262
Ultimo,14006,1171,0.2,151.197272,1.4,None,-33.878416
Cookamidgera,11016,37,0.7,148.324968,1.7,None,-33.2249
Wallarah,14109,95,1,151.456522,1.9,None,-33.241851
Bowral,10536,2889,0.6,150.449304,1.9,None,-34.501493
West Bathurst,14241,934,0.7,149.564797,1.9,None,-33.412695
Tullymorgan,13960,35,0.5,153.09836,1.7,None,-29.38348
Diamond Beach,11251,262,0.6,152.534432,1.8,None,-32.043994
St Andrews (NSW),13631,1598,1.1,150.8306,1.9,None,-34.0245
Kingsford (NSW),12156,3109,0.5,151.227811,1.7,None,-33.924922
Yanco,14460,156,0.7,146.40345,1.8,None,-34.630843
Bermagui,10307,417,0.5,150.06439,1.9,None,-36.422732
Gorokan,11721,2199,0.7,151.510399,1.8,None,-33.257544
Canley Heights,10791,2865,1.2,150.923895,1.9,None,-33.883633
Dombarton,11270,42,1,150.770419,1.8,None,-34.456405
Port Macquarie,13246,12092,0.6,151.907551,1.8,None,-32.589168
Glenning Valley,11672,573,0.9,151.425996,1.8,None,-33.353709
Rockley,13380,44,0.4,149.552941,1.7,None,-33.547323
Condobolin,11002,865,0.8,147.15218,2,None,-33.089095
Hamlyn Terrace,11843,1611,1,151.469872,2,None,-33.250574
Cranebrook,11105,4325,1.1,150.709986,1.9,None,-33.71431
Taree,13764,4119,0.6,152.463802,1.9,None,-31.922894
Rosehill (NSW),13408,912,0.6,151.024558,1.6,None,-33.819992
Montefiores,12685,153,0.7,148.944461,2,None,-32.538869
West Ballina,14240,855,0.5,153.54417,1.8,None,-28.86333
Mount Pritchard,12785,2533,1.1,150.90304,2,None,-33.894817
Windeyer (NSW),14322,38,0.4,149.5453,1.4,None,-32.77632
Manildra,12473,194,0.8,148.696347,2,None,-33.186578
Bega,10253,1199,0.7,150.919441,1.8,None,-31.16588
The Pocket,13834,69,0.7,153.486046,1.9,None,-28.505569
Glen Innes,11649,1525,0.6,151.446425,1.9,None,-32.596003
Eraring,11429,64,0.4,151.522946,1.5,None,-33.071249
East Branxton,11346,481,0.9,151.363965,2,None,-32.655999
Bogan Gate,10438,66,0.9,147.802354,1.9,None,-33.106229
Myola (NSW),12878,27,0.1,150.673253,1,None,-35.027104
Cecil Park,10866,199,1.2,150.838225,2.1,None,-33.87478
Denistone West,11240,251,1,151.066085,1.8,None,-33.802382
Canton Beach,10798,263,0.4,151.544045,1.7,None,-33.271922
Ulladulla,14003,1834,0.6,150.474301,1.9,None,-35.357094
Cremorne (NSW),11112,2955,0.5,151.230233,1.6,None,-33.828131
Bardia,10194,429,1.1,150.8623,1.8,None,-33.9773
Redbournberry,13337,69,1,151.18943,2,None,-32.560421
Springdale Heights,13622,526,0.7,146.94484,1.9,None,-36.033316
Hamilton South,11841,954,0.6,151.747248,1.8,None,-32.934003
Gregadoo,11773,67,0.9,147.422814,1.8,None,-35.229449
Darkwood,11210,37,0.5,152.658005,1.7,None,-30.437487
Limeburners Creek (Mid-Coast - NSW),12328,91,0.7,143.9481,1.5,None,-38.2336
Bombo,10458,27,0.5,148.279996,1.7,None,-35.278606
Carcoar,10808,75,0.5,149.140601,1.6,None,-33.609622
Arncliffe,10086,2604,0.8,151.146805,1.9,None,-33.936592
Booragul,10495,336,0.7,151.60589,1.7,None,-32.976125
Ballimore,10161,48,0.5,148.902065,1.3,None,-32.195726
Darawank,11203,110,0.6,152.483196,2,None,-32.121019
Galong,11580,56,0.7,150.246224,2.2,None,-33.704121
Clandulla,10916,48,0.7,149.950771,1.9,None,-32.906521
North Dorrigo,12989,54,0.5,152.671483,2,None,-30.281126
Concord,10999,3987,0.9,151.095046,1.8,None,-33.837702
Copmanhurst,11060,87,0.5,152.73514,1.7,None,-29.556803
Moulamein,12743,126,0.6,144.036636,1.8,None,-35.089135
Rowena,13431,43,0.8,148.935905,2.1,None,-29.796578
Birmingham Gardens,10377,453,0.6,151.690829,1.9,None,-32.890844
Toongabbie (NSW),13907,3823,0.9,150.950644,1.8,None,-33.788942
Moama,12654,1653,0.6,144.755549,1.9,None,-36.112624
Swan Bay (Richmond Valley - NSW),13705,62,0.8,153.2946,1.7,None,-29.0755
Akolele,10023,31,0.8,150.07685,2.2,None,-36.355798
Mosman,12738,7525,0.7,151.24409,1.8,None,-33.829077
Pelaw Main,13177,272,0.8,151.480398,1.9,None,-32.833664
Eglinton (NSW),11386,642,1,149.558662,1.9,None,-33.374597
Minmi,12638,211,1,151.617789,1.9,None,-32.877152
Mangerton,12468,747,0.8,150.871873,1.8,None,-34.431722
Kingscliff,12154,1977,0.6,153.575638,1.8,None,-28.254719
Nowendoc,13026,41,0.5,151.719541,1.5,None,-31.515203
North Turramurra,13013,1084,0.7,151.147146,1.9,None,-33.713419
Balldale,10159,36,0.6,146.518358,1.9,None,-35.845724
Ebenezer (NSW),11371,259,1,150.881372,2,None,-33.52466
Punchbowl (Canterbury-Bankstown - NSW),13273,4873,1.2,151.0516,2.2,None,-33.9291
Canowindra,10796,578,0.6,148.66491,1.9,None,-33.562223
Brushgrove,10622,55,0.4,153.080634,1.5,None,-29.566127
Glen Martin,11650,50,0.7,151.825623,1.7,None,-32.53878
Yerrinbool,14510,320,0.9,150.538132,2,None,-34.375908
Glenmore Park,11670,6372,1.2,150.6693,1.9,None,-33.790683
Thora,13849,89,0.8,152.772526,2,None,-30.414372
Binna Burra (NSW),10371,48,1,153.490299,2,None,-28.709653
Ingleside,11979,254,1,151.262322,1.9,None,-33.683176
Nelson Bay (NSW),12923,1585,0.5,152.154863,1.8,None,-32.717075
Bendemeer,10289,123,0.6,151.159905,2,None,-30.878399
Carrathool,10827,57,0.8,145.430787,2.1,None,-34.407182
Brewarrina,10563,262,0.7,146.858999,1.9,None,-29.961519
St Johns Park,13641,1668,1.1,150.905403,1.9,None,-33.885824
Blandford,10406,59,0.5,150.928753,1.6,None,-31.793098
Guyong,11821,32,1,149.248914,2.2,None,-33.414685
Mayfield West,12536,466,0.6,151.7255,1.8,None,-32.890539
Lockhart,12369,273,0.6,146.716343,1.9,None,-35.221085
Dawes Point,11222,107,0.3,151.20822,1.4,None,-33.855601
Hamilton (NSW),11838,1000,0.5,151.746874,1.7,None,-32.924042
Chisholm (NSW),10909,437,1,145.7164,1.9,None,-38.176
Yelgun,14499,28,0.3,153.512834,1.4,None,-28.476032
Noraville,12974,786,0.8,151.559914,1.8,None,-33.265942
Dairymans Plains,11188,48,0.6,149.034048,1.7,None,-36.204435
Willawarrin,14295,53,0.7,152.627874,2,None,-30.929995
New Brighton,12939,79,0.5,153.549644,1.7,None,-28.509358
Coramba,11065,224,0.7,153.016086,1.7,None,-30.222515
North Nowra,13000,1518,0.7,150.591467,1.9,None,-34.860731
Tolland,13887,855,0.7,147.349979,1.9,None,-35.147915
Jaspers Brush,12002,102,0.5,150.657592,1.6,None,-34.803323
Duns Creek,11326,161,1,151.78275,1.8,None,-32.580313
Berowra Heights,10310,1514,1.1,151.136829,1.9,None,-33.610968
North Bourke,12985,70,0.8,146.1312,2.1,None,-29.7541
Beresfield,10301,891,0.6,151.657881,1.8,None,-32.801094
Glen Oak,11652,97,0.9,151.70917,2,None,-32.613853
Hay South,11875,97,0.7,144.842938,2.2,None,-34.512685
Chatswood West,10893,428,0.9,151.167142,1.8,None,-33.796332
Batemans Bay,10229,328,0.4,150.183191,1.8,None,-35.700315
Big Springs,10345,37,0.9,147.43227,2.4,None,-35.326669
Rozelle,13435,2341,0.5,151.170573,1.6,None,-33.863063
Cawdor (NSW),10863,114,0.9,150.671985,1.9,None,-34.108691
Moorland (NSW),12714,135,0.6,152.652348,1.8,None,-31.772228
Stockton (NSW),13662,1024,0.6,151.78438,1.7,None,-32.91612
Camden South,10773,1335,0.9,150.695074,1.9,None,-34.08748
Warialda Rail,14150,27,0.8,150.536881,2,None,-29.583725
Largs,12278,530,1,151.602415,2,None,-32.702528
Numeralla,13039,64,0.8,149.340668,2,None,-36.177223
Balgownie,10155,1576,0.8,150.877689,1.8,None,-34.38859
New Berrima,12938,164,0.8,150.332394,1.7,None,-34.504395
Hartley (NSW),11861,110,0.7,150.208607,1.9,None,-33.571701
Fountaindale,11554,203,1.1,151.392826,2.1,None,-33.338303
Telarah,13780,635,0.7,151.536856,1.7,None,-32.729499
Woodbine (NSW),14378,742,1,150.818872,2,None,-34.049892
Yippin Creek,14515,57,0.6,152.712615,1.8,None,-31.446918
St Helens Park,13637,1784,1.1,150.798121,2,None,-34.112264
Tallwoods Village,13737,231,0.5,152.507801,1.8,None,-32.056396
Merrygoen,12587,31,0.5,149.230644,1.4,None,-31.824229
Chilcotts Grass,10903,63,0.7,153.335738,1.6,None,-28.836153
Barkers Vale,10201,41,0.4,153.123465,1.4,None,-28.538014
Asquith,10103,933,0.9,151.108685,1.8,None,-33.687484
Narellan Vale,12897,1977,1.2,150.74408,2,None,-34.055271
Collector,10972,85,0.9,149.424332,1.8,None,-34.91729
Iluka (NSW),11975,497,0.3,153.350886,1.7,None,-29.407475
Terrigal,13805,3157,0.8,151.444461,1.9,None,-33.448011
Queenscliff (NSW),13296,915,0.4,151.287817,1.6,None,-33.784595
Central Tilba,10877,78,0.3,150.084817,1.5,None,-36.311773
Newport (NSW),12956,2589,0.8,151.309312,1.9,None,-33.659896
Narrawallee,12909,361,0.6,150.471766,1.9,None,-35.308851
Numinbah,13040,31,0.5,153.253377,1.6,None,-28.276838
Yarra,14468,51,0.5,150.14975,1.6,None,-31.669437
Quambone,13287,39,0.4,147.869963,1.8,None,-30.929382
Possum Brush,13251,39,0.5,152.454174,1.5,None,-32.042942
Bonny Hills,10470,871,0.7,152.840605,1.9,None,-31.594981
Mount Pleasant (NSW),12784,382,0.9,150.863798,2,None,-34.39666
Liberty Grove,12315,610,0.8,151.083609,1.6,None,-33.841665
Broken Hill,10592,4568,0.6,141.458131,1.8,None,-31.977238
Rosewood (Snowy Valleys - NSW),13415,60,0.8,147.8596,2.2,None,-35.6502
Waverton,14202,824,0.4,151.195808,1.5,None,-33.839969
Angourie,10059,60,0.5,153.359964,1.7,None,-29.481012
Hardys Bay,11852,72,0.6,151.35744,1.7,None,-33.525157
Blackwall (NSW),10399,509,0.6,151.327632,1.7,None,-33.503434
Canley Vale,10792,2573,1,150.943275,1.9,None,-33.887291
Gundary,11806,74,1,149.787114,1.9,None,-34.815321
Stanwell Tops,13654,140,1,150.976159,1.8,None,-34.22077
Murrumbateman,12860,903,1.1,149.03035,2.1,None,-34.969552
Helensburgh,11890,1730,1.1,150.981985,1.9,None,-34.190675
Jamberoo,11998,467,0.7,150.776595,1.8,None,-34.648419
South Turramurra,13598,859,1.1,151.113441,1.9,None,-33.746027
Eleebana,11393,1668,0.9,151.635401,1.9,None,-32.993626
Brandy Hill,10548,199,0.9,151.694171,1.9,None,-32.693797
Shellharbour,13533,1011,0.8,150.836628,1.8,None,-34.564922
Bradbury (NSW),10543,2409,0.9,150.814016,1.9,None,-34.086006
Forestville (NSW),11548,2215,1,151.21406,1.9,None,-33.762011
North Balgowlah,12981,967,1.3,151.251721,2,None,-33.787074
Balcolyn,10145,272,0.7,151.553169,2,None,-33.095642
Kearns,12079,753,1.2,150.803211,1.9,None,-34.021321
Curl Curl,11167,595,1,151.295691,2,None,-33.761652
Manilla,12474,641,0.7,150.632502,1.9,None,-30.565763
Lake Haven,12247,917,0.6,151.501928,1.8,None,-33.240092
Woombah,14414,240,0.4,153.282736,1.6,None,-29.360487
Wooyung,14418,23,0.4,153.542861,1.7,None,-28.455809
Mannering Park,12477,697,0.8,151.537603,1.8,None,-33.150538
Brocklesby,10584,47,0.9,146.680117,1.8,None,-35.822589
Modanville,12655,169,0.8,153.294687,1.9,None,-28.720422
Dundas Valley,11313,1401,0.9,151.061185,1.8,None,-33.78724
Tuggerah,13950,249,0.8,151.415901,1.8,None,-33.30701
Birchgrove,10374,877,0.7,151.180609,1.7,None,-33.853386
Longueville,12385,588,1.1,151.165342,2,None,-33.833096
Gum Scrub,11797,40,0.6,152.726685,1.5,None,-31.271046
Booerie Creek,10475,46,0.6,153.259952,1.5,None,-28.776035
Littleton,12360,217,0.6,150.13517,1.7,None,-33.498267
Pleasure Point,13229,152,1.3,150.98764,2.1,None,-33.966909
Georgica,11604,64,0.3,153.168113,1.2,None,-28.621858
Brunswick Heads,10621,420,0.5,153.548253,1.6,None,-28.53899
Cherrybrook,10898,5319,1.1,151.041806,1.9,None,-33.722019
Coolangatta (NSW),11026,90,1.1,150.726361,2.2,None,-34.854208
Aylmerton,10119,53,0.7,150.492737,1.6,None,-34.419069
Windellama,14318,87,0.5,149.872388,1.8,None,-35.025089
Tuggerawong,13951,320,0.7,151.476312,1.8,None,-33.280657
Coomealla,11041,213,0.8,142.0751,2,None,-34.0914
Bellmount Forest,10274,35,0.8,149.24271,1.7,None,-34.917864
Mossy Point,12741,169,0.6,150.175923,1.6,None,-35.837391
Beelbangera,10251,115,0.9,146.100092,1.8,None,-34.257097
Curramore (NSW),11174,56,0.8,150.782884,1.9,None,-34.621117
Ganmain,11585,200,0.8,147.038823,2.2,None,-34.794899
Marks Point,12492,510,0.5,151.646098,1.7,None,-33.055212
Hinchinbrook (NSW),11915,2966,1.4,150.863863,2,None,-33.916611
Church Point,10915,302,0.7,151.284352,1.8,None,-33.644873
Smiths Creek (Tweed - NSW),13562,76,0.8,153.3798,2.1,None,-28.4297
Minore,12641,43,0.8,148.455401,1.6,None,-32.259512
Wandella (NSW),14128,46,0.2,149.848665,1.6,None,-36.299399
Meroo Meadow,12579,140,0.8,150.618378,1.8,None,-34.809874
Thirlmere,13847,1067,0.9,150.571102,2,None,-34.204088
Deniliquin,11237,1970,0.6,144.958974,1.9,None,-35.528544
North Wagga Wagga,13014,167,0.9,147.379424,1.9,None,-35.097097
Dunoon,11325,181,0.6,153.318543,1.7,None,-28.681929
Lennox Head,12303,1787,0.8,153.593901,1.8,None,-28.795715
Aldavilla,10028,206,0.7,152.768142,1.9,None,-31.058949
Barraganyatti,10209,43,0.4,152.916973,1.3,None,-30.875913
Hernani,11896,39,0.7,152.420978,1.5,None,-30.342209
Clarence Town,10920,581,0.8,151.779596,1.8,None,-32.583661
Mount Elliot (NSW),12757,50,0.8,151.385524,1.8,None,-33.399915
Woolooware,14410,1076,0.9,151.141431,1.9,None,-34.048276
Urunga,14061,827,0.5,153.014883,1.7,None,-30.497075
Piggabeen,13202,87,0.9,153.465229,2.1,None,-28.192191
Queanbeyan East,13292,956,0.5,149.244392,1.6,None,-35.342808
Meadowbank (NSW),12550,1262,0.3,151.090715,1.4,None,-33.815912
Crosslands,11127,164,1,152.706362,2.2,None,-31.438993
Primbee,13264,437,0.7,150.881602,1.7,None,-34.500655
Catherine Hill Bay,10857,39,0.3,151.626395,1.3,None,-33.161795
Marom Creek,12499,40,0.8,153.372558,1.8,None,-28.902898
Bucca (NSW),10625,149,0.9,149.584181,2,None,-32.570896
Talarm,13728,65,0.5,152.819713,1.6,None,-30.701157
The Rocks (Sydney - NSW),13840,137,0.3,151.2081,1.4,None,-33.8588
Waterview Heights,14186,404,0.7,152.838233,1.8,None,-29.702381
Walcha,14093,678,0.6,151.402728,1.9,None,-30.944669
Kandos,12057,311,0.5,149.96946,1.8,None,-32.857495
Homebush West,11930,2069,0.6,151.069369,1.5,None,-33.866788
Blackett,10392,850,1.1,150.811206,2.1,None,-33.738507
Wahroonga,14085,4586,1,151.118119,1.9,None,-33.716405
Tacoma,13724,174,1,151.457044,1.9,None,-33.289592
Wisemans Creek,14343,32,0.5,149.718319,1.5,None,-33.618978
Queanbeyan,13291,1450,0.5,149.7838,1.6,None,-35.2308
Black Hill (NSW),10385,145,1,151.583655,1.9,None,-32.823598
Clunes (NSW),10939,256,0.8,153.405593,1.9,None,-28.729988
Red Range,13333,51,0.5,151.832385,1.5,None,-29.794136
Krambach,12202,107,0.5,152.250244,1.6,None,-32.048174
Chipping Norton,10908,2451,1,150.961662,1.9,None,-33.916829
Cudgera Creek,11144,90,0.9,153.519525,1.9,None,-28.389956
Hay (NSW),11874,591,0.6,144.845099,1.8,None,-34.500508
Crystal Creek (NSW),11138,70,0.9,153.303819,2.1,None,-28.282291
Greendale (Liverpool - NSW),11759,80,1.4,150.6616,2.2,None,-33.9259
Calala,10748,1038,0.9,150.946878,1.9,None,-31.129764
Ambarvale,10049,1989,1.1,150.803644,2,None,-34.080467
Bilbul,10349,139,0.9,146.138176,2.2,None,-34.273406
Pillar Valley,13204,83,0.5,153.12999,1.7,None,-29.76405
Yarrawarrah,14485,801,1,151.03279,1.9,None,-34.058462
Waverley (NSW),14200,929,0.6,151.252059,1.7,None,-33.897955
Tarbuck Bay,13762,50,0.7,152.478147,2,None,-32.368488
Westdale (Tamworth Regional - NSW),14259,681,1.1,150.854,2,None,-31.0891
Mayfield (Newcastle - NSW),12530,2280,0.5,115.7092,1.7,None,-33.2509
Cowan,11097,173,1.1,151.171015,2.1,None,-33.589491
Mallanganee,12457,43,0.5,152.720585,1.5,None,-28.906449
Bonville,10474,742,0.8,153.034867,1.9,None,-30.376052
Kanoona,12066,39,1,149.779989,1.9,None,-36.745803
Kotara South,12201,314,0.8,151.694264,1.8,None,-32.950811
Newcastle,12949,623,0.2,151.703024,1.4,None,-32.890876
Oakhampton,13056,38,0.5,151.554468,1.5,None,-32.712551
Stratford (NSW),13672,33,0.5,151.937941,1.6,None,-32.119279
Nowra Hill,13029,335,1,150.575151,2,None,-34.933614
Saratoga,13492,1115,0.9,151.354149,1.9,None,-33.475692
Doyalson,11286,91,0.9,151.546219,1.9,None,-33.185292
Brookfield (NSW),10596,56,0.8,151.762128,1.8,None,-32.505586
Wentworth Point,14227,1938,0.3,151.0777,1.3,None,-33.8284
Drake,11290,69,0.3,152.373562,1.8,None,-28.928936
Lake Wyangan,12255,244,1.1,146.032567,2.1,None,-34.247507
Malua Bay,12461,557,0.5,150.232071,1.8,None,-35.783334
Newcastle East,12950,224,0.3,151.788039,1.6,None,-32.927881
Oatlands (NSW),13063,1505,1,151.026314,1.9,None,-33.796298
New Lambton Heights,12943,700,0.9,151.690553,1.8,None,-32.932574
Austinmer,10108,678,0.9,150.934563,1.9,None,-34.306283
Goodooga,11702,67,0.8,147.452139,1.8,None,-29.113037
Hickeys Creek,11899,32,0.6,152.598291,1.9,None,-30.874838
Enngonia,11426,30,0.8,145.84617,2,None,-29.318123
Warragoon,14159,35,0.7,145.166984,1.7,None,-35.632619
Greenhills Beach,11764,210,1.6,151.1585,2,None,-34.0362
Regentville,13346,221,0.9,150.669102,1.9,None,-33.773649
Long Beach,12376,435,0.6,150.234429,1.9,None,-35.698892
Wentworthville,14228,2995,0.8,150.970183,1.7,None,-33.805922
Culburra Beach,11146,769,0.5,150.758745,1.7,None,-34.930305
Leura,12309,1086,0.5,150.330827,1.7,None,-33.714149
Corlette,11075,1571,0.7,152.106782,1.8,None,-32.721158
West Wallsend,14253,656,0.8,151.582846,1.9,None,-32.902476
North Haven (NSW),12992,454,0.3,152.81733,1.6,None,-31.640002
Oura,13102,57,0.8,148.558038,2,None,-35.139376
Mount Kuring-Gai,12772,470,1.1,151.226792,2,None,-33.628729
Warwick Farm,14177,1352,0.7,150.932752,1.7,None,-33.913423
Coralville,11064,32,0.5,152.718136,2.3,None,-31.78274
Ariah Park,10081,121,0.6,147.221222,2.3,None,-34.348105
Killawarra (NSW),12132,47,0.7,152.297173,2.4,None,-31.902588
Mortons Creek,12731,83,0.6,152.649419,1.8,None,-31.390973
Upper Horton,14029,42,0.6,150.4471,1.7,None,-30.14094
Murrami,12850,61,1,146.30075,2.2,None,-34.426116
Jerrara,12017,38,1.2,150.818519,2.3,None,-34.669926
Niagara Park,12961,741,0.9,151.355782,1.9,None,-33.381996
Yenda (NSW),14504,402,0.8,146.195555,2,None,-34.24907
Salt Ash,13467,322,0.8,151.907238,1.8,None,-32.78874
Middle Cove,12602,372,1.1,151.207975,1.9,None,-33.794087
Albion Park Rail,10026,1915,0.8,150.79575,1.8,None,-34.560838
Bulli,10662,1624,1,150.168638,1.9,None,-34.344617
Cooks Gap,11018,136,0.8,149.717505,1.8,None,-32.378224
Boat Harbour (Port Stephens - NSW),10425,280,0.8,152.164,1.7,None,-29.4192
Surfside,13698,377,0.7,150.198313,2,None,-35.700788
Maitland (NSW),12449,431,0.5,151.589963,1.7,None,-32.75112
Argents Hill,10079,58,0.5,152.746326,1.7,None,-30.621952
Bossley Park,10515,3924,1.2,150.88415,2,None,-33.86626
Jewells,12024,732,0.7,151.683174,1.8,None,-33.014125
Upper Horseshoe Creek,14028,33,1.1,153.088352,2.1,None,-28.524575
Aberglasslyn,10009,1513,1.1,151.534607,2,None,-32.694656
Alstonville,10046,1568,0.6,153.44036,1.8,None,-28.842125
Old Bar,13073,1243,0.6,152.585163,1.8,None,-31.969037
Cunningar,11164,47,0.3,148.419171,1.2,None,-34.562125
Bangalee (NSW),10173,201,0.7,150.570381,1.7,None,-34.843976
Brunkerville,10620,58,0.5,151.478758,1.6,None,-32.948838
Springdale (NSW),13621,37,0.7,147.717295,1.9,None,-34.465713
Blaxland (NSW),10407,2141,0.9,150.610076,1.9,None,-33.744263
Kimbriki,12139,36,0.4,152.267063,1.4,None,-31.922826
Rainbow Flat,13305,204,0.6,152.468205,1.8,None,-32.009783
Quialigo,13297,71,0.9,149.743155,2,None,-34.929309
Kapooka,12068,44,1.5,147.295748,2.3,None,-35.14779
Wollstonecraft,14359,2218,0.4,151.196621,1.5,None,-33.828158
Jerrys Plains,12021,78,0.7,150.904925,1.8,None,-32.491864
Rushforth,13446,74,0.9,152.900474,2.1,None,-29.743076
Megalong Valley,12557,36,0.9,150.2222,1.9,None,-33.7271
North St Marys,13007,974,0.9,150.781319,2,None,-33.776502
Leadville,12290,36,0.5,149.544871,2,None,-32.017507
Dunbible,11309,105,0.6,153.401834,1.8,None,-28.382536
Woongarrah,14415,1413,1.2,151.477239,2,None,-33.246082
Toowoon Bay,13916,134,0.3,151.496592,1.5,None,-33.35802
Finley,11520,625,0.6,145.575436,2,None,-35.645434
Kanahooka,12055,1570,0.7,150.808964,1.8,None,-34.49448
Swanhaven,13709,49,0.5,150.574812,1.7,None,-35.180764
Wrights Beach,14428,39,0.5,150.665252,1.9,None,-35.112035
Denhams Beach,11236,137,0.6,150.213231,2,None,-35.747722
Medway,12555,38,0.8,149.170568,2.1,None,-32.127033
Yattalunga (NSW),14496,155,0.8,151.360536,1.8,None,-33.470568
Springrange,13625,78,1,149.104756,2.3,None,-35.107791
Douglas Park,11283,389,0.9,150.712878,1.8,None,-34.193696
Tapitallee,13755,185,0.7,150.540433,1.9,None,-34.829514
Burren Junction,10710,61,0.6,148.965674,2,None,-30.105176
Gocup,11690,42,1,148.184582,2.4,None,-35.2214
Calderwood,10750,48,0.7,150.707252,1.6,None,-34.552252
Sandy Point (NSW),13487,166,1,150.993967,1.9,None,-33.975419
Kremnos,12204,50,0.4,152.982773,1.5,None,-29.945018
Duramana,11330,66,0.8,149.532753,2,None,-33.267558
Wyong Creek,14447,118,0.8,151.363156,2.1,None,-33.270222
Waratah West,14142,692,0.6,151.711762,1.8,None,-32.89879
Lethbridge Park,12307,1138,1.1,150.799824,2.1,None,-33.736938
Wattamondara,14190,58,0.6,148.606068,1.6,None,-33.938468
South Wentworthville,13599,1584,1,150.969376,1.9,None,-33.823892
Greigs Flat,11775,41,0.7,149.866268,1.8,None,-36.968353
Meerschaum Vale,12556,110,0.7,153.436069,1.8,None,-28.914194
Grenfell,11776,676,0.5,148.161154,1.9,None,-33.894985
Kellyville,12088,7675,1.3,150.92865,2,None,-33.700104
Niangala,12962,36,0.5,151.365245,1.8,None,-31.342381
The Whiteman,13843,46,0.5,152.877264,1.9,None,-29.610382
Rileys Hill,13364,52,0.8,153.406656,1.7,None,-29.013855
Fletcher (NSW),11533,1396,1.2,151.637463,2,None,-32.876573
Boree Creek,10512,54,0.7,146.61426,1.9,None,-35.106183
Quorrobolong,13302,138,0.8,151.363966,1.9,None,-32.92247
Coffs Harbour,10959,6403,0.6,153.131469,1.8,None,-30.282731
Wisemans Ferry,14344,51,0.5,150.980048,1.7,None,-33.408879
Beaconsfield (NSW),10239,251,0.4,151.20189,1.6,None,-33.911613
South Maroota,13592,143,1,150.948575,2.1,None,-33.52308
Byangum,10729,43,0.3,153.38515,1.3,None,-28.361173
Twelve Mile Creek,13988,35,0.2,151.871462,1.4,None,-32.635386
Morpeth,12727,404,0.6,151.626663,1.9,None,-32.724882
Busby,10720,1016,1.3,152.810381,2.2,None,-29.038162
Silverwater (Parramatta - NSW),13547,574,0.8,151.0452,1.9,None,-33.8341
Gwandalan,11824,947,0.7,151.587572,1.7,None,-33.139561
Mulwala,12830,585,0.5,145.963942,1.9,None,-35.954159
Bunyah,10690,43,0.7,152.219204,2,None,-32.164248
Limpinwood,12333,60,0.5,153.222706,1.7,None,-28.311619
Bunyan,10691,42,0.7,149.153753,1.8,None,-36.16963
Coonamble,11044,630,0.7,148.388448,2,None,-30.954311
South Kempsey,13588,564,0.8,152.83255,1.9,None,-31.094228
