city,code,Families,for all families,lon,for families with children,Average children per family,lat
Upper Manilla,14037,33,0.5,150.632502,2.1,None,-30.565763
Killabakh,12128,82,0.8,152.399887,1.9,None,-31.735516
Mardi,12488,982,1,151.404775,1.9,None,-33.28342
Kingsgrove,12158,3443,0.9,151.098941,1.8,None,-33.939481
Middleton Grange,12607,1365,1.3,150.843547,2,None,-33.914093
Currawang,11177,49,0.7,149.476481,1.7,None,-34.984542
Whitton,14280,117,0.7,146.185556,2,None,-34.517992
Gilmore (NSW),11626,56,0.6,148.163783,1.5,None,-35.328188
Mendooran,12570,151,0.6,149.118008,2,None,-31.822488
Gillieston Heights,11624,878,0.9,151.527365,1.9,None,-32.766353
Eviron,11472,58,0.8,153.495268,1.9,None,-28.31156
Wedderburn (NSW),14209,156,1.1,150.812698,2.1,None,-34.127555
Woonona,14416,3263,0.8,150.914167,1.8,None,-34.34915
Tumbarumba,13961,491,0.6,148.012861,1.9,None,-35.777459
Burraneer,10705,989,1.1,151.137171,2,None,-34.065063
Ramsgate,13309,323,0.8,151.1483,1.7,None,-33.981114
Delegate,11233,83,0.5,148.941735,1.8,None,-37.044028
Ettrick (NSW),11448,40,0.6,152.921436,1.6,None,-28.665037
Mountain View (NSW),12808,49,0.8,152.935547,1.8,None,-29.608511
Couridjah,11093,78,1.1,150.547569,2.3,None,-34.234218
Euabalong,11449,46,0.9,146.393986,2.4,None,-33.055677
Greenethorpe,11760,60,0.6,148.395001,2,None,-34.041955
Jerrabomberra,12016,2646,1.1,149.199053,2,None,-35.384458
Bundagen,10669,20,0.3,153.033099,1.4,None,-30.422303
Harwood,11865,80,0.4,153.240867,1.5,None,-29.418833
Mulgoa,12814,497,1.1,150.683371,2.1,None,-33.838167
Ashby (NSW),10094,105,0.3,153.187448,1.6,None,-29.423925
Hermidale,11894,32,1,146.689584,2,None,-31.638848
Lovedale,12396,134,0.7,151.384846,1.7,None,-32.772453
Seaforth (NSW),13509,1930,1.2,151.251146,2,None,-33.797106
Cheltenham (NSW),10896,636,1.1,151.079364,1.9,None,-33.76169
Dangar Island,11199,80,0.5,151.241762,1.8,None,-33.539357
Upper Orara,14041,226,0.8,153.00951,1.9,None,-30.284822
East Seaham,11362,96,0.8,151.741458,1.9,None,-32.665424
Balgowlah,10153,2167,0.8,151.251721,1.7,None,-33.787074
Kosciuszko National Park,12199,63,0.2,148.4787,1.7,None,-36.3049
Casino,10843,2745,0.7,153.062954,1.9,None,-28.7912
Craven,11107,44,0.6,151.775719,1.5,None,-31.878916
Ebor,11372,45,0.4,152.352083,1.3,None,-30.398818
Merriwa (NSW),12585,445,0.7,150.355719,1.9,None,-32.139419
Elanora Heights,11389,1213,1.1,151.280156,1.9,None,-33.695015
Upper Burringbar,14015,69,0.5,153.432836,1.8,None,-28.44671
Avondale (NSW),10116,463,0.7,150.733774,1.8,None,-34.514177
Callala Beach,10758,207,0.5,150.696524,1.8,None,-35.009084
Woodcroft (NSW),14381,1813,1.2,150.879666,1.9,None,-33.754986
Coopers Gully,11048,45,0.8,149.795722,2,None,-36.649434
Gerringong,11606,1035,0.8,150.827497,2,None,-34.745549
Dondingalong,11272,205,0.5,152.737797,1.6,None,-31.09994
Denham Court,11235,518,0.9,150.844653,2,None,-33.990081
Westleigh,14260,1282,1,151.072836,1.9,None,-33.711956
Menindee,12571,121,0.6,142.417613,1.8,None,-32.392053
North Ryde,13005,2894,0.9,151.124355,1.8,None,-33.79677
Forbes (NSW),11536,2112,0.7,148.007905,1.9,None,-33.385343
Windale,14315,821,0.7,151.681053,1.8,None,-32.997694
Burwood Heights,10719,241,0.9,151.103412,1.8,None,-33.888328
Reserve Creek,13353,31,0.7,153.484093,2.1,None,-28.354608
Stuarts Point,13681,198,0.4,152.993983,1.5,None,-30.821108
Coolgardie (NSW),11031,37,0.3,153.456093,1.3,None,-28.91858
Conjola,11011,44,0.6,150.492742,1.8,None,-35.269291
Cope,11057,24,0.8,149.619773,1.7,None,-32.303181
Riverwood,13371,3092,0.7,151.052469,1.8,None,-33.949859
Pelican (NSW),13178,258,0.6,151.649587,1.6,None,-33.078506
Come By Chance,10993,38,0.7,148.467361,1.9,None,-30.361591
Broadmeadow,10578,402,0.5,151.737829,1.6,None,-32.924165
Tallong,13733,243,0.7,150.083071,2.1,None,-34.718548
Shannon Vale,13526,47,0.4,151.822956,1.8,None,-29.731641
Wells Crossing,14223,44,0.6,153.059881,1.8,None,-29.892279
Fairfield Heights,11479,1920,1.2,150.938451,2.1,None,-33.864603
South Wolumla,13602,54,0.6,149.750881,1.7,None,-36.821939
Colinton (NSW),10968,37,0.8,149.158071,2.2,None,-35.861015
Colo Vale,10985,444,0.9,150.487969,1.9,None,-34.400134
Greenleigh,11767,203,0.9,149.255909,1.9,None,-35.349539
Girvan,11637,46,0.6,152.068465,1.5,None,-32.467867
Stroud Road,13679,57,0.8,151.929068,1.7,None,-32.344759
Parkes (NSW),13151,2865,0.8,148.174166,2,None,-33.138326
Blaxlands Creek,10408,37,0.6,152.847314,1.6,None,-29.859271
Riverstone,13368,1940,0.9,150.861595,1.8,None,-33.679382
Kyle Bay,12227,284,1.1,151.098301,1.9,None,-33.991238
Waterloo (NSW),14183,3014,0.2,151.206144,1.4,None,-33.9004
Doonside,11275,3543,1,150.86929,1.9,None,-33.765071
Port Kembla,13245,1303,0.7,150.901651,1.8,None,-34.479473
Ellis Lane,11405,253,1,150.672006,1.9,None,-34.040061
Frenchs Forest,11568,3744,1.1,151.245461,1.9,None,-33.751488
Halfway Creek,11831,61,0.7,153.114128,1.9,None,-29.948486
Hebersham,11886,1435,1.2,150.822682,2.1,None,-33.743504
Casuarina (NSW),10851,718,1,153.571274,1.9,None,-28.296652
Clergate,10929,53,1.2,149.110963,2.1,None,-33.191476
Koonawarra,12187,1027,0.9,150.807052,1.9,None,-34.502196
Congo,11008,58,0.7,150.153669,1.8,None,-35.956185
Thurgoona,13856,2237,0.9,146.989961,2,None,-36.044475
Hoxton Park,11951,1120,1.4,150.857888,2,None,-33.92678
Segenhoe,13517,49,1.1,150.918335,2,None,-32.128983
Glen Davis,11646,21,0.4,150.147648,2.5,None,-33.134333
Tarro,13771,451,0.6,151.668182,1.8,None,-32.808847
Budgee Budgee (NSW),10641,57,0.8,149.676562,2.1,None,-32.543565
Stroud,13677,248,0.8,151.966607,2,None,-32.402364
Woolwich,14412,222,0.8,151.172535,2.1,None,-33.838393
Daruka,11218,223,1,150.962594,2,None,-31.035042
New Park,12945,37,0.8,152.991128,2.4,None,-28.607163
Greenwich,11770,1435,0.7,149.906755,1.8,None,-34.625181
Kalang,12050,76,0.5,152.774243,1.6,None,-30.508285
Box Hill (NSW),10539,240,1,150.904697,2,None,-33.639115
Boggabri,10442,281,0.7,150.042508,2,None,-30.704728
Arakoon,10069,135,0.4,153.066955,1.5,None,-30.888231
Wilberforce (NSW),14288,806,1,150.847506,1.9,None,-33.558179
Earlwood,11343,4782,0.9,151.12648,1.8,None,-33.92651
Berkeley,10303,2036,0.8,150.844147,1.9,None,-34.481408
Chillingham,10904,68,0.6,153.277703,1.9,None,-28.31412
Turvey Park,13983,879,0.8,147.35864,1.9,None,-35.131926
High Range,11900,117,0.8,150.297876,1.9,None,-34.373716
Smithfield (NSW),13559,2989,1.1,150.940431,2.1,None,-33.853546
Hillvue,11914,1795,0.8,150.917009,1.9,None,-31.118432
Rouchel,13422,43,0.5,151.090225,1.5,None,-32.123533
Ardlethan,10076,130,0.4,146.903401,1.5,None,-34.357355
Wamboin,14123,470,0.9,148.660146,1.9,None,-31.713914
West Wyalong,14256,766,0.7,147.205201,2.1,None,-33.923496
Cabramatta,10740,5477,0.9,150.917514,1.8,None,-33.899136
Oran Park,13091,1281,1.1,150.723908,1.9,None,-34.006941
Alexandria,10030,2062,0.3,151.195567,1.5,None,-33.897571
Dungog,11320,523,0.6,151.137258,1.8,None,-33.891712
Northwood (NSW),13024,272,1.1,151.177751,2,None,-33.829732
Regents Park (NSW),13345,1247,1,151.023796,1.9,None,-33.883928
Koolewong,12185,256,0.6,151.31816,1.7,None,-33.46632
Windradyne,14324,788,0.8,149.550561,1.8,None,-33.408309
Euchareena,11452,43,0.8,149.067204,1.9,None,-32.939006
Kellys Plains,12087,55,0.7,151.633136,1.8,None,-30.554866
Wallendbeen,14113,83,0.7,148.16016,1.7,None,-34.524319
Kirribilli,12173,931,0.2,151.212705,1.5,None,-33.846275
Wallaroo (NSW),14112,186,1,149.005727,1.8,None,-35.149733
Burradoo,10701,752,0.6,150.404854,2,None,-34.506395
Cudgen,11143,236,0.9,153.55721,1.9,None,-28.2628
Swansea (NSW),13711,1387,0.5,151.637046,1.7,None,-33.089429
Berridale,10316,306,0.6,148.830045,1.7,None,-36.36953
Macquarie Park,12437,1795,0.3,151.134041,1.4,None,-33.779795
Laggan,12235,101,0.8,149.541447,2,None,-34.384409
Castle Hill (NSW),10847,10942,1,151.005616,1.9,None,-33.732307
Chittaway Point,10912,259,0.8,151.463661,1.8,None,-33.326616
Wyalong,14431,184,0.7,147.243019,1.7,None,-33.925882
Tygalgah,13996,33,0.6,153.410299,1.9,None,-28.311571
Sylvania,13717,2886,0.8,151.115847,1.8,None,-34.019802
Belmore River,10280,76,0.9,152.967558,2.3,None,-31.072166
Yorklea,14517,110,0.8,153.060771,2,None,-28.946286
Skennars Head,13554,324,0.7,153.606411,1.9,None,-28.826941
Wentworth Falls,14226,1647,0.6,150.376454,1.8,None,-33.709836
Tura Beach,13973,920,0.5,149.917714,1.8,None,-36.86533
Beecroft,10249,2621,1,150.79864,1.9,None,-35.007431
Daleys Point,11189,205,0.5,151.348181,1.8,None,-33.50569
Cambewarra Village,10764,340,1.1,150.559835,2,None,-34.82309
Marrangaroo,12502,137,0.8,150.106225,1.9,None,-33.428678
Tahmoor,13727,1375,0.9,150.593447,1.9,None,-34.22291
Garthowen,11593,49,0.7,149.622184,1.5,None,-33.596772
Stanwell Park,13653,391,1,150.986148,1.9,None,-34.226019
Culcairn,11147,373,0.8,147.03717,2.1,None,-35.667766
Cabarita (NSW),10736,596,0.7,151.113765,1.8,None,-33.849081
Seelands,13515,114,0.7,152.913819,1.8,None,-29.615101
Tanilba Bay,13748,869,0.7,152.002389,1.9,None,-32.732589
Bonalbo,10463,87,0.4,152.596341,1.9,None,-28.653951
Smiths Lake,13563,354,0.7,152.501878,1.9,None,-32.382379
Mortdale,12728,2809,0.7,151.075391,1.7,None,-33.972239
Buckaroo,10630,40,0.4,149.63106,1.8,None,-32.559654
Springwood (NSW),13629,2280,0.7,150.55875,1.8,None,-33.700645
Winmalee,14334,1789,1,150.61911,1.9,None,-33.673276
McGraths Hill,12542,716,1,150.840222,1.9,None,-33.613435
South Maitland,13591,107,0.6,151.566213,1.5,None,-32.742294
Green Valley (NSW),11756,3277,1.3,150.86636,2.1,None,-33.903526
Razorback,13328,286,1.1,149.81923,2.2,None,-33.033803
Glenquarry,11674,57,1,150.490532,1.9,None,-34.522941
Long Jetty,12378,1656,0.6,151.484178,1.7,None,-33.359163
Sherwood (Kempsey - NSW),13537,50,0.4,152.7121,1.4,None,-31.0677
McKees Hill,12543,86,1.2,153.19628,2.4,None,-28.880798
Burrangong,10706,64,0.9,148.268425,2,None,-34.287811
Condong,11003,85,0.6,153.433785,1.6,None,-28.316754
Edgeworth,11381,1723,0.7,151.622249,1.8,None,-32.923766
Halekulani,11830,690,0.6,151.550635,1.9,None,-33.223484
Condell Park,11001,2937,1.3,151.011619,2.1,None,-33.922034
Megan,12558,40,0.5,152.787387,1.9,None,-30.286954
Wagstaffe,14084,62,0.6,151.342598,1.7,None,-33.523185
Erowal Bay,11436,183,0.5,150.646501,1.8,None,-35.084367
Walgett,14096,493,0.9,148.116684,2.2,None,-30.021558
Hurlstone Park,11963,1274,0.7,151.13224,1.7,None,-33.909964
Leeville,12295,66,0.7,152.97788,1.8,None,-28.947743
Wadalba,14080,738,1,151.465618,2,None,-33.273033
Medlow Bath,12553,167,0.5,150.280742,1.6,None,-33.672526
Rydalmere,13453,1777,0.9,151.034464,1.8,None,-33.811244
Walbundrie,14092,42,0.7,146.72127,2.1,None,-35.690162
Junction Hill,12045,428,0.6,152.925803,1.8,None,-29.64137
Goulburn,11725,5611,0.7,149.748917,1.8,None,-34.747561
Nords Wharf,12975,254,0.8,151.603972,1.8,None,-33.135175
Urana,14052,86,0.6,146.265684,1.9,None,-35.329447
Vincentia,14075,950,0.5,150.675178,1.7,None,-35.069537
Stony Creek (Bega Valley - NSW),13668,38,0.6,149.802,2,None,-36.6173
Little Billabong,12350,36,0.6,147.529705,1.8,None,-35.587981
St Leonards (NSW),13642,1468,0.3,151.195504,1.4,None,-33.823248
Marayong,12485,2036,0.9,150.898338,1.9,None,-33.746168
Bombala,10455,354,0.6,149.242198,1.8,None,-36.909544
Windermere Park,14321,201,0.8,151.531184,1.8,None,-33.115951
Broulee,10608,437,0.6,150.174616,1.8,None,-35.854996
Normanhurst,12976,1357,1,151.097331,1.9,None,-33.720999
Fennell Bay,11500,488,0.6,151.600093,1.7,None,-32.992104
Empire Vale,11416,52,0.9,153.503369,1.9,None,-28.915582
Bostobrick,10516,33,0.9,152.627919,1.7,None,-30.277198
Dubbo,11296,9991,0.8,148.593099,1.9,None,-32.247975
Woy Woy Bay,14426,128,0.6,151.312108,1.6,None,-33.484478
Dobies Bight,11262,35,0.5,152.943494,1.6,None,-28.809447
Mount Lewis,12774,303,1.3,151.047838,2.2,None,-33.917157
Roseville Chase,13413,444,1.2,151.195195,1.9,None,-33.778902
Berowra Waters,10311,20,0.2,151.11837,1,None,-33.601653
Bidwill (NSW),10340,1038,1.2,150.822765,2.1,None,-33.73024
Silverdale (NSW),13544,997,1.2,150.580102,2,None,-33.942212
Milton (NSW),12630,399,0.6,150.434525,1.9,None,-35.315085
Old Toongabbie,13081,870,1,150.974108,1.9,None,-33.792713
Wadeville,14082,43,0.4,153.141396,1.7,None,-28.559602
Claremont Meadows,10918,1293,1.2,150.752791,1.9,None,-33.770438
Coolatai,11028,26,0.5,150.734491,1.8,None,-29.268259
Kings Langley,12149,2672,1,150.922711,1.9,None,-33.742079
Tooma,13906,27,0.4,148.052595,1.6,None,-35.97108
Homebush (NSW),11929,1715,0.7,151.081847,1.7,None,-33.859654
Ourimbah,13103,1090,0.9,151.36965,1.9,None,-33.359703
Primrose Valley,13265,41,0.7,149.362232,1.9,None,-35.470922
Laguna,12237,45,0.4,151.127788,1.8,None,-32.994585
Wilsons Creek,14310,87,0.6,153.426779,1.8,None,-28.571576
Hurstville Grove,11965,733,1,151.091136,1.9,None,-33.980653
Nelsons Plains,12924,102,1,151.710584,2.1,None,-32.702329
Loomberah,12386,149,1,151.051391,2,None,-31.225388
Mount George (NSW),12761,71,0.6,152.181488,1.7,None,-31.884445
Riverside (NSW),13367,90,0.5,152.868521,1.6,None,-31.413952
Werrington County,14236,1055,0.9,150.751155,1.9,None,-33.747939
Barrington (NSW),10216,110,0.4,151.910491,1.5,None,-31.973631
Palm Beach (NSW),13132,436,0.5,151.321419,1.8,None,-33.604282
East Gosford,11349,1065,0.6,151.354167,1.8,None,-33.438534
Campbelltown (NSW),10780,3139,0.7,150.812522,1.8,None,-34.067441
Bulga (NSW),10651,103,0.7,151.03792,2,None,-32.644624
Kogarah,12181,4003,0.6,151.123296,1.6,None,-33.979117
Millthorpe,12623,334,0.9,149.185397,2,None,-33.445862
Moto,12742,32,0.8,152.589555,2.2,None,-31.854383
Stubbo,13682,63,0.7,149.585099,1.7,None,-32.317461
Nangus,12890,61,1,147.907046,2.2,None,-35.055354
Gungal,11810,68,0.9,147.937893,2.2,None,-30.519341
Holmesville,11924,398,0.9,151.576847,1.8,None,-32.913661
Nanima,12891,51,1,148.981159,1.7,None,-32.511172
Wherrol Flat,14271,97,0.6,152.227659,1.8,None,-31.783211
Oak Flats,13053,1826,0.8,150.819334,1.8,None,-34.564933
Mount White,12803,43,0.5,151.190612,1.8,None,-33.461404
Clontarf (NSW),10935,475,1.2,151.255095,2.1,None,-33.808238
Blair Athol (NSW),10400,771,1.3,150.806007,2,None,-34.063835
Osterley (NSW),13099,30,0.9,151.700846,2,None,-32.724756
Crestwood,11115,1130,0.5,152.904109,1.7,None,-31.472265
Keerrong,12083,41,0.7,153.26514,1.7,None,-28.712268
Croobyar,11121,45,0.7,150.400375,1.6,None,-35.321265
Austral Eden,10110,41,0.8,152.937797,1.9,None,-31.021949
Hunterview,11955,789,1,151.173899,2,None,-32.544357
Gunning,11813,175,0.7,147.922419,1.8,None,-33.138047
Mount Riverview,12788,907,0.9,150.631177,1.9,None,-33.734273
Yarrawonga Park,14487,118,0.6,151.544375,1.7,None,-33.100922
Jacks Creek,11993,35,0.6,149.739878,1.6,None,-30.454703
Fernvale (NSW),11511,75,0.9,153.436264,1.7,None,-28.370325
Putty,13279,21,0.3,150.674177,1.6,None,-32.969803
Coonabarabran,11043,821,0.6,149.277272,2,None,-31.273439
Kianga (NSW),12119,223,0.4,150.131026,1.7,None,-36.196069
Bondi,10464,2162,0.4,149.173088,1.6,None,-37.119454
Bowenfels,10529,493,0.8,150.120913,1.9,None,-33.60463
Penrose,13185,69,0.7,150.228512,1.6,None,-34.670072
Narara,12895,2232,0.9,151.346114,1.8,None,-33.395807
Enmore (Inner West - NSW),11425,829,0.4,151.1698,1.6,None,-33.9002
Fairfield East,11478,1212,1.1,150.977528,2.1,None,-33.869449
Halls Creek (NSW),11834,35,0.9,150.914624,2.2,None,-30.761588
Wingen,14331,70,0.8,150.880095,1.8,None,-31.894215
Springfield (Central Coast - NSW),13623,1145,1,151.372,1.9,None,-33.4277
Capertee,10802,36,0.5,149.99001,1.7,None,-33.148969
Elderslie (Singleton - NSW),11392,42,0.8,151.3468,1.5,None,-32.5828
Redfern,13339,2560,0.2,151.203901,1.5,None,-33.892778
Mollymook,12669,301,0.5,150.471836,1.7,None,-35.329662
North Rothbury,13004,235,1,151.341011,2,None,-32.69748
Matraville,12524,2576,0.8,151.230846,1.8,None,-33.957549
Brogo,10589,140,0.5,149.823508,1.7,None,-36.570993
Hunters Hill,11954,2235,1,151.154196,2,None,-33.83484
Kincumber,12141,1939,0.7,151.381035,1.8,None,-33.487271
Kalkite,12052,60,0.6,148.636658,1.8,None,-36.334764
Mount Warrigal,12801,1416,0.9,150.843468,1.9,None,-34.551856
Bigga,10346,54,0.5,149.151361,1.8,None,-34.084776
Randwick,13312,7085,0.5,151.241993,1.6,None,-33.913164
Tighes Hill,13863,404,0.6,151.751115,1.7,None,-32.908014
East Ballina,11345,1590,0.6,153.582396,1.8,None,-28.864324
Suffolk Park,13684,892,0.6,153.610159,1.7,None,-28.689842
Wattle Grove (NSW),14192,2478,1.2,150.936403,1.9,None,-33.963316
Balmoral (Wingecarribee - NSW),10167,131,0.8,150.5165,1.7,None,-34.3018
Bald Hills (NSW),10147,68,0.7,149.847662,1.7,None,-36.912886
Greenacre,11757,5755,1.4,151.057271,2.3,None,-33.906744
Corndale (NSW),11076,93,0.7,153.37782,2,None,-28.698711
Northbridge (NSW),13022,1706,1.1,151.222266,2,None,-33.815028
Naremburn,12898,1609,0.7,151.20116,1.7,None,-33.817299
Currabubula,11172,86,0.6,150.734256,1.8,None,-31.262722
Molong,12671,672,0.8,148.868772,2,None,-33.09197
Erina Heights,11434,107,1.2,151.413211,2,None,-33.426949
Willoughby East,14304,486,1.2,151.203505,1.9,None,-33.802534
East Lismore,11358,1143,0.7,153.285411,1.8,None,-28.820433
Griffith (NSW),11782,4442,0.8,146.043671,1.9,None,-34.289045
Gillenbah,11622,30,0.3,146.53099,1.4,None,-34.768998
Norah Head,12973,338,0.7,151.555053,1.8,None,-33.279786
Clear Creek,10925,34,1,149.707746,1.8,None,-33.332296
Stanhope (NSW),13648,43,1.1,151.388821,1.7,None,-32.607338
Adamstown,10016,1541,0.7,151.717695,1.8,None,-32.950984
Morisset,12723,803,0.5,151.530773,1.8,None,-33.121406
Rutherford,13449,3130,0.8,151.527921,1.9,None,-32.716413
Bodalla,10434,218,0.6,150.173321,1.8,None,-35.796628
Boorooma,10501,215,0.9,147.465609,1.9,None,-30.103871
Legume,12296,43,0.4,152.30758,1.4,None,-28.404725
Rous Mill,13428,59,0.5,153.389634,1.8,None,-28.876258
Manning Point,12478,62,0.2,152.661512,1.4,None,-31.895141
Verona,14073,90,0.5,149.8207,1.5,None,-36.465045
East Killara,11355,843,1.1,151.170003,1.9,None,-33.753498
Bungwahl,10687,61,0.6,152.444151,2,None,-32.387265
Attunga,10105,164,0.7,150.847933,2,None,-30.930991
Dunmore (NSW),11323,58,0.8,150.840676,1.8,None,-34.606223
East Jindabyne,11352,188,0.7,148.652518,1.7,None,-36.401823
Bundeena,10672,548,0.7,151.151259,1.8,None,-34.085064
Bondi Beach,10465,2468,0.3,151.274856,1.6,None,-33.890542
Wingello,14330,165,0.6,150.15675,1.9,None,-34.691726
San Isidore,13469,101,1,147.287126,2.1,None,-35.111163
Lidster,12319,83,0.9,148.958974,2,None,-33.297893
Pleasant Hills,13228,29,0.6,146.797165,2,None,-35.467017
Greta (NSW),11778,753,1,151.388741,2,None,-32.677443
Rooty Hill,13395,3726,1.2,150.843922,2,None,-33.77155
Coutts Crossing,11094,284,0.9,152.891036,2.2,None,-29.831052
Ellalong,11398,302,0.9,151.311291,1.9,None,-32.912261
Brooklyn (NSW),10599,196,0.7,151.22519,1.9,None,-33.548006
Haberfield,11828,1731,1,151.138839,1.9,None,-33.880496
Belford,10258,47,1.1,151.286484,2,None,-32.608791
Bathurst,10231,1455,0.4,151.208782,1.6,None,-33.859251
Nulkaba,13031,191,1.1,151.349641,1.9,None,-32.809622
Huonbrook,11962,29,0.5,153.371552,1.5,None,-28.550966
Gresford,11777,65,0.6,151.537784,1.9,None,-32.427031
Burrumbuttock,10716,98,0.6,146.802861,1.5,None,-35.835429
Clifton Grove,10934,253,1,149.173554,2,None,-33.247034
Uki,14000,178,0.7,153.336649,1.7,None,-28.413908
Broadwater (Richmond Valley - NSW),10580,171,0.6,153.4352,1.7,None,-29.0358
Fernbrook,11506,33,0.3,152.590166,1.2,None,-30.365422
Villawood,14074,1290,1.1,150.976468,2.1,None,-33.883679
Eunanoreenya,11457,43,0.9,147.4569,2.4,None,-35.0811
Boolaroo,10482,277,0.6,151.622332,1.6,None,-32.955269
Kelvin,12091,43,0.8,150.35467,2.1,None,-30.792246
Kingsdale,12155,51,0.8,149.661163,2,None,-34.663354
Rosebery (NSW),13405,2571,0.6,151.203107,1.7,None,-33.920412
Swan Bay (Port Stephens - NSW),13704,91,0.7,151.9361,1.8,None,-32.6986
Mooball,12687,50,0.9,153.484436,2,None,-28.441829
Hermitage Flat,11895,94,0.5,150.145293,1.6,None,-33.47971
Jeir,12004,73,0.9,148.975562,2,None,-35.033261
Valley Heights,14069,347,0.9,150.584919,1.9,None,-33.705288
Alfords Point,10031,896,1.3,151.024751,2,None,-33.993303
Tinonee,13876,307,0.7,152.413824,1.9,None,-31.93777
Davistown,11221,695,0.6,151.360521,1.8,None,-33.485685
Tumbulgum,13964,111,0.6,153.461116,1.7,None,-28.274366
Woodenbong,14382,107,0.5,152.612035,1.9,None,-28.391044
West Gosford,14244,308,0.4,151.321753,1.7,None,-33.420829
Elizabeth Beach,11396,61,0.4,152.530117,1.8,None,-32.333509
Red Rock,13334,115,0.7,150.5214,2.1,None,-34.7698
Koorainghat,12191,56,0.6,152.470097,2.1,None,-31.985801
Bookham,10478,44,0.6,148.637784,1.7,None,-34.789416
Pokolbin,13236,275,0.5,151.290973,1.7,None,-32.771323
Jugiong,12044,59,0.5,148.324895,1.6,None,-34.823299
Arcadia Vale,10073,410,0.8,151.575815,1.8,None,-33.060343
Wirlinga,14337,39,0.9,147.013164,1.8,None,-36.069726
Monterey,12686,1229,0.8,151.150983,1.8,None,-33.973068
Greenwich Park,11771,36,0.4,149.906755,1.8,None,-34.625181
Bardwell Valley,10196,627,1,151.134686,1.9,None,-33.935083
Broken Head,10591,65,0.6,153.592296,1.7,None,-28.717235
Fernhill,11507,272,0.6,150.88676,1.6,None,-34.383602
Gumly Gumly,11800,80,0.7,147.421169,1.9,None,-35.123768
Middle Arm,12599,111,0.8,149.741673,1.8,None,-34.539675
Cammeray,10778,1879,0.5,151.21043,1.6,None,-33.821953
North Tamworth,13011,1152,0.6,150.930058,1.8,None,-31.076267
Towamba,13927,67,0.5,149.652672,1.8,None,-37.087978
West Pennant Hills,14249,4687,1.1,151.039113,1.9,None,-33.753676
Bulahdelah,10649,388,0.5,152.207981,1.6,None,-32.413376
Kynnumboon,12228,38,0.2,153.379519,1.6,None,-28.308141
Barry (Blayney - NSW),10218,44,0.7,151.3437,2,None,-25.5206
Stanmore (NSW),13650,1815,0.5,151.16535,1.7,None,-33.897351
Oyster Bay,13112,1522,1.2,151.081067,1.9,None,-34.006894
Bangalow,10174,524,0.8,153.524792,1.8,None,-28.686356
Parramatta,13156,6429,0.5,151.010707,1.4,None,-33.798043
Darbys Falls,11205,75,0.4,148.859104,1.4,None,-33.931096
North Batemans Bay,12982,152,0.5,150.183191,1.8,None,-35.700315
Wandandian,14127,97,0.8,150.509967,1.9,None,-35.089066
Boorowa,10503,428,0.6,148.716326,1.8,None,-34.438598
Coomba Park,11038,161,0.3,152.472124,1.6,None,-32.241295
Binnaway,10372,156,0.4,149.378497,1.7,None,-31.552115
Llandilo,12363,403,1.2,150.756773,2.2,None,-33.708904
Yowie Bay,14519,858,1.1,151.104325,2,None,-34.049866
Blighty,10412,35,0.8,145.285731,2.9,None,-35.591687
Woolloomooloo,14406,776,0.2,151.220412,1.5,None,-33.869283
Wooli,14403,104,0.4,153.266263,1.8,None,-29.865472
West Pymble,14250,1434,1.2,151.126038,2,None,-33.760383
Moorebank,12712,2702,1.1,150.953602,1.9,None,-33.933805
Gulgong,11794,608,0.7,149.533528,2,None,-32.362587
North Parramatta,13001,3185,0.7,151.010707,1.6,None,-33.798043
Scarborough (NSW),13500,87,1,150.962389,1.8,None,-34.268351
Ellenborough,11401,45,0.7,152.456673,1.9,None,-31.444561
Panania,13144,3366,1,150.998047,1.9,None,-33.95613
South Coogee,13579,1314,0.8,151.256089,1.8,None,-33.931293
Dundas (NSW),11312,1196,0.9,151.044189,1.8,None,-33.799405
Sunshine Bay,13695,371,0.5,150.20909,1.8,None,-35.741606
Wilton (NSW),14311,867,1.1,150.696426,1.9,None,-34.240434
Manyana,12482,147,0.4,150.513956,1.6,None,-35.258413
Coolac,11022,51,0.8,148.193499,2.6,None,-34.902613
Quandialla,13290,48,0.6,147.793336,1.8,None,-34.009523
Carss Park,10837,338,0.9,151.119041,2,None,-33.986556
Nymboida,13048,76,0.5,152.747884,1.7,None,-29.926011
Mayfield East,12534,431,0.5,151.750102,1.6,None,-32.900017
Yoogali,14516,302,1,146.084633,2.1,None,-34.30118
Nashua,12914,71,0.7,153.467865,1.6,None,-28.729875
Kyogle,12229,517,0.6,151.5007,1.9,None,-33.3543
Uralba,14050,69,0.7,153.47132,1.9,None,-28.873618
Ilarwill,11970,65,0.3,153.172822,1.7,None,-29.46593
Deer Vale,11232,37,0.9,152.532191,2.1,None,-30.361575
Billimari,10354,40,0.9,148.615476,2,None,-33.682514
Bow Bowing,10526,446,1.1,150.83682,2,None,-34.015342
Macquarie Hills,12434,969,1,151.647116,1.8,None,-32.953151
Mulbring,12813,165,0.9,151.483,2,None,-32.900377
Lake Cathie,12243,1043,0.7,152.854925,1.9,None,-31.552287
Windang,14316,703,0.5,150.869145,1.7,None,-34.52994
Lowanna,12398,81,0.5,152.900526,1.7,None,-30.21239
Dudley,11300,678,0.9,151.71958,1.9,None,-32.989684
Wallacia,14101,426,0.9,150.640418,1.9,None,-33.865179
