city,code,People,lon,Median age,Female,lat,Male
Glenfield (NSW),11664,9633,150.894517,35,0.51,-33.971305,0.49
Oaklands,13059,349,146.167771,46,0.509,-35.557882,0.491
Spring Farm (NSW),13612,4307,150.727716,30,0.503,-34.070247,0.497
Fingal Bay,11518,1614,152.170141,61,0.523,-32.748113,0.477
Boambee East,10422,5243,153.084224,41,0.518,-30.34062,0.482
Carwoola,10841,1428,149.336975,45,0.47,-35.365294,0.53
Bendolba,10291,205,151.725998,39,0.519,-32.326976,0.481
Boat Harbour (Lismore - NSW),10424,139,153.368,45,0.535,-28.7772,0.465
Firefly,11521,272,152.244923,52,0.515,-32.082569,0.485
Napoleon Reef,12893,145,149.750769,55,0.55,-33.4235,0.45
Brownlow Hill,10609,424,150.657016,32,0.556,-34.034824,0.444
Upper Rollands Plains,14043,147,152.624248,34,0.419,-31.23771,0.581
Cremorne Point,11113,2409,151.228231,43,0.517,-33.84447,0.483
Lewisham (NSW),12313,3164,151.144413,36,0.517,-33.894902,0.483
Cambridge Park,10768,6726,150.725439,35,0.505,-33.75152,0.495
Harefield,11853,144,147.566468,34,0.486,-34.969758,0.514
Kangaroo Point (NSW),12060,560,151.096235,47,0.481,-33.997972,0.519
Toormina,13912,6192,153.090285,44,0.531,-30.35262,0.469
Forest Reefs,11547,517,149.10924,39,0.497,-33.453985,0.503
Eden,11375,3151,149.903702,51,0.511,-37.06319,0.489
Armidale,10085,23352,151.171098,34,0.523,-33.899362,0.477
Mullumbimby,12828,3596,153.46472,46,0.54,-28.558202,0.46
Pendle Hill,13182,7247,150.955614,36,0.494,-33.801912,0.506
Oxford Falls,13106,139,151.248218,47,0.452,-33.730197,0.548
Adamstown Heights,10017,5299,151.717695,41,0.499,-32.950984,0.501
Beacon Hill,10238,7457,151.261272,40,0.5,-33.752406,0.5
Dover Heights,11284,3802,151.280416,41,0.522,-33.874405,0.478
Booral (NSW),10496,407,152.001752,44,0.496,-32.479751,0.504
Bilgola Beach,10350,240,151.3279,53,0.516,-33.6435,0.484
Piallaway,13196,132,150.581385,47,0.5,-31.158508,0.5
Brownsville,10612,534,150.806211,50,0.459,-34.485644,0.541
Fernbank Creek,11505,133,152.840297,45,0.485,-31.423221,0.515
Kendall,12096,1141,152.705558,44,0.516,-31.632032,0.484
Lakelands (NSW),12256,1424,151.650876,43,0.518,-32.961483,0.482
Lord Howe Island,12387,382,159.081217,44,0.499,-31.55247,0.501
West Wiangaree,14254,114,152.952066,48,0.472,-28.542136,0.528
Wakool,14090,297,144.395693,53,0.461,-35.470616,0.539
Wallabi Point,14099,694,152.569413,43,0.502,-31.9962,0.498
Ulmarra,14004,779,153.233256,49,0.499,-29.48726,0.501
Kiama,12116,6881,150.794731,50,0.513,-34.737647,0.487
Minchinbury,12633,5619,150.813667,34,0.508,-33.781673,0.492
Unanderra,14008,5434,150.845093,43,0.527,-34.454624,0.473
Brighton-le-Sands,10569,8325,151.155362,40,0.515,-33.960538,0.485
Edmondson Park,11383,2271,150.851,31,0.504,-33.9641,0.496
Collarenebri,10969,650,148.576548,38,0.471,-29.54581,0.529
Duffys Forest,11301,474,151.199879,43,0.516,-33.676775,0.484
Murwillumbah,12866,7032,153.400759,45,0.533,-28.32897,0.467
Sackville North,13459,312,150.926902,42,0.49,-33.489441,0.51
Kew (NSW),12109,1089,152.722927,55,0.512,-31.634853,0.488
Orange,13092,38097,150.393835,37,0.516,-30.969686,0.484
Tingha,13874,833,151.212232,45,0.498,-29.955586,0.502
Figtree,11515,11564,150.861241,40,0.506,-34.435686,0.494
Mount Saint Thomas,12791,1468,150.87392,38,0.533,-34.442905,0.467
Merungle Hill,12590,262,146.427404,43,0.537,-34.585995,0.463
Whiteman Creek,14277,166,152.86387,50,0.509,-29.584552,0.491
Ivanhoe (NSW),11991,327,144.300441,42,0.409,-32.899777,0.591
Black Head,10384,851,152.543811,63,0.547,-32.070894,0.453
McCullys Gap,12540,247,150.978704,40,0.494,-32.202913,0.506
Emu Heights (NSW),11417,3289,150.650321,35,0.502,-33.735636,0.498
Jilliby,12027,1646,151.349661,41,0.505,-33.235928,0.495
Stanford Merthyr,13647,552,151.493709,43,0.524,-32.825065,0.476
Buttaba,10723,1101,151.571937,42,0.49,-33.050936,0.51
Thalgarrah,13810,178,151.850631,45,0.456,-30.447361,0.544
Shanes Park,13524,407,150.783287,39,0.485,-33.711305,0.515
Hoskinstown,11944,189,149.449817,42,0.505,-35.413703,0.495
Binda,10363,280,146.479353,46,0.459,-31.940261,0.541
West Hoxton,14246,10012,150.839967,32,0.496,-33.922272,0.504
Balgowlah Heights,10154,3342,151.257401,41,0.514,-33.800553,0.486
Hat Head,11869,311,153.049963,57,0.427,-31.054491,0.573
Penshurst (NSW),13186,12786,151.086744,36,0.516,-33.963346,0.484
Dorroughby,11280,137,153.354936,54,0.526,-28.661713,0.474
Burrawang,10708,361,150.518264,51,0.512,-34.593302,0.488
Botany,10517,10817,151.225013,36,0.5,-33.966245,0.5
Woolbrook,14400,185,151.342556,39,0.527,-30.944911,0.473
Cams Wharf,10784,138,151.621585,47,0.54,-33.127824,0.46
Uranquinty,14055,909,147.243051,37,0.497,-35.194776,0.503
Nelligen,12920,332,150.141482,53,0.519,-35.647438,0.481
Jindabyne,12030,2629,148.618871,34,0.462,-36.415074,0.538
Bungowannah,10686,159,146.727509,50,0.519,-36.005507,0.481
Hargraves,11854,270,149.465034,53,0.461,-32.78886,0.539
Dooralong,11276,362,151.350215,42,0.436,-33.189384,0.564
Sanctuary Point,13472,7225,150.626941,48,0.514,-35.104131,0.486
Otford,13101,369,151.003235,41,0.48,-34.213259,0.52
Kings Point,12153,553,150.437164,46,0.535,-35.372521,0.465
Chatsworth (NSW),10894,163,153.24861,49,0.484,-29.379238,0.516
Cargo,10813,596,148.808929,38,0.494,-33.423633,0.506
Minto,12642,12551,150.871353,33,0.508,-34.037543,0.492
Annangrove,10062,1397,150.943505,41,0.48,-33.657772,0.52
Berrilee,10319,224,151.095573,44,0.478,-33.61497,0.522
Kempsey,12095,474,152.704273,44,0.456,-30.989117,0.544
Pambula,13140,970,149.862176,50,0.537,-36.943447,0.463
Berrigan,10318,1260,145.812641,52,0.499,-35.65743,0.501
Kundle Kundle,12211,195,152.507064,44,0.495,-31.84893,0.505
Teven,13807,286,153.488943,47,0.438,-28.810482,0.563
Parkville (NSW),13154,302,150.865404,37,0.517,-31.981159,0.483
Caniaba,10790,655,153.206732,40,0.474,-28.835685,0.526
Daceyville,11185,1209,151.22513,53,0.571,-33.928043,0.429
Geneva,11599,713,152.982293,48,0.538,-28.620581,0.462
Bolton Point,10449,2119,151.610354,43,0.525,-33.000417,0.475
Canyonleigh,10799,398,150.118763,47,0.499,-34.588633,0.501
Scotts Head,13508,899,152.992724,50,0.486,-30.746665,0.514
Caringbah,10815,11658,151.123102,37,0.519,-34.04316,0.481
Quirindi,13301,3444,150.680052,44,0.516,-31.508146,0.484
Belbora,10256,125,152.157652,54,0.504,-32.003282,0.496
Moobi,12688,155,150.794116,38,0.438,-32.077726,0.562
Teralba,13793,1588,151.605035,46,0.491,-32.963727,0.509
Cardiff (NSW),10809,5830,151.659343,37,0.507,-32.939705,0.493
Currawarna,11178,189,147.073075,39,0.464,-35.015097,0.536
Tarlo,13767,164,149.806454,51,0.485,-34.603183,0.515
Gulmarrad,11795,1694,153.233256,47,0.503,-29.48726,0.497
Jerilderie,12014,1029,145.72928,47,0.482,-35.356448,0.518
Batlow,10232,1313,148.144623,50,0.492,-35.522019,0.508
Buxton (NSW),10726,2028,150.533907,33,0.495,-34.254368,0.505
Somersby,13571,1066,151.291053,46,0.467,-33.360992,0.533
Ulamambri,14001,210,149.384556,51,0.516,-31.332232,0.484
Hornsby,11936,22168,151.095503,36,0.51,-33.670086,0.49
Yetholme,14513,243,149.816693,42,0.452,-33.449583,0.548
Pymble,13281,11051,151.126038,40,0.531,-33.760383,0.469
Yarrowyck,14492,132,151.313513,50,0.508,-30.465485,0.492
Lorne (NSW),12390,266,152.591668,53,0.466,-31.657555,0.534
Lilli Pilli (Eurobodalla - NSW),12321,629,150.2226,55,0.537,-35.7722,0.463
Dee Why,11227,21518,151.28554,36,0.51,-33.753451,0.49
Tirrannaville,13883,237,149.680847,48,0.496,-34.822261,0.504
