city,code,People,lon,Median age,Female,lat,Male
Mount View,12798,127,151.270297,53,0.5,-32.852431,0.5
Frogmore,11571,132,148.85376,47,0.507,-34.233648,0.493
Yarramundi,14477,840,150.672695,36,0.483,-33.627259,0.517
Elong Elong,11406,115,149.026202,55,0.508,-32.116012,0.492
Avoca Beach,10114,4584,151.432387,41,0.502,-33.464937,0.498
Burwood (NSW),10718,16030,151.103682,30,0.521,-33.877423,0.479
Canoelands,10794,175,151.061148,41,0.47,-33.508714,0.53
Korora,12197,2488,153.129008,45,0.511,-30.257145,0.489
Kogarah Bay,12182,2022,151.123296,41,0.505,-33.979117,0.495
Maryland (Newcastle - NSW),12514,7694,151.662,36,0.507,-32.8814,0.493
Morton,12730,217,150.304367,52,0.461,-35.419406,0.539
Wetherill Park,14264,6127,150.913204,39,0.504,-33.847512,0.496
Stratheden,13674,217,152.954303,46,0.444,-28.80272,0.556
Pyrmont,13284,12813,151.19393,34,0.494,-33.869709,0.506
Wyoming,14445,10134,151.350776,42,0.526,-33.40485,0.474
Round Mountain,13425,143,153.549795,47,0.486,-28.36206,0.514
Berala,10299,9049,151.031033,34,0.482,-33.871904,0.518
Coomba Bay,11037,123,152.443552,59,0.492,-32.263911,0.508
Ashmont,10101,3828,147.329956,33,0.528,-35.12318,0.472
Dum Dum,11304,117,153.334075,56,0.39,-28.387826,0.61
Bullaburra,10656,1230,150.41364,43,0.498,-33.722751,0.502
Chifley (NSW),10901,3233,151.240248,42,0.517,-33.976546,0.483
Coorabell,11051,420,153.481025,48,0.54,-28.634356,0.46
Lansdowne (Mid-Coast - NSW),12273,589,152.5205,50,0.504,-31.7586,0.496
Burrill Lake,10712,1465,150.449603,52,0.503,-35.387189,0.497
Canterbury (NSW),10797,7233,151.121145,35,0.507,-33.910848,0.493
Bredbo,10559,352,149.150191,43,0.499,-35.959129,0.501
Sofala,13569,131,149.689626,61,0.42,-33.080698,0.58
Manar,12462,118,143.936712,43,0.517,-32.471391,0.483
Ropes Crossing,13397,6171,150.810841,30,0.517,-33.77448,0.483
Mangoplah,12470,309,147.253056,42,0.48,-35.375169,0.52
Elland,11399,332,152.928726,51,0.461,-29.756181,0.539
Young,14518,10295,148.297921,40,0.518,-34.31341,0.482
Richmond (NSW),13360,5482,150.721891,42,0.525,-33.582355,0.475
Harrington,11858,3033,150.742232,61,0.506,-34.023239,0.494
Balmain,10164,10453,151.190598,40,0.52,-33.857833,0.48
Kitchener,12174,479,151.36667,39,0.497,-32.879602,0.503
Sans Souci,13489,10304,151.133074,44,0.526,-33.990614,0.474
Cabarita Beach,10737,103,153.569695,40,0.525,-28.332149,0.475
Phegans Bay,13192,432,151.308453,41,0.483,-33.48859,0.517
Old Guildford,13077,2663,150.988073,28,0.497,-33.867084,0.503
Guildford West,11791,4916,150.972299,32,0.507,-33.851099,0.493
Martindale,12510,160,150.67,48,0.472,-32.454407,0.528
Trundle,13940,687,147.709904,50,0.488,-32.922887,0.512
Leichhardt (NSW),12297,14625,151.157057,36,0.52,-33.883793,0.48
Kembla Grange,12092,252,150.808912,43,0.51,-34.47078,0.49
Yennora,14506,1615,150.969356,40,0.504,-33.860889,0.496
Lurnea,12422,9311,150.896105,33,0.512,-33.931947,0.488
Burringbar,10713,852,153.432836,44,0.519,-28.44671,0.481
Spring Terrace,13620,125,149.069863,44,0.488,-33.402381,0.512
Katoomba,12077,7964,150.311589,46,0.525,-33.714043,0.475
North Boambee Valley,12983,2002,153.071517,49,0.546,-30.306482,0.454
Collaroy Plateau,10971,4767,151.286514,39,0.506,-33.728047,0.494
Gordon (NSW),11718,7668,151.761866,40,0.522,-32.045612,0.478
Clybucca,10940,144,152.965545,48,0.442,-30.954389,0.558
Yarranbella,14478,193,152.778618,47,0.466,-30.727507,0.534
Lue,12420,192,149.842171,46,0.477,-32.65414,0.523
Allambie Heights,10036,7009,151.248864,41,0.514,-33.765076,0.486
Peakhurst Heights,13169,2336,151.057596,44,0.5,-33.968127,0.5
Lake Tabourie,12254,651,150.398471,51,0.494,-35.44375,0.506
Ulong,14005,233,146.841971,44,0.47,-35.26049,0.53
Brocklehurst,10583,361,148.688877,41,0.475,-32.150735,0.525
Brewongle,10564,124,149.67541,54,0.479,-33.48878,0.521
Merewether,12573,10964,151.736231,38,0.501,-32.948242,0.499
Mathoura,12522,938,144.9026,51,0.503,-35.81262,0.497
Ultimo,14006,8845,151.197272,26,0.519,-33.878416,0.481
Cookamidgera,11016,164,148.324968,48,0.442,-33.2249,0.558
Wallarah,14109,370,151.456522,38,0.497,-33.241851,0.503
Bowral,10536,10335,150.449304,52,0.539,-34.501493,0.461
West Bathurst,14241,3672,149.564797,35,0.514,-33.412695,0.486
Tullymorgan,13960,132,153.09836,48,0.481,-29.38348,0.519
Diamond Beach,11251,886,152.534432,51,0.518,-32.043994,0.482
St Andrews (NSW),13631,5730,150.8306,34,0.495,-34.0245,0.505
Kingsford (NSW),12156,15482,151.227811,27,0.489,-33.924922,0.511
Yanco,14460,984,146.40345,18,0.521,-34.630843,0.479
Bermagui,10307,1536,150.06439,56,0.514,-36.422732,0.486
Gorokan,11721,8367,151.510399,42,0.512,-33.257544,0.488
Canley Heights,10791,10974,150.923895,35,0.513,-33.883633,0.487
Dombarton,11270,146,150.770419,39,0.536,-34.456405,0.464
Port Macquarie,13246,44830,151.907551,47,0.527,-32.589168,0.473
Glenning Valley,11672,2019,151.425996,38,0.525,-33.353709,0.475
Rockley,13380,182,149.552941,51,0.481,-33.547323,0.519
Condobolin,11002,3486,147.15218,38,0.506,-33.089095,0.494
Hamlyn Terrace,11843,6069,151.469872,36,0.525,-33.250574,0.475
Cranebrook,11105,15759,150.709986,32,0.511,-33.71431,0.489
Taree,13764,16197,152.463802,45,0.522,-31.922894,0.478
Rosehill (NSW),13408,3806,151.024558,31,0.469,-33.819992,0.531
Montefiores,12685,592,148.944461,40,0.501,-32.538869,0.499
West Ballina,14240,3023,153.54417,54,0.516,-28.86333,0.484
Mount Pritchard,12785,9955,150.90304,35,0.504,-33.894817,0.496
Windeyer (NSW),14322,176,149.5453,53,0.492,-32.77632,0.508
Manildra,12473,760,148.696347,44,0.509,-33.186578,0.491
Bega,10253,4668,150.919441,43,0.519,-31.16588,0.481
The Pocket,13834,271,153.486046,44,0.482,-28.505569,0.518
Glen Innes,11649,6155,151.446425,46,0.524,-32.596003,0.476
Eraring,11429,216,151.522946,52,0.479,-33.071249,0.521
East Branxton,11346,1808,151.363965,31,0.506,-32.655999,0.494
Bogan Gate,10438,289,147.802354,46,0.428,-33.106229,0.572
Myola (NSW),12878,107,150.673253,65,0.514,-35.027104,0.486
Cecil Park,10866,771,150.838225,39,0.482,-33.87478,0.518
Denistone West,11240,933,151.066085,39,0.501,-33.802382,0.499
Canton Beach,10798,1171,151.544045,60,0.52,-33.271922,0.48
Ulladulla,14003,6615,150.474301,51,0.517,-35.357094,0.483
Cremorne (NSW),11112,11227,151.230233,38,0.545,-33.828131,0.455
Bardia,10194,1602,150.8623,29,0.496,-33.9773,0.504
Redbournberry,13337,232,151.18943,41,0.502,-32.560421,0.498
Springdale Heights,13622,2036,146.94484,39,0.525,-36.033316,0.475
Hamilton South,11841,3876,151.747248,44,0.495,-32.934003,0.505
Gregadoo,11773,239,147.422814,40,0.506,-35.229449,0.494
Darkwood,11210,177,152.658005,44,0.503,-30.437487,0.497
Limeburners Creek (Mid-Coast - NSW),12328,336,143.9481,43,0.488,-38.2336,0.512
Bombo,10458,112,148.279996,49,0.486,-35.278606,0.514
Carcoar,10808,301,149.140601,56,0.513,-33.609622,0.487
Arncliffe,10086,10590,151.146805,33,0.499,-33.936592,0.501
Booragul,10495,1281,151.60589,45,0.542,-32.976125,0.458
Ballimore,10161,197,148.902065,44,0.483,-32.195726,0.517
Darawank,11203,395,152.483196,46,0.474,-32.121019,0.526
Galong,11580,224,150.246224,45,0.422,-33.704121,0.578
Clandulla,10916,197,149.950771,45,0.46,-32.906521,0.54
North Dorrigo,12989,189,152.671483,52,0.489,-30.281126,0.511
Concord,10999,14533,151.095046,41,0.516,-33.837702,0.484
Copmanhurst,11060,304,152.73514,53,0.503,-29.556803,0.497
Moulamein,12743,484,144.036636,50,0.476,-35.089135,0.524
Rowena,13431,181,148.935905,41,0.447,-29.796578,0.553
Birmingham Gardens,10377,2376,151.690829,26,0.469,-32.890844,0.531
Toongabbie (NSW),13907,14337,150.950644,35,0.499,-33.788942,0.501
Moama,12654,6162,144.755549,46,0.515,-36.112624,0.485
Swan Bay (Richmond Valley - NSW),13705,223,153.2946,42,0.489,-29.0755,0.511
Akolele,10023,173,150.07685,33,0.503,-36.355798,0.497
Mosman,12738,28475,151.24409,42,0.537,-33.829077,0.463
Pelaw Main,13177,1021,151.480398,41,0.478,-32.833664,0.522
Eglinton (NSW),11386,2256,149.558662,35,0.509,-33.374597,0.491
Minmi,12638,743,151.617789,33,0.492,-32.877152,0.508
Mangerton,12468,2859,150.871873,39,0.487,-34.431722,0.513
Kingscliff,12154,7464,153.575638,46,0.522,-28.254719,0.478
Nowendoc,13026,146,151.719541,51,0.514,-31.515203,0.486
North Turramurra,13013,4257,151.147146,57,0.56,-33.713419,0.44
Balldale,10159,156,146.518358,48,0.471,-35.845724,0.529
Ebenezer (NSW),11371,993,150.881372,38,0.487,-33.52466,0.513
Punchbowl (Canterbury-Bankstown - NSW),13273,20236,151.0516,32,0.488,-33.9291,0.512
Canowindra,10796,2258,148.66491,46,0.515,-33.562223,0.485
Brushgrove,10622,199,153.080634,56,0.411,-29.566127,0.589
Glen Martin,11650,172,151.825623,47,0.53,-32.53878,0.47
Yerrinbool,14510,1164,150.538132,39,0.513,-34.375908,0.487
Glenmore Park,11670,23004,150.6693,32,0.515,-33.790683,0.485
Thora,13849,332,152.772526,47,0.506,-30.414372,0.494
Binna Burra (NSW),10371,218,153.490299,42,0.466,-28.709653,0.534
Ingleside,11979,974,151.262322,44,0.475,-33.683176,0.525
Nelson Bay (NSW),12923,5820,152.154863,48,0.504,-32.717075,0.496
Bendemeer,10289,492,151.159905,49,0.498,-30.878399,0.502
Carrathool,10827,238,145.430787,36,0.432,-34.407182,0.568
Brewarrina,10563,1143,146.858999,32,0.48,-29.961519,0.52
St Johns Park,13641,6119,150.905403,41,0.516,-33.885824,0.484
Blandford,10406,183,150.928753,53,0.489,-31.793098,0.511
Guyong,11821,127,149.248914,44,0.492,-33.414685,0.508
Mayfield West,12536,1895,151.7255,34,0.473,-32.890539,0.527
Lockhart,12369,1061,146.716343,49,0.506,-35.221085,0.494
Dawes Point,11222,357,151.20822,51,0.51,-33.855601,0.49
Hamilton (NSW),11838,4229,151.746874,38,0.52,-32.924042,0.48
Chisholm (NSW),10909,1461,145.7164,31,0.506,-38.176,0.494
Yelgun,14499,103,153.512834,47,0.509,-28.476032,0.491
Noraville,12974,2918,151.559914,42,0.516,-33.265942,0.484
Dairymans Plains,11188,152,149.034048,45,0.487,-36.204435,0.513
Willawarrin,14295,191,152.627874,47,0.521,-30.929995,0.479
New Brighton,12939,356,153.549644,46,0.507,-28.509358,0.493
Coramba,11065,810,153.016086,45,0.495,-30.222515,0.505
North Nowra,13000,5794,150.591467,41,0.513,-34.860731,0.487
Tolland,13887,3357,147.349979,35,0.519,-35.147915,0.481
Jaspers Brush,12002,359,150.657592,53,0.511,-34.803323,0.489
Duns Creek,11326,546,151.78275,41,0.467,-32.580313,0.533
Berowra Heights,10310,5264,151.136829,40,0.507,-33.610968,0.493
North Bourke,12985,287,146.1312,44,0.452,-29.7541,0.548
Beresfield,10301,3181,151.657881,40,0.492,-32.801094,0.508
Glen Oak,11652,348,151.70917,43,0.499,-32.613853,0.501
Hay South,11875,357,144.842938,46,0.492,-34.512685,0.508
Chatswood West,10893,1499,151.167142,43,0.507,-33.796332,0.493
Batemans Bay,10229,1530,150.183191,53,0.503,-35.700315,0.497
Big Springs,10345,117,147.43227,47,0.563,-35.326669,0.437
Rozelle,13435,8725,151.170573,38,0.522,-33.863063,0.478
Cawdor (NSW),10863,434,150.671985,46,0.497,-34.108691,0.503
Moorland (NSW),12714,495,152.652348,50,0.464,-31.772228,0.536
Stockton (NSW),13662,4160,151.78438,49,0.5,-32.91612,0.5
Camden South,10773,4539,150.695074,37,0.51,-34.08748,0.49
Warialda Rail,14150,112,150.536881,42,0.398,-29.583725,0.602
Largs,12278,1940,151.602415,36,0.511,-32.702528,0.489
Numeralla,13039,258,149.340668,46,0.486,-36.177223,0.514
Balgownie,10155,5525,150.877689,43,0.519,-34.38859,0.481
New Berrima,12938,584,150.332394,35,0.529,-34.504395,0.471
Hartley (NSW),11861,409,150.208607,46,0.471,-33.571701,0.529
Fountaindale,11554,700,151.392826,43,0.501,-33.338303,0.499
Telarah,13780,2329,151.536856,36,0.509,-32.729499,0.491
Woodbine (NSW),14378,2741,150.818872,36,0.484,-34.049892,0.516
Yippin Creek,14515,195,152.712615,47,0.526,-31.446918,0.474
St Helens Park,13637,6602,150.798121,31,0.513,-34.112264,0.487
Tallwoods Village,13737,705,152.507801,57,0.509,-32.056396,0.491
Merrygoen,12587,115,149.230644,49,0.43,-31.824229,0.57
Chilcotts Grass,10903,232,153.335738,46,0.496,-28.836153,0.504
Barkers Vale,10201,165,153.123465,45,0.476,-28.538014,0.524
Asquith,10103,3376,151.108685,39,0.52,-33.687484,0.48
Narellan Vale,12897,7193,150.74408,33,0.516,-34.055271,0.484
Collector,10972,313,149.424332,37,0.516,-34.91729,0.484
Iluka (NSW),11975,1718,153.350886,62,0.493,-29.407475,0.507
Terrigal,13805,11349,151.444461,42,0.511,-33.448011,0.489
Queenscliff (NSW),13296,3376,151.287817,35,0.508,-33.784595,0.492
Central Tilba,10877,288,150.084817,57,0.516,-36.311773,0.484
Newport (NSW),12956,9301,151.309312,43,0.509,-33.659896,0.491
Narrawallee,12909,1241,150.471766,54,0.517,-35.308851,0.483
Numinbah,13040,129,153.253377,49,0.512,-28.276838,0.488
Yarra,14468,173,150.14975,45,0.491,-31.669437,0.509
Quambone,13287,166,147.869963,44,0.506,-30.929382,0.494
Possum Brush,13251,148,152.454174,48,0.514,-32.042942,0.486
Bonny Hills,10470,2971,152.840605,48,0.509,-31.594981,0.491
Mount Pleasant (NSW),12784,1370,150.863798,42,0.503,-34.39666,0.497
Liberty Grove,12315,2254,151.083609,33,0.506,-33.841665,0.494
Broken Hill,10592,17814,141.458131,45,0.513,-31.977238,0.487
Rosewood (Snowy Valleys - NSW),13415,214,147.8596,43,0.462,-35.6502,0.538
Waverton,14202,3020,151.195808,38,0.528,-33.839969,0.472
Angourie,10059,222,153.359964,52,0.536,-29.481012,0.464
Hardys Bay,11852,227,151.35744,55,0.517,-33.525157,0.483
Blackwall (NSW),10399,1888,151.327632,44,0.522,-33.503434,0.478
Canley Vale,10792,10216,150.943275,36,0.508,-33.887291,0.492
Gundary,11806,270,149.787114,42,0.472,-34.815321,0.528
Stanwell Tops,13654,495,150.976159,38,0.487,-34.22077,0.513
Murrumbateman,12860,3219,149.03035,40,0.5,-34.969552,0.5
Helensburgh,11890,6383,150.981985,37,0.497,-34.190675,0.503
Jamberoo,11998,1636,150.776595,49,0.517,-34.648419,0.483
South Turramurra,13598,3084,151.113441,42,0.506,-33.746027,0.494
Eleebana,11393,5760,151.635401,44,0.51,-32.993626,0.49
Brandy Hill,10548,674,151.694171,48,0.514,-32.693797,0.486
Shellharbour,13533,3561,150.836628,44,0.502,-34.564922,0.498
Bradbury (NSW),10543,8800,150.814016,35,0.511,-34.086006,0.489
Forestville (NSW),11548,8329,151.21406,42,0.517,-33.762011,0.483
North Balgowlah,12981,3667,151.251721,38,0.512,-33.787074,0.488
Balcolyn,10145,967,151.553169,41,0.512,-33.095642,0.488
Kearns,12079,2745,150.803211,33,0.492,-34.021321,0.508
Curl Curl,11167,2414,151.295691,38,0.484,-33.761652,0.516
Manilla,12474,2550,150.632502,47,0.517,-30.565763,0.483
Lake Haven,12247,3578,151.501928,50,0.544,-33.240092,0.456
Woombah,14414,844,153.282736,57,0.495,-29.360487,0.505
Wooyung,14418,118,153.542861,54,0.496,-28.455809,0.504
Mannering Park,12477,2472,151.537603,41,0.508,-33.150538,0.492
Brocklesby,10584,183,146.680117,41,0.495,-35.822589,0.505
Modanville,12655,624,153.294687,45,0.491,-28.720422,0.509
Dundas Valley,11313,5412,151.061185,36,0.51,-33.78724,0.49
Tuggerah,13950,927,151.415901,34,0.51,-33.30701,0.49
Birchgrove,10374,3303,151.180609,43,0.531,-33.853386,0.469
Longueville,12385,2060,151.165342,45,0.499,-33.833096,0.501
Gum Scrub,11797,122,152.726685,52,0.492,-31.271046,0.508
Booerie Creek,10475,167,153.259952,47,0.506,-28.776035,0.494
Littleton,12360,799,150.13517,44,0.499,-33.498267,0.501
Pleasure Point,13229,528,150.98764,35,0.488,-33.966909,0.512
Georgica,11604,220,153.168113,52,0.437,-28.621858,0.563
Brunswick Heads,10621,1737,153.548253,50,0.53,-28.53899,0.47
Cherrybrook,10898,18765,151.041806,42,0.509,-33.722019,0.491
Coolangatta (NSW),11026,329,150.726361,45,0.455,-34.854208,0.545
Aylmerton,10119,194,150.492737,47,0.497,-34.419069,0.503
Windellama,14318,357,149.872388,50,0.448,-35.025089,0.552
Tuggerawong,13951,1280,151.476312,42,0.507,-33.280657,0.493
Coomealla,11041,826,142.0751,43,0.498,-34.0914,0.502
Bellmount Forest,10274,114,149.24271,46,0.521,-34.917864,0.479
Mossy Point,12741,569,150.175923,50,0.503,-35.837391,0.497
Beelbangera,10251,409,146.100092,37,0.498,-34.257097,0.502
Curramore (NSW),11174,193,150.782884,46,0.503,-34.621117,0.497
Ganmain,11585,779,147.038823,47,0.509,-34.794899,0.491
Marks Point,12492,1826,151.646098,47,0.523,-33.055212,0.477
Hinchinbrook (NSW),11915,11222,150.863863,33,0.505,-33.916611,0.495
Church Point,10915,997,151.284352,51,0.502,-33.644873,0.498
Smiths Creek (Tweed - NSW),13562,301,153.3798,48,0.517,-28.4297,0.483
Minore,12641,153,148.455401,47,0.457,-32.259512,0.543
Wandella (NSW),14128,141,149.848665,55,0.459,-36.299399,0.541
Meroo Meadow,12579,472,150.618378,44,0.505,-34.809874,0.495
Thirlmere,13847,4046,150.571102,40,0.507,-34.204088,0.493
Deniliquin,11237,7862,144.958974,45,0.516,-35.528544,0.484
North Wagga Wagga,13014,720,147.379424,41,0.472,-35.097097,0.528
Dunoon,11325,686,153.318543,44,0.507,-28.681929,0.493
Lennox Head,12303,6407,153.593901,43,0.521,-28.795715,0.479
Aldavilla,10028,1230,152.768142,37,0.318,-31.058949,0.682
Barraganyatti,10209,139,152.916973,55,0.468,-30.875913,0.532
Hernani,11896,126,152.420978,42,0.47,-30.342209,0.53
Clarence Town,10920,1994,151.779596,42,0.495,-32.583661,0.505
Mount Elliot (NSW),12757,171,151.385524,52,0.518,-33.399915,0.482
Woolooware,14410,3962,151.141431,39,0.511,-34.048276,0.489
Urunga,14061,3000,153.014883,54,0.507,-30.497075,0.493
Piggabeen,13202,322,153.465229,43,0.468,-28.192191,0.532
Queanbeyan East,13292,3936,149.244392,33,0.484,-35.342808,0.516
Meadowbank (NSW),12550,4408,151.090715,32,0.506,-33.815912,0.494
Crosslands,11127,566,152.706362,36,0.535,-31.438993,0.465
Primbee,13264,1640,150.881602,44,0.493,-34.500655,0.507
Catherine Hill Bay,10857,162,151.626395,49,0.49,-33.161795,0.51
Marom Creek,12499,127,153.372558,46,0.485,-28.902898,0.515
Bucca (NSW),10625,553,149.584181,43,0.472,-32.570896,0.528
Talarm,13728,219,152.819713,50,0.495,-30.701157,0.505
The Rocks (Sydney - NSW),13840,774,151.2081,41,0.446,-33.8588,0.554
Waterview Heights,14186,1325,152.838233,46,0.517,-29.702381,0.483
Walcha,14093,2553,151.402728,47,0.5,-30.944669,0.5
Kandos,12057,1315,149.96946,52,0.491,-32.857495,0.509
Homebush West,11930,8609,151.069369,30,0.475,-33.866788,0.525
Blackett,10392,3452,150.811206,31,0.519,-33.738507,0.481
Wahroonga,14085,17371,151.118119,41,0.518,-33.716405,0.482
Tacoma,13724,633,151.457044,39,0.502,-33.289592,0.498
Wisemans Creek,14343,113,149.718319,48,0.44,-33.618978,0.56
Queanbeyan,13291,6237,149.7838,37,0.507,-35.2308,0.493
Black Hill (NSW),10385,560,151.583655,44,0.509,-32.823598,0.491
Clunes (NSW),10939,868,153.405593,44,0.494,-28.729988,0.506
Red Range,13333,187,151.832385,50,0.511,-29.794136,0.489
Krambach,12202,378,152.250244,51,0.479,-32.048174,0.521
Chipping Norton,10908,9001,150.961662,38,0.511,-33.916829,0.489
Cudgera Creek,11144,331,153.519525,42,0.477,-28.389956,0.523
Hay (NSW),11874,2406,144.845099,46,0.503,-34.500508,0.497
Crystal Creek (NSW),11138,259,153.303819,44,0.519,-28.282291,0.481
Greendale (Liverpool - NSW),11759,348,150.6616,35,0.484,-33.9259,0.516
Calala,10748,3927,150.946878,34,0.503,-31.129764,0.497
Ambarvale,10049,7374,150.803644,32,0.512,-34.080467,0.488
Bilbul,10349,555,146.138176,38,0.477,-34.273406,0.523
Pillar Valley,13204,314,153.12999,49,0.44,-29.76405,0.56
Yarrawarrah,14485,2733,151.03279,40,0.512,-34.058462,0.488
Waverley (NSW),14200,4346,151.252059,40,0.552,-33.897955,0.448
Tarbuck Bay,13762,188,152.478147,46,0.489,-32.368488,0.511
Westdale (Tamworth Regional - NSW),14259,2755,150.854,29,0.508,-31.0891,0.492
Mayfield (Newcastle - NSW),12530,9314,115.7092,36,0.502,-33.2509,0.498
Cowan,11097,649,151.171015,40,0.493,-33.589491,0.507
Mallanganee,12457,148,152.720585,52,0.425,-28.906449,0.575
Bonville,10474,2554,153.034867,44,0.494,-30.376052,0.506
Kanoona,12066,143,149.779989,38,0.533,-36.745803,0.467
Kotara South,12201,1104,151.694264,38,0.517,-32.950811,0.483
Newcastle,12949,2753,151.703024,41,0.475,-32.890876,0.525
Oakhampton,13056,190,151.554468,63,0.508,-32.712551,0.492
Stratford (NSW),13672,145,151.937941,51,0.447,-32.119279,0.553
Nowra Hill,13029,2095,150.575151,35,0.301,-34.933614,0.699
Saratoga,13492,3938,151.354149,40,0.516,-33.475692,0.484
Doyalson,11286,313,151.546219,36,0.475,-33.185292,0.525
Brookfield (NSW),10596,205,151.762128,47,0.517,-32.505586,0.483
Wentworth Point,14227,6994,151.0777,32,0.518,-33.8284,0.482
Drake,11290,345,152.373562,55,0.49,-28.928936,0.51
Lake Wyangan,12255,897,146.032567,42,0.489,-34.247507,0.511
Malua Bay,12461,1929,150.232071,51,0.498,-35.783334,0.502
Newcastle East,12950,1004,151.788039,43,0.484,-32.927881,0.516
Oatlands (NSW),13063,5660,151.026314,40,0.516,-33.796298,0.484
New Lambton Heights,12943,2454,151.690553,40,0.498,-32.932574,0.502
Austinmer,10108,2560,150.934563,41,0.515,-34.306283,0.485
Goodooga,11702,247,147.452139,33,0.544,-29.113037,0.456
Hickeys Creek,11899,127,152.598291,55,0.477,-30.874838,0.523
Enngonia,11426,148,145.84617,30,0.471,-29.318123,0.529
Warragoon,14159,115,145.166984,43,0.466,-35.632619,0.534
Greenhills Beach,11764,792,151.1585,34,0.487,-34.0362,0.513
Regentville,13346,809,150.669102,37,0.484,-33.773649,0.516
Long Beach,12376,1436,150.234429,51,0.506,-35.698892,0.494
Wentworthville,14228,11318,150.970183,34,0.485,-33.805922,0.515
Culburra Beach,11146,2874,150.758745,53,0.499,-34.930305,0.501
Leura,12309,4644,150.330827,52,0.522,-33.714149,0.478
Corlette,11075,5356,152.106782,50,0.526,-32.721158,0.474
West Wallsend,14253,2240,151.582846,37,0.512,-32.902476,0.488
North Haven (NSW),12992,1670,152.81733,60,0.493,-31.640002,0.507
Oura,13102,219,148.558038,42,0.468,-35.139376,0.532
Mount Kuring-Gai,12772,1708,151.226792,40,0.5,-33.628729,0.5
Warwick Farm,14177,5884,150.932752,33,0.487,-33.913423,0.513
Coralville,11064,141,152.718136,50,0.427,-31.78274,0.573
Ariah Park,10081,493,147.221222,47,0.494,-34.348105,0.506
Killawarra (NSW),12132,170,152.297173,53,0.48,-31.902588,0.52
Mortons Creek,12731,279,152.649419,47,0.509,-31.390973,0.491
Upper Horton,14029,168,150.4471,40,0.514,-30.14094,0.486
Murrami,12850,235,146.30075,34,0.44,-34.426116,0.56
Jerrara,12017,157,150.818519,39,0.526,-34.669926,0.474
Niagara Park,12961,2743,151.355782,37,0.5,-33.381996,0.5
Yenda (NSW),14504,1537,146.195555,40,0.497,-34.24907,0.503
Salt Ash,13467,1128,151.907238,43,0.499,-32.78874,0.501
Middle Cove,12602,1340,151.207975,44,0.494,-33.794087,0.506
Albion Park Rail,10026,6918,150.79575,40,0.512,-34.560838,0.488
Bulli,10662,6105,150.168638,38,0.514,-34.344617,0.486
Cooks Gap,11018,540,149.717505,43,0.505,-32.378224,0.495
Boat Harbour (Port Stephens - NSW),10425,959,152.164,44,0.504,-29.4192,0.496
Surfside,13698,1371,150.198313,44,0.505,-35.700788,0.495
Maitland (NSW),12449,1885,151.589963,43,0.521,-32.75112,0.479
Argents Hill,10079,221,152.746326,52,0.435,-30.621952,0.565
Bossley Park,10515,14585,150.88415,39,0.505,-33.86626,0.495
Jewells,12024,2407,151.683174,45,0.51,-33.014125,0.49
Upper Horseshoe Creek,14028,124,153.088352,40,0.504,-28.524575,0.496
Aberglasslyn,10009,5401,151.534607,30,0.515,-32.694656,0.485
Alstonville,10046,5739,153.44036,50,0.544,-28.842125,0.456
Old Bar,13073,4389,152.585163,48,0.529,-31.969037,0.471
Cunningar,11164,145,148.419171,56,0.521,-34.562125,0.479
Bangalee (NSW),10173,657,150.570381,50,0.505,-34.843976,0.495
Brunkerville,10620,204,151.478758,47,0.5,-32.948838,0.5
Springdale (NSW),13621,150,147.717295,43,0.477,-34.465713,0.523
Blaxland (NSW),10407,7451,150.610076,40,0.516,-33.744263,0.484
Kimbriki,12139,130,152.267063,54,0.476,-31.922826,0.524
Rainbow Flat,13305,671,152.468205,52,0.486,-32.009783,0.514
Quialigo,13297,253,149.743155,45,0.466,-34.929309,0.534
Kapooka,12068,633,147.295748,22,0.33,-35.14779,0.67
Wollstonecraft,14359,8323,151.196621,36,0.537,-33.828158,0.463
Jerrys Plains,12021,385,150.904925,35,0.487,-32.491864,0.513
Rushforth,13446,245,152.900474,40,0.508,-29.743076,0.492
Megalong Valley,12557,149,150.2222,48,0.46,-33.7271,0.54
North St Marys,13007,3921,150.781319,35,0.502,-33.776502,0.498
Leadville,12290,169,149.544871,47,0.442,-32.017507,0.558
Dunbible,11309,354,153.401834,52,0.477,-28.382536,0.523
Woongarrah,14415,5226,151.477239,35,0.518,-33.246082,0.482
Toowoon Bay,13916,530,151.496592,57,0.502,-33.35802,0.498
Finley,11520,2519,145.575436,47,0.509,-35.645434,0.491
Kanahooka,12055,5575,150.808964,46,0.527,-34.49448,0.473
Swanhaven,13709,193,150.574812,59,0.505,-35.180764,0.495
Wrights Beach,14428,132,150.665252,51,0.462,-35.112035,0.538
Denhams Beach,11236,648,150.213231,61,0.503,-35.747722,0.497
Medway,12555,119,149.170568,45,0.508,-32.127033,0.492
Yattalunga (NSW),14496,551,151.360536,38,0.506,-33.470568,0.494
Springrange,13625,295,149.104756,40,0.498,-35.107791,0.502
Douglas Park,11283,1362,150.712878,42,0.486,-34.193696,0.514
Tapitallee,13755,612,150.540433,49,0.493,-34.829514,0.507
Burren Junction,10710,276,148.965674,43,0.45,-30.105176,0.55
Gocup,11690,153,148.184582,38,0.466,-35.2214,0.534
Calderwood,10750,173,150.707252,44,0.435,-34.552252,0.565
Sandy Point (NSW),13487,590,150.993967,40,0.485,-33.975419,0.515
Kremnos,12204,172,152.982773,55,0.443,-29.945018,0.557
