city,lat,code,lon,people
Bunyan,-36.16963,10691,149.153753,152
Brisbane Grove,-34.786689,10577,149.702842,131
Coonamble,-30.954311,11044,148.388448,2750
Dog Rocks,-33.757261,11265,149.613316,5
South Kempsey,-31.094228,13588,152.83255,2302
Camden Head,-31.646864,10771,152.83456,152
Woodlawn,-28.76431,14389,153.317962,38
Llanarth (NSW),-33.399527,12362,149.557591,2198
Kempsey,-31.0677,12095,152.7121,474
Sawpit Creek,-28.374714,13497,152.841112,9
Longarm,-30.489306,12383,150.543032,17
Arthurville,-32.554843,10091,148.742709,36
Bellata,-29.919624,10266,149.790978,350
Noona,-31.522667,12970,144.534569,14
Quandary,-34.343429,13289,147.311681,44
Gungal,-30.519341,11810,147.937893,268
Upper Nile,-33.008125,14040,150.250221,9
Picton (NSW),-34.185524,13200,150.606454,4816
Bellambi,-34.365911,10264,150.910756,3947
Rye Park,-34.519573,13455,148.907695,258
Gregory Hills,-34.0272,11774,150.7761,4985
Whiteman Creek,-29.584552,14277,152.86387,166
Sandy Beach,-30.147985,13479,153.192117,2287
Mayrung,-35.464979,12537,145.320415,148
Braefield,-31.559051,10544,150.6963,62
Lindendale,-28.83593,12336,153.388534,245
Woodsreef,-30.399749,14393,150.740885,69
Tumblong,-35.136655,13963,148.00974,196
Bombowlee Creek,-35.278606,10460,148.279996,51
Canada Bay,-33.863194,10785,151.116398,1238
Hannam Vale,-31.712975,11849,152.591298,183
Bellmount Forest,-34.917864,10274,149.24271,114
Leppington,-33.964333,12305,150.81727,3498
Warrah Creek,-31.71574,14161,150.651204,90
Corrimal,-34.376363,11082,150.91118,6519
St Clair (Penrith - NSW),-33.7979,13632,150.7879,19897
Nyngan,-31.562487,13049,147.192356,2159
Boomi,-28.470421,10489,152.603955,201
Zetland,-33.909938,14524,151.206234,10078
Ashford (NSW),-29.321245,10099,151.096081,652
Carabost,-35.578722,10805,147.717144,55
Sawyers Gully,-32.769359,13499,151.437112,500
Rosedale (NSW),-35.818606,13407,150.219889,221
Woodburn (Richmond Valley - NSW),-29.0963,14379,153.3559,739
Yennora,-33.860889,14506,150.969356,1615
Tharbogang,-34.255222,13811,145.988692,511
Bodangora,-32.450253,10435,149.032287,79
Lake Munmorah,-33.194148,12253,151.57042,5248
Cumnock,-32.927818,11159,148.754509,443
Edgeworth,-32.923766,11381,151.622249,6207
Charmhaven,-33.229912,10889,151.502912,2551
Kincumber South,-33.487271,12142,151.381035,684
Marrickville,-33.915178,12504,151.151568,26592
Bengalla,-32.275835,10294,150.83798,26
Frog Rock,-32.476946,11570,149.686857,153
Lemon Tree Passage,-32.730927,12300,152.039551,2603
Cedar Party,-31.796941,10870,152.3901,364
Caringbah South,-16.1846,10816,145.4212,12242
Numeralla,-36.177223,13039,149.340668,258
Lake Burrendong,-32.675362,12241,149.099557,6
Farley,-32.729063,11490,151.512185,218
Duckmaloi,-33.679898,11299,149.964207,49
Lavington,-36.050577,12287,146.933346,12472
Eumungerie,-31.951112,11456,148.626363,304
Maitland Vale,-32.677299,12451,151.559855,135
Rawdon Island,-31.419641,13323,152.779062,98
The Hatch,-31.365965,13825,152.850162,40
Curramore (NSW),-34.621117,11174,150.782884,193
Five Dock,-33.866368,11530,151.130136,9356
Aberdare,-32.8442,10006,151.376514,2473
Kotara,-32.934986,12200,151.707216,3929
Kirkconnell,-33.437694,12170,149.847879,281
Gibberagee,-29.233935,11613,153.096114,26
Rocky Point (NSW),-33.294922,13388,151.471707,262
Tootool,-35.187423,13915,146.97431,70
Black Springs (NSW),-33.840966,10389,149.711027,225
Ewingar,-29.070595,11473,152.537304,67
Miranda (NSW),-34.034014,12645,151.100428,15284
Anambah,-32.676068,10053,151.495133,30
Morven (Greater Hume Shire - NSW),-35.6466,12737,147.1565,139
Oak Flats,-34.564933,13053,150.819334,6415
Tambaroora,-33.001044,13744,149.424332,41
Morangarell,-34.14751,12720,147.701431,42
Wattamolla,-34.735931,14189,150.622766,61
Wongawilli,-34.480002,14374,150.758765,141
West Bungawalbin,-29.129,14242,153.1231,64
Bruinbun,-33.129853,10615,149.431806,47
Tomerong,-35.052034,13894,150.587068,1065
Colebee,-33.730647,10965,150.866046,1931
Hallsville,-31.025229,11835,150.88197,532
Buchanan (NSW),-32.825353,10628,151.529302,197
Hamlyn Terrace,-33.250574,11843,151.469872,6069
Bogangar,-28.332381,10439,153.542241,3060
Coal Point,-33.041296,10943,151.612172,1723
Blakebrook,-28.765492,10402,153.243037,151
Cowra,-29.2137,11099,151.0512,10063
Tascott,-33.450818,13772,151.319442,1602
Casula,-33.950422,10852,150.909367,15662
Tura Beach,-36.86533,13973,149.917714,3158
Dundee,-29.566687,11314,151.865748,155
Ryde,-33.807712,13454,151.088724,26499
Dignams Creek,-36.347484,11255,150.010185,85
Medowie,-32.741486,12554,151.86757,9563
Barringella,-34.935112,10215,150.457584,31
Turrella,-33.929963,13982,151.140643,2511
Figtree,-34.435686,11515,150.861241,11564
Sydenham (NSW),-33.915222,13714,151.166104,1145
Fishers Hill,-32.507287,11525,151.532802,36
Soldiers Point,-32.710492,13570,152.064758,1426
Gelston Park,-35.233266,11597,147.33784,121
Smiths Creek (Clarence Valley - NSW),-29.4963,13560,152.7265,10
Abbotsford (NSW),-33.852469,10003,151.129453,5373
Glennies Creek,-32.457424,11671,151.111864,37
Spring Terrace,-33.402381,13620,149.069863,125
Mayfield (Oberon - NSW),-33.6677,12531,149.7741,7
Watagan,-33.0105,14180,151.2078,120
Moonan Flat,-31.926434,12697,151.235462,128
Kilaben Bay,-33.024534,12125,151.587294,1431
Gouldsville,-32.573642,11726,151.090647,13
Arding,-30.588547,10075,151.556745,208
Glengarrie,-28.229223,11666,153.402315,141
Castlereagh,-33.668796,10850,150.67655,1171
Church Point,-33.644873,10915,151.284352,997
Freshwater (NSW),-29.35729,11569,153.349022,8866
Merotherie,-32.11485,12580,149.575007,24
Caves Beach,-33.108212,10862,151.640147,4054
Stockyard Creek (NSW),-29.492985,13663,152.826462,41
Beaumont (NSW),-34.781805,10242,150.561629,125
Edgecliff,-33.878586,11379,151.235106,2580
Fern Bay,-32.854436,11501,151.810346,2763
Barrack Point,-34.563249,10208,150.867375,689
Revesby,-33.943582,13355,151.007296,14176
Dalmeny,-36.171034,11191,150.131434,1937
Gadara,-35.318001,11577,148.127508,47
Sunshine Bay,-35.741606,13695,150.20909,1221
Jamisontown,-33.766193,12000,150.67951,5500
Burra Creek,-34.892408,10699,148.101801,84
Gladesville,-33.832894,11638,151.126964,11827
Milsons Point,-33.847526,12629,151.211568,2158
Gilletts Ridge,-29.638483,11623,153.109567,29
Kungala,-29.944587,12212,152.999301,145
Reidsdale,-35.589709,13348,149.845446,125
Calga,-33.43835,10752,151.236467,142
Balfours Peak,-29.510948,10152,150.751185,38
Monteagle,-34.193245,12683,148.342278,208
Cecil Hills,-33.883696,10865,150.853171,7018
Sandy Hollow,-32.33475,13486,150.566792,169
Marinna,-34.841094,12491,147.652553,47
Estella,-32.294635,11444,148.829275,2269
Kurri Kurri,-32.817312,12221,151.482952,6044
Sedgefield,-32.54412,13514,151.244895,184
Linden (NSW),-33.715529,12335,150.504477,501
Belltrees,-31.993284,10275,151.124461,27
Monia Gap,-33.603017,12680,145.972304,16
Oakhampton Heights,-32.712551,13057,151.554468,129
Mitchell (NSW),-33.432706,12650,149.564408,1310
Little Forest,-35.295789,12351,150.394697,161
Ruse,-34.069283,13443,150.844069,5584
Seven Oaks,-31.000357,13519,152.92788,68
Narraburra,-34.335826,12904,147.64999,62
Bulla Creek,-34.121974,10655,148.261083,59
Bonnyrigg,-33.892667,10471,150.868448,8670
Gundy,-32.014475,11809,150.996749,204
Federal (NSW),-28.6592,11499,153.4526,688
Koreelah,-28.405385,12196,152.423334,73
Yatte Yattah,-35.267,14497,150.421,180
Cambewarra,-34.82309,10763,150.559835,238
Dural (Hornsby - NSW),-33.6851,11328,151.0415,7570
Wallagoot,-36.788248,14103,149.917603,518
Mundamia,-34.893303,12837,150.558306,70
Peel,-33.290006,13174,149.615645,290
Innes View,-31.595222,11980,152.406295,29
Walla Walla,-35.766734,14097,146.901019,836
Boolaroo,-32.955269,10482,151.622332,1039
Moore Creek,-31.004396,12710,150.944154,2368
Kingswood (Bega Valley - NSW),-31.16588,12162,150.919441,7
Woodford (NSW),-33.735174,14383,150.479149,1934
Avonside,-36.438997,10117,148.701689,118
Spring Grove,-28.833066,13614,153.155733,431
Huskisson,-35.03885,11966,150.670943,786
Alectown,-32.933075,10029,148.257653,168
Roto,-33.058497,13421,145.343022,41
Kangaroobie,-33.17312,12062,149.049508,41
Dulwich Hill,-33.904689,11303,151.138774,13715
Hopkins Creek,-28.292754,11934,153.248931,113
Gurranang,-29.435159,11819,152.98993,92
Culmaran Creek,-28.867696,11153,152.676266,10
Gooloogong,-33.650848,11709,148.41385,399
Myocum,-28.576877,12877,153.503992,985
Tucki Tucki,-28.908813,13946,153.327739,167
Bocoble,-32.798969,10432,149.724411,152
Byrrill Creek,-28.442628,10734,153.226866,124
Newee Creek,-30.666833,12952,152.923635,395
Tarraganda,-36.667587,13768,149.866664,334
Myrtleville,-27.9013,12882,146.3849,72
Sandy Creek (Upper Hunter Shire - NSW),-34.7695,13481,140.4116,25
Clarenza,-29.697238,10922,152.988368,551
North Narooma,-36.202678,12998,150.119086,622
Waukivory,-32.110593,14199,152.052681,94
Picnic Point,-33.979303,13199,151.000056,6160
Kembla Heights,-34.433149,12093,150.805941,119
Crooble,-29.269206,11120,150.252228,62
Lennox Head,-28.795715,12303,153.593901,6407
Middle Dural,-33.648471,12603,151.021276,1008
Tullera,-28.744755,13956,153.301109,279
Bocobra,-33.100422,10433,148.544553,54
King Creek,-31.482454,12145,152.75192,1568
Braidwood,-35.437701,10547,149.800868,1651
Wongo Creek,-30.718752,14375,150.552963,26
Burraga,-33.947964,10702,149.53013,91
Emmaville,-29.443987,11414,151.598632,519
Hillville,-31.949663,11913,152.350683,312
Skillion Flat,-31.014217,13555,152.724662,76
Blue Knob,-28.560977,10416,153.198679,221
The Meadows,-33.63655,13830,149.926845,3
Millers Point,-33.858315,12619,151.203519,1482
Putta Bucca,-32.570896,13278,149.584181,224
Osborne (NSW),-35.366132,13098,146.780495,29
Pottsville,-28.379066,13257,153.56855,6704
Burrier,-34.870381,10711,150.451137,44
Camberwell (NSW),-32.479701,10762,151.092002,83
Commissioners Creek,-28.488987,10995,153.319128,65
Concord,-33.837702,10999,151.095046,14533
Shoalhaven Heads,-34.85145,13540,150.745254,3059
Mongarlowe,-35.422218,12678,149.922833,117
Maison Dieu,-32.535177,12448,151.094293,181
Frederickton,-31.037762,11561,152.878933,1391
Euabalong West,-33.055677,11450,146.393986,66
Killimicat,-35.199229,12136,148.238168,29
Tuppal,-35.658765,13972,145.347047,9
Baradine,-30.943207,10190,149.065815,760
Greenfield Park,-33.872187,11761,150.889408,5092
Main Arm,-28.493455,12445,153.398364,586
Bowenfels,-33.60463,10529,150.120913,2048
Wooloweyah,-29.483013,14411,153.342381,406
Mummulgum,-28.849415,12836,152.798156,95
Kippenduff,-29.127921,12169,152.873091,36
Kentucky South,-30.803987,12103,151.440954,125
Tuckurimba,-28.956712,13948,153.314014,102
Grahamstown,-35.264738,11735,148.035551,61
Mungindi (NSW),-28.999013,12843,149.100731,601
St Marys (NSW),-33.76676,13643,150.774015,12195
Mairjimmy,-30.7395,12447,152.3882,58
Shannons Flat,-35.933274,13528,148.957847,78
Springside (NSW),-33.364503,13626,149.064852,305
Bilpin,-33.498253,10358,150.522195,665
Whalan,-33.760165,14266,150.809528,5973
Cullenbone,-32.488762,11149,149.510225,35
Wallacetown,-34.966946,14100,147.443503,7
Nethercote,-37.01779,12932,149.828723,341
Junee Reefs,-34.728115,12047,147.63037,84
Turill,-32.156945,13974,149.879274,105
Kirkham,-34.038536,12171,150.71674,699
Tomalla,-31.838798,13891,151.476941,21
Bowen Mountain,-33.573871,10528,150.627819,1571
Coledale,-34.288282,10966,150.947401,1260
Phillip Bay,-33.980556,13193,151.236692,704
Memagong,-34.316086,12565,148.173499,92
Castle Doyle,-30.586704,10846,151.75801,164
Woodburn (Shoalhaven - NSW),-29.07101,14380,153.345695,54
Ropes Crossing,-33.77448,13397,150.810841,6171
Bexley North,-33.938306,10335,151.114186,4097
Phegans Bay,-33.48859,13192,151.308453,432
Aldavilla,-31.058949,10028,152.768142,1230
Enmore (Inner West - NSW),-33.9002,11425,151.1698,3880
Tuross Head,-36.060748,13979,150.137152,2241
Upper Copmanhurst,-29.556803,14019,152.73514,86
Coffs Harbour,-30.282731,10959,153.131469,25752
Bullagreen,-31.421334,10657,148.080506,48
Lidcombe,-33.854197,12316,151.047419,19627
Balmain,-33.857833,10164,151.190598,10453
Belmont South,-33.05317,10278,151.654854,1054
Kanimbla (NSW),-33.620702,12065,150.187891,121
Petersham,-33.889283,13190,151.158575,8116
Brooman,-35.48985,10602,150.233827,21
Waratah (NSW),-32.908152,14141,151.72722,4491
Wiagdon,-33.210163,14282,149.664833,37
Ryhope,-32.989191,13456,151.522302,24
Pullabooka,-33.755424,13270,147.825318,43
Castle Cove,-33.784165,10845,151.199948,2554
West Ballina,-28.86333,14240,153.54417,3023
Round Swamp,-33.078278,13426,149.938657,20
Lake Bathurst,-35.012657,12239,149.714504,228
Eurunderee,-32.52605,11467,149.608821,164
Aylmerton,-34.419069,10119,150.492737,194
Nunderi,-28.322491,13042,153.455223,656
St Georges Basin,-35.090788,13636,150.597815,2913
The Oaks,-34.076873,13831,150.571086,2525
Upper Allyn,-32.212331,14013,151.50897,12
Minnamurra,-34.627871,12639,150.855113,760
Currowan,-35.559823,11181,150.167187,53
Caloola,-33.617883,10760,149.434865,88
Two Mile Flat,-32.4056,13992,149.401,89
Arcadia (NSW),-33.623101,10072,151.052726,1385
Doctor George Mountain,-36.665809,11263,149.892211,58
Potato Point,-36.096051,13253,150.136611,135
Urunga,-30.497075,14061,153.014883,3000
Lower Portland,-33.451409,12412,150.865871,589
Undercliffe,-28.6232,14010,152.1794,12
Piggabeen,-28.192191,13202,153.465229,322
Garoo,-33.8605,11591,151.2016,104
Theresa Park,-34.007922,13845,150.639915,535
Elderslie (Singleton - NSW),-32.5828,11392,151.3468,132
Basin View,-35.091103,10223,150.562281,1554
Tacoma South,-33.289592,13725,151.457044,248
Metford,-32.765913,12592,151.6092,4764
Towradgi,-34.384433,13929,150.90676,3127
Rosewood (Port Macquarie-Hastings - NSW),-38.1376,13414,144.3337,224
Paling Yards (Oberon - NSW),-34.115372,13129,149.754175,16
Bombah Point,-32.494001,10454,152.276285,12
Skinners Shoot,-28.669029,13556,153.581417,128
Abermain,-32.810815,10010,151.428668,2337
Wolgan Valley,-33.259041,14349,150.150781,69
Paddington (NSW),-33.885032,13115,151.226475,12911
Loadstone,-28.403261,12366,152.978485,37
Pine Camp,-33.6687,13212,141.2603,18
Carlton (NSW),-33.968523,10819,151.124528,10722
Wallaga Lake,-36.356673,14102,150.066053,548
March,-33.216351,12486,149.076541,115
Stanhope Gardens,-33.711215,13649,150.933621,9163
Brungle Creek,-35.163476,10619,148.316225,32
Silent Grove,-29.147162,13543,151.666126,21
Walcha Road,-30.944669,14094,151.402728,54
Tabbita,-34.105646,13721,145.847824,73
Ashtonfield,-32.77382,10102,151.601,4645
Collingwood (NSW),-32.604231,10977,149.446459,43
Taylors Arm,-30.781179,13776,152.689457,149
Gumma,-30.72992,11801,152.963122,458
Glencoe (NSW),-29.925888,11657,151.726757,192
Smiths Creek (Tweed - NSW),-28.4297,13562,153.3798,301
Moggs Swamp,-29.938544,12658,152.015823,33
Thirlmere,-34.204088,13847,150.571102,4046
Goolhi,-31.067541,11706,149.712049,88
Singleton (NSW),-32.564025,13549,151.168367,5000
Epping (NSW),-33.759777,11428,151.087742,23688
Nowendoc,-31.515203,13026,151.719541,146
Pyrmont,-33.869709,13284,151.19393,12813
Bellimbopinni,-31.015929,10272,152.903409,123
Ladysmith,-35.207801,12233,147.513984,352
Matong,-35.375157,12523,148.29153,164
Auburn (NSW),-33.849322,10106,151.033421,37366
Hunters Hill,-33.83484,11954,151.154196,9528
Harpers Hill,-32.700507,11857,151.412711,54
Wootton,-32.325336,14417,152.279476,195
Cottonvale (NSW),-28.5241,11087,151.9733,24
Kurmond,-33.549452,12215,150.701116,852
Boonoo Boonoo,-28.874075,10493,152.102287,16
Narrandera,-34.744609,12906,146.55696,4375
Llangothlin,-30.123004,12364,151.686706,129
Bowraville,-30.6419,10537,152.854557,1122
Crescent Head,-31.189517,11114,152.9768,1531
Farrants Hill,-28.316723,11493,153.485658,124
Gundaroo,-35.127745,11805,149.20979,1146
Byabarra,-31.53435,10727,152.528239,328
Waitui,-31.699069,14087,152.572148,105
Smithfield (NSW),-33.853546,13559,150.940431,11972
Crabbes Creek,-28.45672,11102,153.496802,290
Raymond Terrace,-32.760671,13327,151.776788,12820
Reedy Creek (NSW),-32.729382,13342,149.993111,174
Holbrook,-35.729414,11920,147.309788,1715
Wondalga,-35.395476,14372,148.110309,100
Winegrove,-29.548417,14328,152.689208,40
Goorangoola,-32.292105,11716,151.175339,53
Piambong,-32.520454,13197,149.455131,154
Middle Falbrook,-32.449636,12604,151.149698,92
Karuah,-32.195999,12076,151.792437,1411
Oswald,-32.702548,13100,151.421295,88
Louisa Creek,-29.011404,12393,152.605127,9
Stewarts Brook,-32.001384,13658,151.270253,38
Boxers Creek,-34.7712,10541,149.839,226
Toongi,-32.441636,13908,148.592881,61
The Branch,-32.605394,13814,152.01729,81
Cedar Creek (Tweed - NSW),-28.4212,10869,153.2626,20
Halton,-32.315135,11836,151.514133,18
Trunkey Creek,-33.824738,13942,149.363007,120
Far Meadow,-34.822063,11488,150.720449,215
Wards Mistake,-30.133611,14146,152.005072,23
Stratheden,-28.80272,13674,152.954303,217
Belmont (NSW),-33.036057,10276,151.660563,7114
Teridgerie,-30.884455,13796,148.845525,60
Kensington (NSW),-33.912997,12099,151.219017,15004
Barden Ridge,-34.032851,10193,151.005396,4329
Rosewood (Snowy Valleys - NSW),-35.6502,13415,147.8596,214
Belmore,-31.072166,10279,152.967558,12718
Tabulam,-28.887198,13723,152.568553,470
Sylvania Waters,-34.019802,13718,151.115847,3169
Nooroo,-32.3805,12972,151.887703,58
Jingera,-35.691743,12034,149.423278,39
Balmoral (Lake Macquarie - NSW),-33.0463,10166,151.5803,723
Duranbah,-28.307575,11331,153.518474,239
Good Hope,-34.896682,11700,148.838622,165
Lords Hill,-36.922767,12388,149.162853,22
Cumbalum,-28.825835,11154,153.525966,1522
Greystanes,-33.829667,11781,150.951452,22802
Barellan,-34.28434,10197,146.571256,538
Ogunbil,-31.343763,13071,151.289004,148
Merrylands,-33.832864,12588,150.972036,29653
Whitebridge,-32.981227,14276,151.711319,2612
Warrawee,-33.722839,14165,151.126134,2995
Marsden Park,-33.697585,12505,150.832318,1008
Bendoura,-35.509154,10292,149.686519,70
Foxground,-34.727084,11558,150.768404,147
Redfern,-33.892778,13339,151.203901,13213
Lane Cove,-33.806246,12266,151.153281,10817
Mulloon,-35.26821,12827,149.612194,144
Toonumbar,-28.567235,13909,152.753096,39
Tuntable Creek,-28.629651,13971,153.266854,191
Marom Creek,-28.902898,12499,153.372558,127
Cardiff South,-32.957742,10811,151.661447,2830
Windsor (NSW),-33.608814,14325,150.817481,1891
Emerton,-33.742855,11413,150.808263,2252
Lenaghan,-32.849201,12302,151.627282,59
Gilgooma,-30.760088,11620,148.534645,33
Kingsgrove,-33.939481,12158,151.098941,12446
Byron Bay,-28.643387,10733,153.612224,5521
Brooklana,-30.269862,10597,152.855136,42
Point Piper,-33.870083,13233,151.252329,1424
Wirrimbi,-30.665767,14341,152.912519,81
Faulconbridge,-33.696505,11496,150.534998,4025
Annandale (NSW),-33.881435,10061,151.170681,9451
Lanitza,-29.883644,12270,152.996931,297
Kaputar,-30.282413,12069,150.153021,6
Tingira Heights,-32.997187,13875,151.669719,2149
Lyndhurst (Blayney - NSW),-33.6864,12426,148.9868,365
Whian Whian,-28.635197,14272,153.316231,140
The Ponds,-34.054326,13835,150.753104,11731
Nobbys Creek,-28.312013,12968,153.34435,271
Big Ridge,-32.581942,10344,151.223277,14
Cobaki Lakes,-28.175328,10948,153.471389,42
Chowan Creek,-28.445067,10913,153.361312,37
Montecollum,-28.589092,12684,153.464352,54
Darbalara,-35.026814,11204,148.208625,50
Mogo (Mid-Western Regional - NSW),-35.784009,12661,150.142104,4
Eenaweena,-31.511559,11385,147.533155,10
Chatswood,-33.796332,10892,151.167142,24913
Little Hartley,-33.571701,12352,150.208607,506
Bland,-33.138047,10405,147.922419,46
Wattle Grove (NSW),-33.963316,14192,150.936403,8952
Eugowra,-33.427107,11454,148.37165,779
Amosfield,-36.6964,10050,143.5679,31
Grong Grong,-34.73818,11784,146.781265,250
Abington (NSW),-30.326739,10012,151.240618,12
Backwater,-30.075367,10131,151.880535,14
North Arm (NSW),-28.332985,12978,153.35095,126
Taree South,-31.922894,13765,152.463802,315
Elderslie (Camden - NSW),-34.0577,11391,150.7151,6005
Craigie (NSW),-37.071027,11104,149.049329,26
Hollisdale,-31.39501,11922,152.548686,48
Terrace Creek,-28.417669,13799,152.824939,52
Glenugie,-29.791634,11681,153.019785,204
Padstow Heights,-33.971073,13121,151.030955,3540
Strathfield South,-33.891711,13676,151.082992,3546
Coaldale,-29.387962,10945,152.790365,61
Deep Creek (Clarence Valley - NSW),-29.1532,11228,152.6441,9
Pennant Hills,-33.753676,13183,151.039113,7287
Cabramatta West,-33.899136,10741,150.917514,7222
Woodbine (NSW),-34.049892,14378,150.818872,2741
Macmasters Beach,-33.492821,12432,151.416479,1294
Burrinjuck,-34.976658,10714,148.62331,19
Albury,-36.0526,10027,146.8988,4804
Euroley,-34.639124,11465,146.374247,77
Sawtell,-30.369899,13498,153.099627,3682
Dangarsleigh,-30.614162,11200,151.677892,150
Taylors Flat,-34.293284,13778,149.012779,59
Mollymook Beach,-35.329662,12670,150.471836,2447
Hebden,-32.385723,11885,151.064804,42
Bangor (NSW),-34.018876,10177,151.030057,5568
Balmoral (Wingecarribee - NSW),-34.3018,10167,150.5165,426
Tooraweenah,-31.439404,13911,148.910428,232
Bundanoon (NSW),-34.632598,10670,150.321575,2729
Nelson (The Hills Shire - NSW),-33.6446,12922,150.9233,454
Budden,-32.502023,10638,150.081841,19
Bald Hills (NSW),-36.912886,10147,149.847662,263
Greenacre,-33.906744,11757,151.057271,24373
Newcastle West,-32.924908,12951,151.761141,618
Avoca (NSW),-34.613522,10113,150.479323,199
Coogee (NSW),-33.931293,11015,151.256089,15212
North Shore (NSW),-31.402369,13006,152.901853,369
Tubbamurra,-30.110708,13943,151.783314,19
Perthville,-33.4859,13189,149.54698,624
Wareemba,-33.856828,14148,151.130728,1546
Horsley,-34.489605,11942,150.766762,8221
Tweed Heads West,-28.195403,13986,153.505049,6196
Grasmere,-34.056293,11739,150.67317,1963
Mays Hill,-33.82066,12538,150.990511,767
Yellow Pinch,-36.861012,14501,149.839542,51
Maffra (NSW),-36.541824,12440,148.968015,21
Pomona (NSW),-34.020625,13240,141.894926,161
Colo (Hawkesbury - NSW),-33.416721,10983,150.803157,60
Clothiers Creek,-28.331143,10936,153.491516,277
Nerrigundah,-36.118478,12931,149.90113,25
Kingswood (Tamworth Regional - NSW),-27.066,12164,152.9686,1034
Buddabadah,-31.851494,10637,147.311968,48
Limerick,-34.204084,12331,149.477511,43
Gledswood Hills,-28.8636,11642,153.4066,22
Narrabarba,-37.246066,12901,149.819973,12
Killcare Heights,-33.52257,12134,151.370994,745
Fitzgeralds Valley,-33.526441,11528,149.39537,11
Wandsworth,-30.055998,14131,151.513694,98
Knorrit Flat,-31.842995,12179,152.124677,33
Currabubula,-31.262722,11172,150.734256,332
Lansdowne Forest,-31.753555,12274,152.587879,7
Oolong,-34.775749,13087,149.169139,61
Croom,-34.586574,11124,150.837991,113
Engadine,-34.065716,11422,151.012663,17375
Carrabolla,-32.291617,10824,151.405936,10
Warwick Farm,-33.913423,14177,150.932752,5884
Copacabana,-33.48994,11056,151.430558,2735
Bensville,-33.498579,10297,151.381089,2545
Lucknow (NSW),-33.345662,12418,149.161068,297
Nemingha,-31.123654,12926,150.990412,666
Possum Creek,-28.668944,13252,153.491771,284
Lankeys Creek,-35.798556,12271,147.639449,49
Black Mountain (NSW),-30.308042,10387,151.650342,310
Clunes (NSW),-28.729988,10939,153.405593,868
Balranald,-34.638049,10168,143.561101,1343
Corunna,-36.290385,11085,150.108612,63
Coila,-36.022284,10962,150.102934,52
Mount Marsh,-29.30034,12777,152.866399,6
Terrabella,-32.432936,13798,148.737378,17
Eden Creek,-28.544552,11376,152.90534,150
Abercrombie,-33.911806,10004,149.332781,1109
Red Range,-29.794136,13333,151.832385,187
Marys Mount,-31.007802,12516,150.06122,75
Pinkett,-29.877975,13219,151.94758,63
Yanga,-33.936693,14462,149.046361,37
Haywards Bay,-34.540289,11880,150.787364,1006
Upper Kangaroo River,-34.686553,14030,150.60052,122
Doubtful Creek,-28.748597,11282,152.915051,140
Baerami,-32.520217,10134,150.454381,70
Sassafras (NSW),-35.081919,13493,150.22494,31
Grafton,-29.703242,11733,152.934605,10408
Tooleybuc,-35.027891,13902,143.338275,277
Smeaton Grange,-34.039104,13558,150.756685,15
Oxley Vale,-31.06203,13111,150.900142,3742
Dumaresq Island,-31.902559,11306,152.513835,62
Texas (NSW),-28.8884,13809,151.0797,37
Brookvale,-33.766629,10601,151.273824,3161
Sweetmans Creek,-32.888045,13713,151.190697,59
Plumpton (NSW),-33.751432,13230,150.841204,9209
Farmborough Heights,-34.454004,11491,150.819944,4198
Adelong,-35.307947,10018,148.063682,943
Auburn Vale,-29.83895,10107,151.041719,123
Chipping Norton,-33.916829,10908,150.961662,9001
Lindesay,-28.356197,12337,152.616692,20
Appletree Flat,-32.512305,10066,150.864848,16
Bedgerabong,-36.1761,10247,147.1951,149
Mount Panorama,-33.455686,12783,149.551681,116
Blackbutt (NSW),-34.56896,10391,150.834695,3301
Cavan (NSW),-35.022931,10861,148.835379,47
East Lynne,-35.578817,11359,150.258877,95
Warrumbungle,-31.277554,14176,148.982041,5
Kentucky,-30.803987,12102,151.440954,158
Booker Bay,-33.511566,10477,151.34478,1326
Maclean,-29.457963,12431,153.196869,2628
Blueys Beach,-32.347684,10420,152.53525,183
Blue Haven,-33.207351,10415,151.492751,6378
Kerrabee,-32.424077,12106,150.309048,15
Hartwood,-35.35187,11863,145.314449,19
Aberdeen (NSW),-29.996058,10007,151.080554,2084
Anna Bay,-32.776919,10060,152.083274,3846
Bannaby,-34.439785,10182,149.961474,36
Carrs Peninsula,-29.6512,10836,152.9058,23
Milperra,-33.937834,12625,150.989263,3952
Mookerawa,-32.764216,12690,149.161591,7
Acacia Gardens,-33.730077,10014,150.906502,3798
Murga,-33.369988,12848,148.545278,62
Hopefield,-35.89661,11933,146.436504,83
Huntingdon,-31.47435,11956,152.660392,92
McDougalls Hill,-32.551514,12541,151.152271,144
Wards River,-32.223467,14147,151.935901,178
Chittaway Bay,-33.32776,10911,151.429428,2028
Cow Flat,-33.569555,11095,149.534684,63
Back Forest,-34.853655,10129,150.678507,84
Kyalite,-34.951605,12222,143.484273,82
Londonderry (NSW),-33.645188,12375,150.73698,3906
Spring Flat,-32.638843,13613,149.606908,205
Inverell,-29.775667,11981,151.112928,11660
Barmedman,-34.184676,10202,147.406754,459
Yarramalong,-33.222529,14475,151.277495,340
Delungra,-29.652485,11234,150.830948,647
Gunderbooka,-30.639875,11807,145.543282,13
Beggan Beggan,-34.6559,10254,148.2917,98
Adamstown,-32.950984,10016,151.717695,6044
Mount Tenandra,-31.209036,12793,148.753764,18
Tygalgah,-28.311571,13996,153.410299,126
