city,lat,ancestry_num,top_ancestry,lon,code
Gulgong,-32.362587,1253,Australian,149.533528,11794
North Parramatta,-33.798043,2160,Australian,151.010707,13001
Scarborough (NSW),-34.268351,153,English,150.962389,13500
Ellenborough,-31.444561,78,Australian,152.456673,11401
Panania,-33.95613,3552,Australian,150.998047,13144
South Coogee,-33.931293,1463,English,151.256089,13579
Dundas (NSW),-33.799405,1084,Chinese,151.044189,11312
Sunshine Bay,-35.741606,572,English,150.20909,13695
Wilton (NSW),-34.240434,1570,Australian,150.696426,14311
Manyana,-35.258413,236,Australian,150.513956,12482
Coolac,-34.902613,100,English,148.193499,11022
Quandialla,-34.009523,92,Australian,147.793336,13290
Carss Park,-33.986556,300,Australian,151.119041,10837
Nymboida,-29.926011,154,English,152.747884,13048
Mayfield East,-32.900017,738,English,151.750102,12534
Yoogali,-34.30118,562,Italian,146.084633,14516
Nashua,-28.729875,113,Australian,153.467865,12914
Kyogle,-33.3543,1020,Australian,151.5007,12229
Uralba,-28.873618,102,English,153.47132,14050
Ilarwill,-29.46593,103,Australian,153.172822,11970
Deer Vale,-30.361575,79,Australian,152.532191,11232
Billimari,-33.682514,69,Australian,148.615476,10354
Bow Bowing,-34.015342,425,Australian,150.83682,10526
Macquarie Hills,-32.953151,1604,Australian,151.647116,12434
Mulbring,-32.900377,330,Australian,151.483,12813
Lake Cathie,-31.552287,1614,English,152.854925,12243
Windang,-34.52994,1091,English,150.869145,14316
Lowanna,-30.21239,149,Australian,152.900526,12398
Dudley,-32.989684,1141,English,151.71958,11300
Wallacia,-33.865179,635,Australian,150.640418,14101
Blueys Beach,-32.347684,86,English,152.53525,10420
Barrengarry,-34.720683,74,English,150.523543,10213
Moonbah,-36.494333,299,Australian,148.551912,12698
Sancrox,-31.46234,254,Australian,152.789888,13471
Cooks Hill,-32.93413,1567,English,151.769244,11019
Mittagong,-34.450856,2486,English,150.448788,12653
Wolli Creek,-33.930744,2296,Chinese,151.155272,14353
Wolumla,-36.831995,323,Australian,149.811442,14362
Woolomin,-31.284859,133,Australian,151.14899,14408
Tantawangalo,-36.79455,82,Australian,149.594037,13753
Arrawarra,-30.059771,254,English,153.202738,10088
Khancoban,-36.218087,125,English,148.129398,12111
Mullion Creek,-33.140704,277,Australian,149.120663,12826
Prospect (NSW),-33.801553,958,English,150.916198,13266
Bangor (NSW),-34.018876,2180,Australian,151.030057,10177
Ashley,-29.317772,191,Australian,149.808064,10100
Horseshoe Bend,-32.734708,162,Australian,151.572608,11939
Corowa,-35.997952,2386,Australian,146.391214,11080
Coolamon,-34.815539,1078,Australian,147.200085,11025
North Casino,-28.7912,469,Australian,153.062954,12987
Forbesdale,-32.077564,110,Australian,151.936002,11539
Dartbrook,-31.938204,57,English,150.697181,11217
Gateshead,-32.989025,1548,Australian,151.693851,11594
Glenhaven,-33.703218,2451,English,151.006899,11667
Barrack Heights,-34.565203,2356,Australian,150.857066,10207
Windella,-35.025089,395,Australian,149.872388,14317
Wheeler Heights,-33.732476,1309,English,151.277439,14268
Downside,-34.976629,52,English,147.344314,11285
Warroo (NSW),-33.328777,65,English,147.581381,14175
Mogo (Eurobodalla - NSW),-35.8043,146,Australian,150.1142,12660
Pearl Beach,-33.538915,259,English,151.302813,13171
Springside (NSW),-33.364503,140,Australian,149.064852,13626
James Creek,-29.446952,106,Australian,153.253112,11999
Quipolly,-31.4563,84,Australian,150.58581,13300
Moore Creek,-31.004396,1207,Australian,150.944154,12710
Bonnells Bay,-33.107405,1650,English,151.518263,10468
Heathcote (NSW),-34.079112,2759,English,151.008619,11883
Tenambit,-32.743257,1319,Australian,151.604325,13787
Croydon Park (NSW),-33.895299,1867,Italian,151.108581,11135
Collombatti,-30.992826,267,Australian,152.841538,10979
Chatswood,-33.796332,10102,Chinese,151.167142,10892
Charlestown (NSW),-32.965671,5517,English,151.695454,10885
Bellbrook,-30.81818,95,Australian,152.508349,10270
Gum Flat,-29.794334,104,Australian,150.929554,11796
St Huberts Island,-33.495721,489,English,151.344441,13638
Glanmire (NSW),-33.425985,66,Australian,149.706091,11640
Gobbagombalin,-35.066598,217,Australian,147.32005,11689
Blacktown,-33.770162,8486,Australian,150.905148,10397
Bombira,-32.563794,165,Australian,149.599775,10457
Kangaloon,-34.553366,87,English,150.533848,12058
Wallerawang,-33.410618,943,Australian,150.062597,14114
Alpine,-34.409517,59,Australian,150.523957,10044
Millers Forest,-32.763539,180,Australian,151.702595,12618
Rydal,-33.49253,81,English,150.036915,13452
Neville,-33.709398,121,English,149.215073,12937
Bellbird Heights,-32.84801,386,Australian,151.329529,10269
Pembrooke,-31.38811,61,Australian,152.753487,13180
Ashcroft,-33.917587,718,Australian,150.899095,10097
Patonga,-33.546452,105,English,151.27119,13160
Collaroy (NSW),-33.740969,3073,English,151.303133,10970
Telopea,-33.795986,1439,Chinese,151.045106,13782
Newtown (NSW),-33.896449,5085,English,151.180013,12960
Wombat,-29.514454,114,Australian,152.767099,14364
Pooncarie,-33.386995,63,Australian,142.570537,13242
Murrumburrah,-34.549329,48,Australian,148.350183,12863
Thrumster,-31.461332,187,English,152.857058,13852
Upper Main Arm,-28.493455,81,Australian,153.398364,14035
North Richmond,-33.582355,2188,English,150.721891,13002
Dungay,-28.276213,111,Australian,153.369429,11318
Pumpenbil,-28.366548,87,Australian,153.173219,13272
Freemans Reach,-33.545429,855,Australian,150.794878,11564
Lillian Rock,-28.536399,112,English,153.165382,12323
Prairiewood,-33.867342,385,Assyrian,150.90213,13258
Windera (NSW),-33.199067,141,Australian,149.027236,14319
Blackheath,-33.635556,1968,English,150.28483,10393
Leumeah,-34.052285,3050,Australian,150.833396,12308
Kiah,-37.149723,78,English,149.856899,12115
Barangaroo,-33.8605,35,Chinese,151.2016,10191
Dareton,-34.091641,133,Australian Aboriginal,142.042284,11206
North Narrabeen,-33.702661,2486,English,151.293622,12999
Nullamanna,-29.671265,88,Australian,151.22239,13032
Linley Point,-33.826777,98,English,151.148251,12341
Gladstone (NSW),-31.022073,180,Australian,152.94899,11639
Rylstone,-32.799369,428,Australian,149.970442,13457
Kielvale,-28.338259,128,Australian,153.449252,12122
Lidsdale,-33.378535,202,Australian,150.083775,12318
Dyers Crossing,-32.091732,153,Australian,152.300833,11338
Narromine,-32.23192,2513,Australian,148.239606,12911
Glenroy (Albury - NSW),-36.0526,1371,English,146.8988,11678
Peakhurst,-33.968127,2570,Australian,151.057596,13168
South Tamworth,-31.11097,3203,Australian,150.916779,13597
Welby,-34.439533,314,English,150.428081,14219
Newrybar,-28.720595,209,English,153.528799,12957
Minnie Water,-29.778146,99,English,153.296976,12640
Crows Nest (NSW),-33.82609,1520,English,151.199192,11131
Coolah,-31.774418,574,English,149.611621,11024
Coraki,-28.998703,561,Australian,153.310661,11063
Allawah,-33.970018,1954,Chinese,151.114517,10038
Argenton,-32.934813,615,Australian,151.630879,10078
Hillston,-33.481365,682,Australian,145.534656,11912
Brisbane Grove,-34.786689,62,Australian,149.702842,10577
Coleambally,-34.805619,630,Australian,145.882691,10964
Macquarie Fields,-33.989471,3239,Australian,150.882626,12433
Balala,-30.612086,68,Australian,151.335783,10144
North Rocks,-33.768119,2103,English,151.02854,13003
Speers Point,-32.973543,1476,English,151.631366,13605
Catalina,-35.723476,1002,Australian,150.192552,10853
Congarinni North,-30.684156,179,Australian,152.879726,11006
West Haven,-31.634396,538,English,152.782454,14245
Strathfield (NSW),-33.85746,5807,Chinese,151.091954,13675
Bomaderry,-34.855412,2969,English,150.608383,10453
Wauchope,-31.457354,3101,Australian,152.732269,14197
North Lismore,-28.78814,319,English,153.277442,12994
Pindimar,-32.684153,149,English,152.098138,13211
Elsmore,-29.803303,95,English,151.270899,11408
Carrick (NSW),-29.1143,61,Australian,153.4234,10828
Buckajo,-36.703339,138,Australian,149.758432,10629
Erskine Park,-33.807618,2157,Australian,150.789313,11438
Glenbrook,-33.768024,2238,English,150.621693,11656
Tarriaro,-30.428548,59,Australian,149.926389,13770
Gwynneville,-34.416506,812,English,150.885131,11825
Smithtown,-31.015176,302,Australian,152.943995,13564
Putney,-33.824735,989,English,151.112549,13277
Wellington (NSW),-32.55588,2087,Australian,148.944797,14221
Coopernook,-31.826246,277,Australian,152.609896,11047
Woollamia,-35.013673,274,English,150.637612,14405
Ellangowan (NSW),-29.049762,144,Australian,153.039519,11400
Queanbeyan West,-35.358298,1242,Australian,149.228993,13293
Green Pigeon,-28.480721,63,Australian,153.085726,11752
East Hills,-33.963359,1016,Australian,150.986695,11351
The Lagoon,-33.544702,110,Australian,149.624725,13828
Russell Lea,-33.86072,1267,Australian,151.140711,13447
Oxley Island,-31.925715,132,English,152.564796,13109
Woronora Heights,-34.034836,1345,Australian,151.027656,14422
The Ridgeway,-35.342878,82,English,149.264338,13836
Tuross Head,-36.060748,1040,English,150.137152,13979
Fassifern (NSW),-32.988368,275,Australian,151.583244,11495
Lower Macdonald,-33.363005,109,Australian,150.967058,12408
Moonee Beach,-30.20812,902,English,153.155413,12703
Bellbird,-32.84801,977,Australian,151.329529,10268
Eagleton,-32.698008,102,Australian,151.756421,11342
Bywong,-35.179788,532,Australian,149.345703,10735
Wyangala,-33.936693,75,Australian,149.046361,14434
Berowra,-33.5542,2025,English,151.137,10308
Dulguigan,-28.27924,64,English,153.432854,11302
Banksia,-33.945237,535,Australian,151.140161,10178
Jordan Springs,-33.7231,1634,Australian,150.7334,12042
Gol Gol,-34.180087,709,Australian,142.219531,11693
Spring Creek (NSW),-33.345446,61,English,149.097677,13611
Orient Point,-34.9108,294,Australian,150.749658,13096
Caroona,-31.399114,82,Australian Aboriginal,150.427946,10823
Beverly Hills,-33.954218,3242,Chinese,151.076364,10331
Stewarts River,-31.723643,53,English,152.636154,13659
Piallamore,-31.141698,146,Australian,151.029858,13195
Gunderman,-33.436367,73,English,151.057224,11808
Bergalia,-35.981261,74,Australian,150.105175,10302
Prestons,-33.942903,2271,Australian,150.872145,13260
Humula,-35.483054,60,English,147.764179,11952
West Kempsey,-31.08034,2330,Australian,152.829082,14247
Richmond Hill (NSW),-28.789045,357,English,153.350827,13361
Yarravel,-31.047338,556,Australian,152.76235,14483
Old Junee,-34.836391,140,Australian,147.514786,13078
Rocky River (Uralla - NSW),-30.5977,121,English,151.4595,13390
Yarrowitch,-31.264506,73,Australian,152.026224,14491
Awaba,-33.007739,222,Australian,151.543407,10118
Kelso (NSW),-33.419196,4130,Australian,149.611555,12090
Waitara,-33.709541,1408,Chinese,151.104136,14086
Ilford,-32.942209,94,Australian,149.859658,11971
Coledale,-34.288282,596,English,150.947401,10966
Bilambil,-28.212553,178,English,153.490119,10347
Engadine,-34.065716,7673,Australian,151.012663,11422
Tibooburra,-29.434259,71,Australian,142.010079,13860
Maloneys Beach,-35.705933,173,Australian,150.247977,12460
Tambar Springs,-31.345202,89,Australian,149.82918,13743
Kembla Heights,-34.433149,71,Australian,150.805941,12093
Mooney Mooney,-33.439621,138,English,151.244578,12704
Gollan,-32.258244,52,English,149.070381,11694
Woolgoolga,-30.113119,1860,English,153.193475,14402
Horsley Park,-33.845034,562,Italian,150.848192,11943
Curban,-31.512136,57,Australian,148.612071,11166
Glenellen,-35.905226,47,English,146.910578,11663
Kingswood (Penrith - NSW),-33.7613,2997,English,150.7278,12163
Lynwood (NSW),-28.865041,134,English,153.433616,12427
Bithramere,-31.122884,92,English,150.767937,10381
Pambula Beach,-36.939862,306,English,149.901907,13141
Bondi Junction,-33.891431,2320,English,151.250862,10467
Kangaroo Valley,-34.651206,376,English,150.603413,12061
Backmede,-28.77259,85,Australian,153.018771,10130
Floraville,-33.009036,896,English,151.664654,11535
Rankins Springs,-33.840127,84,English,146.265437,13316
Cedar Brush Creek,-33.147255,42,English,151.258292,10867
Elands,-35.150342,87,Australian,147.355213,11388
Newbridge (NSW),-33.585731,84,Australian,149.364826,12948
Bobs Farm,-32.767544,213,Australian,152.012739,10429
Woodville (NSW),-32.676183,217,Australian,151.60995,14398
Camden,-34.08748,1345,English,150.695074,10770
Lacmalac,-35.316215,64,Australian,148.315449,12231
Wallsend,-32.920748,5036,Australian,151.675016,14118
Bardwell Park,-33.93207,512,Greek,151.125594,10195
Kioloa,-35.544426,119,English,150.383971,12165
Nowra,-34.892253,4040,Australian,150.58593,13028
Temagog,-30.977064,102,English,152.648406,13783
Bonnyrigg Heights,-33.892667,1249,Vietnamese,150.868448,10472
Melrose Park (NSW),-33.816575,392,Australian,151.076089,12563
Cooma (NSW),-36.236579,2661,Australian,149.125456,11036
Glenugie,-29.791634,87,English,153.019785,11681
North Lambton,-32.90539,1302,Australian,151.70628,12993
Long Flat (NSW),-31.437084,73,Australian,152.488757,12377
Guyra,-30.235762,999,Australian,151.67116,11822
Dunbogan,-31.649381,481,English,152.80722,11310
Congewai,-32.996509,79,English,151.301843,11007
Tingira Heights,-32.997187,998,Australian,151.669719,13875
Belmont North,-33.022228,2988,Australian,151.672028,10277
Logans Crossing,-31.609423,63,Australian,152.709355,12373
Mount Hutton (NSW),-32.985365,1565,English,151.670747,12766
Kariong,-33.439733,2707,Australian,151.293333,12074
Forster (NSW),-32.179598,6155,English,152.511775,11550
Drummoyne,-33.851056,3545,English,151.154542,11293
South Pambula,-36.943447,227,English,149.862176,13595
Wyrallah,-28.888172,216,English,153.299755,14449
Manly Vale,-33.784036,2209,English,151.267315,12476
Kameruka,-36.74108,57,Australian,149.708726,12054
Weston (NSW),-32.813899,1904,Australian,151.459018,14262
Newee Creek,-30.666833,177,English,152.923635,12952
Lawson (NSW),-33.718957,1183,English,150.430094,12289
Tintinhull,-31.080983,211,Australian,151.002154,13879
Tea Gardens,-32.667386,1396,English,152.160372,13779
Old Erowal Bay,-35.084367,488,Australian,150.646501,13075
West Nowra,-34.892253,697,Australian,150.58593,14248
Towrang,-34.685308,97,English,149.859942,13930
Sunshine (NSW),-33.1122,212,English,151.5627,13694
Shannon Brook,-28.896275,95,Australian,152.957507,13525
Westbrook (NSW),-32.457122,78,English,151.299766,14257
Wickham (NSW),-32.920973,470,English,151.76003,14285
Evans Plains,-33.438124,71,Australian,149.500376,11470
Camperdown (NSW),-33.88866,3001,English,151.177188,10781
Comboyne,-31.605469,218,Australian,152.467889,10992
Barham,-35.630473,684,Australian,144.130423,10199
Dolls Point,-33.993495,363,Australian,151.146801,11267
Majors Creek (NSW),-35.5706,102,Australian,149.738897,12452
Bolwarra Heights,-32.700579,1437,Australian,151.584708,10451
Loftus,-34.048075,1891,Australian,151.051176,12371
Burrell Creek,-31.951999,101,Australian,152.295687,10709
Mount Hunter,-34.071248,358,Australian,150.641382,12765
Toolijooa,-34.755583,42,English,150.780909,13903
Rodd Point,-33.868208,357,Italian,151.141652,13391
Luskintyre,-32.64939,104,Australian,151.431085,12423
Ogunbil,-31.343763,84,Australian,151.289004,13071
South Gundagai,-35.077496,377,Australian,148.100558,13584
Bucketty,-33.111273,70,Australian,151.138861,10634
Keiraville,-34.414626,1196,English,150.872238,12085
Gunnedah,-31.116818,5005,Australian,150.148128,11812
Redbank (NSW),-31.434381,203,English,152.737218,13336
Junee,-34.728115,1870,Australian,147.63037,12046
Catherine Field,-33.993545,396,Australian,150.774858,10856
Woy Woy,-33.484478,4430,English,151.312108,14425
Nashdale,-33.296696,182,Australian,149.018299,12913
Bingara,-30.05898,695,Australian,150.644229,10365
Ocean Shores,-28.527523,2095,English,153.543921,13070
Mitchells Island,-31.891725,216,English,152.613924,12652
Appin (NSW),-34.200891,1235,Australian,150.787479,10063
Black Mountain (NSW),-30.308042,130,Australian,151.650342,10387
Denistone East,-33.797177,686,Chinese,151.097546,11239
Malabar,-33.965376,1166,Australian,151.245969,12453
Woollahra,-33.885795,2633,English,151.24413,14404
Bolwarra (NSW),-32.712817,455,English,151.572048,10450
Picketts Valley,-33.456914,106,English,151.412831,13198
Kurrajong,-33.541464,1299,English,150.639331,12218
Oakey Park,-33.4652,153,Australian,150.184,13055
Terrey Hills,-33.683644,1307,English,151.22847,13804
Pearces Creek,-28.776059,84,English,153.443868,13170
Potts Hill,-33.898247,172,Chinese,151.031087,13255
Warrawong,-34.484382,1163,Australian,150.887467,14167
West Tamworth,-31.105379,2567,Australian,150.898483,14252
Summer Hill (Inner West - NSW),-33.8935,2053,English,151.1372,13687
Cobbitty,-34.015874,767,English,150.691029,10954
Tascott,-33.450818,694,English,151.319442,13772
Warral,-31.139251,159,English,150.877953,14163
Lalor Park,-33.761339,2614,Australian,150.930337,12261
Medowie,-32.741486,4812,Australian,151.86757,12554
Highfields (NSW),-32.955758,373,English,151.712668,11902
Great Marlow,-29.656228,80,English,152.973203,11745
Run-o-Waters,-34.770431,215,Australian,149.671221,13440
Rankin Park,-32.928388,1070,English,151.682894,13315
Eungai Creek,-30.831585,204,Australian,152.881694,11458
Woodrising,-32.982483,547,English,151.605192,14391
Wiley Park,-33.922464,1400,Bangladeshi,151.068194,14293
Mount Burrell,-28.498824,80,Australian,153.192669,12749
Huskisson,-35.03885,316,Australian,150.670943,11966
Thuddungra,-34.137462,50,English,148.096299,13853
Vale Of Clwydd,-33.483955,212,English,150.176542,14064
Emerald Hill,-30.868526,69,Australian,150.114688,11412
Main Arm,-28.493455,211,English,153.398364,12445
Carramar (NSW),-33.884558,624,Vietnamese,150.961884,10826
Wybong,-32.277754,71,Australian,150.657226,14436
Sackville,-33.489441,106,Australian,150.926902,13458
Belmont South,-33.05317,490,English,151.654854,10278
Moree,-29.471256,4406,Australian,149.846553,12722
Cundletown,-31.897697,973,Australian,152.516666,11161
Tallawang,-32.211532,72,Australian,149.397065,13731
White Rock (NSW),-33.470807,405,Australian,149.614381,14275
Upper Taylors Arm,-30.781179,66,Australian,152.689457,14045
Calga,-33.43835,62,Australian,151.236467,10752
Seahampton,-32.888493,146,Australian,151.580565,13511
South Golden Beach,-28.501252,329,English,153.543567,13581
Belmont (NSW),-33.036057,3230,English,151.660563,10276
Turlinjah,-36.033268,78,Australian,150.090191,13975
Mirrabooka (NSW),-33.108634,327,Australian,151.555006,12647
The Channon,-28.673238,166,English,153.278894,13816
Hillgrove (Armidale Regional - NSW),-35.0244,82,Australian,138.8687,11907
Faulconbridge,-33.696505,1773,English,150.534998,11496
Ashfield (NSW),-33.889498,5588,Chinese,151.127444,10098
Carrs Creek,-29.653051,75,Australian,152.917205,10834
Emu Swamp,-33.32574,88,English,149.200205,11419
Charbon,-32.881265,64,Australian,149.965119,10883
Taree South,-31.922894,149,English,152.463802,13765
Como (NSW),-34.004186,1675,English,151.068288,10996
Hamilton North,-32.912413,375,English,151.73779,11840
Cromer (NSW),-33.740353,3143,English,151.278523,11118
Nimbin,-28.59677,568,English,153.222904,12965
Chiswick,-33.851437,666,English,151.135954,10910
Tempe,-33.924777,942,English,151.160747,13785
Darlington Point,-34.557729,636,Australian,146.010496,11215
Mount Vincent,-32.984059,187,English,149.904293,12799
Balaclava (NSW),-33.516,214,Australian,135.068,10143
Yellow Rock (Blue Mountains - NSW),-33.6933,467,English,150.629,14502
Wongarbon,-32.334144,370,Australian,148.756921,14373
Werrington Downs,-33.740586,1423,Australian,150.733755,14237
Moss Vale,-34.547608,3721,English,150.373096,12739
Captains Flat,-35.552827,268,Australian,149.445083,10804
Doonbah,-29.086621,114,English,153.375933,11274
Trangie,-32.031887,619,Australian,147.983937,13932
South Granville,-33.863022,1925,Lebanese,151.006224,13583
Kooringal (NSW),-35.135247,3007,English,147.376284,12193
Yass,-34.9072,3190,Australian,149.096916,14493
Kenthurst,-33.661023,1790,Australian,151.005034,12100
Wollongong,-34.507423,5262,English,150.714224,14358
Chinderah,-28.237776,678,English,153.561345,10905
Seaham,-32.657672,494,Australian,151.721912,13510
South Penrith,-33.767176,4793,Australian,150.703837,13596
Little Bay,-33.981177,1197,English,151.243206,12349
Black Range (NSW),-36.724891,81,Australian,149.834693,10388
Allgomera,-30.816097,57,Australian,152.831369,10040
Wangi Wangi,-33.071491,1340,English,151.584366,14135
Matcham,-33.417004,442,English,151.420834,12520
Fiddletown,-33.602321,101,English,151.055702,11513
Millbank (NSW),-30.846109,61,Australian,152.649971,12616
Lindfield,-33.784382,2851,English,151.158141,12339
Pottery Estate,-33.484868,61,English,150.154533,13254
Angledale,-36.63575,69,Australian,149.857154,10056
Shell Cove,-34.588201,2157,English,150.872594,13532
Watsons Creek (NSW),-30.718587,48,English,151.010763,14188
Shortland,-32.880873,1615,Australian,151.691533,13542
Armatree,-31.453726,69,Australian,148.407695,10084
Cooranbong,-33.076609,2344,English,151.453989,11052
Ungarie,-33.639341,270,Australian,146.974678,14011
Evans Head,-29.120479,1299,Australian,153.436052,11469
Gormans Hill,-33.43404,336,English,149.590433,11720
Curlewis (NSW),-31.117342,425,Australian,150.264679,11169
Brooklet,-28.730711,109,English,153.51553,10598
Gymea,-34.048156,2835,English,151.086087,11826
Eungai Rail,-30.846274,118,Australian,152.900574,11459
Sutton (NSW),-35.161199,547,Australian,149.25297,13702
Failford,-32.091921,268,English,152.454662,11476
Raby,-35.687207,1925,English,148.041856,13303
Glenfield (NSW),-33.971305,1604,Australian,150.894517,11664
Oaklands,-35.557882,173,Australian,146.167771,13059
Spring Farm (NSW),-34.070247,1777,Australian,150.727716,13612
Fingal Bay,-32.748113,688,English,152.170141,11518
Boambee East,-30.34062,2428,English,153.084224,10422
Carwoola,-35.365294,589,Australian,149.336975,10841
Bendolba,-32.326976,109,Australian,151.725998,10291
Boat Harbour (Lismore - NSW),-28.7772,72,Australian,153.368,10424
Firefly,-32.082569,134,Australian,152.244923,11521
Napoleon Reef,-33.4235,69,English,149.750769,12893
Brownlow Hill,-34.034824,132,Australian,150.657016,10609
Upper Rollands Plains,-31.23771,79,Australian,152.624248,14043
Cremorne Point,-33.84447,932,English,151.228231,11113
Lewisham (NSW),-33.894902,989,English,151.144413,12313
Cambridge Park,-33.75152,2811,Australian,150.725439,10768
Harefield,-34.969758,66,Australian,147.566468,11853
Kangaroo Point (NSW),-33.997972,122,English,151.096235,12060
Toormina,-30.35262,2694,Australian,153.090285,13912
Forest Reefs,-33.453985,262,Australian,149.10924,11547
Eden,-37.06319,1342,Australian,149.903702,11375
Armidale,-33.899362,9381,Australian,151.171098,10085
Mullumbimby,-28.558202,1437,English,153.46472,12828
Pendle Hill,-33.801912,1752,Indian,150.955614,13182
Oxford Falls,-33.730197,48,English,151.248218,13106
Adamstown Heights,-32.950984,2280,English,151.717695,10017
Beacon Hill,-33.752406,2709,English,151.261272,10238
Dover Heights,-33.874405,785,English,151.280416,11284
Booral (NSW),-32.479751,209,Australian,152.001752,10496
Bilgola Beach,-33.6435,134,English,151.3279,10350
Piallaway,-31.158508,60,English,150.581385,13196
Brownsville,-34.485644,263,English,150.806211,10612
Fernbank Creek,-31.423221,74,Australian,152.840297,11505
Kendall,-31.632032,551,Australian,152.705558,12096
Lakelands (NSW),-32.961483,664,English,151.650876,12256
Lord Howe Island,-31.55247,157,Australian,159.081217,12387
West Wiangaree,-28.542136,62,Australian,152.952066,14254
Wakool,-35.470616,149,Australian,144.395693,14090
Wallabi Point,-31.9962,328,Australian,152.569413,14099
Ulmarra,-29.48726,396,Australian,153.233256,14004
Kiama,-34.737647,3013,English,150.794731,12116
Minchinbury,-33.781673,1238,Australian,150.813667,12633
Unanderra,-34.454624,1986,Australian,150.845093,14008
Brighton-le-Sands,-33.960538,1416,Greek,151.155362,10569
Edmondson Park,-33.9641,398,Indian,150.851,11383
Collarenebri,-29.54581,270,Australian,148.576548,10969
Duffys Forest,-33.676775,210,English,151.199879,11301
Murwillumbah,-28.32897,3041,English,153.400759,12866
Sackville North,-33.489441,139,Australian,150.926902,13459
Kew (NSW),-31.634853,492,English,152.722927,12109
Orange,-30.969686,16314,Australian,150.393835,13092
Tingha,-29.955586,458,Australian,151.212232,13874
Figtree,-34.435686,3931,Australian,150.861241,11515
Mount Saint Thomas,-34.442905,570,Australian,150.87392,12791
Merungle Hill,-34.585995,106,Australian,146.427404,12590
Whiteman Creek,-29.584552,77,English,152.86387,14277
Ivanhoe (NSW),-32.899777,121,Australian,144.300441,11991
Black Head,-32.070894,420,English,152.543811,10384
McCullys Gap,-32.202913,155,Australian,150.978704,12540
Emu Heights (NSW),-33.735636,1459,English,150.650321,11417
Jilliby,-33.235928,794,Australian,151.349661,12027
Stanford Merthyr,-32.825065,271,Australian,151.493709,13647
Buttaba,-33.050936,493,Australian,151.571937,10723
Thalgarrah,-30.447361,85,Australian,151.850631,13810
Shanes Park,-33.711305,110,Maltese,150.783287,13524
Hoskinstown,-35.413703,77,Australian,149.449817,11944
Binda,-31.940261,114,Australian,146.479353,10363
West Hoxton,-33.922272,1398,Italian,150.839967,14246
Balgowlah Heights,-33.800553,1503,English,151.257401,10154
Hat Head,-31.054491,150,English,153.049963,11869
Penshurst (NSW),-33.963346,3204,Chinese,151.086744,13186
Dorroughby,-28.661713,47,Australian,153.354936,11280
Burrawang,-34.593302,178,English,150.518264,10708
Botany,-33.966245,2967,English,151.225013,10517
Woolbrook,-30.944911,92,Australian,151.342556,14400
Cams Wharf,-33.127824,74,English,151.621585,10784
Uranquinty,-35.194776,429,Australian,147.243051,14055
Nelligen,-35.647438,143,Australian,150.141482,12920
Jindabyne,-36.415074,1045,Australian,148.618871,12030
Bungowannah,-36.005507,72,English,146.727509,10686
Hargraves,-32.78886,134,Australian,149.465034,11854
Dooralong,-33.189384,168,Australian,151.350215,11276
Sanctuary Point,-35.104131,3233,Australian,150.626941,13472
Otford,-34.213259,157,English,151.003235,13101
Kings Point,-35.372521,278,Australian,150.437164,12153
Chatsworth (NSW),-29.379238,81,English,153.24861,10894
Cargo,-33.423633,299,Australian,148.808929,10813
Minto,-34.037543,2617,Australian,150.871353,12642
Annangrove,-33.657772,560,English,150.943505,10062
Berrilee,-33.61497,91,English,151.095573,10319
Kempsey,-30.989117,207,Australian,152.704273,12095
Pambula,-36.943447,447,English,149.862176,13140
Berrigan,-35.65743,504,English,145.812641,10318
Kundle Kundle,-31.84893,101,Australian,152.507064,12211
Teven,-28.810482,112,Australian,153.488943,13807
Parkville (NSW),-31.981159,167,Australian,150.865404,13154
Caniaba,-28.835685,304,Australian,153.206732,10790
Daceyville,-33.928043,342,Australian,151.22513,11185
Geneva,-28.620581,316,Australian,152.982293,11599
Bolton Point,-33.000417,910,English,151.610354,10449
Canyonleigh,-34.588633,179,English,150.118763,10799
Scotts Head,-30.746665,403,Australian,152.992724,13508
Caringbah,-34.04316,4436,English,151.123102,10815
Quirindi,-31.508146,1888,Australian,150.680052,13301
Belbora,-32.003282,62,Australian,152.157652,10256
Moobi,-32.077726,70,Australian,150.794116,12688
Teralba,-32.963727,732,English,151.605035,13793
Cardiff (NSW),-32.939705,2519,Australian,151.659343,10809
Currawarna,-35.015097,99,Australian,147.073075,11178
Tarlo,-34.603183,65,Australian,149.806454,13767
Gulmarrad,-29.48726,786,Australian,153.233256,11795
Jerilderie,-35.356448,400,English,145.72928,12014
Batlow,-35.522019,548,Australian,148.144623,10232
Buxton (NSW),-34.254368,1023,Australian,150.533907,10726
Somersby,-33.360992,443,Australian,151.291053,13571
Ulamambri,-31.332232,95,Australian,149.384556,14001
Hornsby,-33.670086,4736,Chinese,151.095503,11936
Yetholme,-33.449583,105,English,149.816693,14513
Pymble,-33.760383,3354,English,151.126038,13281
Yarrowyck,-30.465485,61,Australian,151.313513,14492
Lorne (NSW),-31.657555,125,English,152.591668,12390
Lilli Pilli (Eurobodalla - NSW),-35.7722,259,English,150.2226,12321
Dee Why,-33.753451,6620,English,151.28554,11227
Tirrannaville,-34.822261,103,English,149.680847,13883
