city,lat,ancestry_num,top_ancestry,lon,code
Gundary,-34.815321,141,Australian,149.787114,11806
Stanwell Tops,-34.22077,222,English,150.976159,13654
Murrumbateman,-34.969552,1409,Australian,149.03035,12860
Helensburgh,-34.190675,2926,English,150.981985,11890
Jamberoo,-34.648419,742,English,150.776595,11998
South Turramurra,-33.746027,1178,English,151.113441,13598
Eleebana,-32.993626,2644,English,151.635401,11393
Brandy Hill,-32.693797,315,English,151.694171,10548
Shellharbour,-34.564922,1373,English,150.836628,13533
Bradbury (NSW),-34.086006,3159,Australian,150.814016,10543
Forestville (NSW),-33.762011,3106,English,151.21406,11548
North Balgowlah,-33.787074,1708,English,151.251721,12981
Balcolyn,-33.095642,460,English,151.553169,10145
Kearns,-34.021321,1005,Australian,150.803211,12079
Curl Curl,-33.761652,964,English,151.295691,11167
Manilla,-30.565763,1358,Australian,150.632502,12474
Lake Haven,-33.240092,1469,English,151.501928,12247
Woombah,-29.360487,387,English,153.282736,14414
Wooyung,-28.455809,49,English,153.542861,14418
Mannering Park,-33.150538,1157,Australian,151.537603,12477
Brocklesby,-35.822589,92,Australian,146.680117,10584
Modanville,-28.720422,261,English,153.294687,12655
Dundas Valley,-33.78724,1255,Chinese,151.061185,11313
Tuggerah,-33.30701,376,Australian,151.415901,13950
Birchgrove,-33.853386,1464,English,151.180609,10374
Longueville,-33.833096,740,English,151.165342,12385
Gum Scrub,-31.271046,55,Australian,152.726685,11797
Booerie Creek,-28.776035,74,Australian,153.259952,10475
Littleton,-33.498267,375,English,150.13517,12360
Pleasure Point,-33.966909,149,Australian,150.98764,13229
Georgica,-28.621858,96,English,153.168113,11604
Brunswick Heads,-28.53899,700,English,153.548253,10621
Cherrybrook,-33.722019,4486,English,151.041806,10898
Coolangatta (NSW),-34.854208,154,Australian,150.726361,11026
Aylmerton,-34.419069,83,Australian,150.492737,10119
Windellama,-35.025089,146,English,149.872388,14318
Tuggerawong,-33.280657,580,English,151.476312,13951
Coomealla,-34.0914,270,Australian,142.0751,11041
Bellmount Forest,-34.917864,61,English,149.24271,10274
Mossy Point,-35.837391,288,English,150.175923,12741
Beelbangera,-34.257097,177,Australian,146.100092,10251
Curramore (NSW),-34.621117,99,English,150.782884,11174
Ganmain,-34.794899,347,English,147.038823,11585
Marks Point,-33.055212,823,Australian,151.646098,12492
Hinchinbrook (NSW),-33.916611,1457,Australian,150.863863,11915
Church Point,-33.644873,486,English,151.284352,10915
Smiths Creek (Tweed - NSW),-28.4297,132,English,153.3798,13562
Minore,-32.259512,72,Australian,148.455401,12641
Wandella (NSW),-36.299399,67,English,149.848665,14128
Meroo Meadow,-34.809874,209,Australian,150.618378,12579
Thirlmere,-34.204088,1870,Australian,150.571102,13847
Deniliquin,-35.528544,3685,Australian,144.958974,11237
North Wagga Wagga,-35.097097,358,Australian,147.379424,13014
Dunoon,-28.681929,323,Australian,153.318543,11325
Lennox Head,-28.795715,2832,English,153.593901,12303
Aldavilla,-31.058949,353,Australian,152.768142,10028
Barraganyatti,-30.875913,62,English,152.916973,10209
Hernani,-30.342209,54,English,152.420978,11896
Clarence Town,-32.583661,1027,Australian,151.779596,10920
Mount Elliot (NSW),-33.399915,89,English,151.385524,12757
Woolooware,-34.048276,1670,English,151.141431,14410
Urunga,-30.497075,1362,Australian,153.014883,14061
Piggabeen,-28.192191,147,English,153.465229,13202
Queanbeyan East,-35.342808,1308,English,149.244392,13292
Meadowbank (NSW),-33.815912,1099,Chinese,151.090715,12550
Crosslands,-31.438993,294,Australian,152.706362,11127
Primbee,-34.500655,535,Australian,150.881602,13264
Catherine Hill Bay,-33.161795,73,Australian,151.626395,10857
Marom Creek,-28.902898,65,Australian,153.372558,12499
Bucca (NSW),-32.570896,235,English,149.584181,10625
Talarm,-30.701157,107,English,152.819713,13728
The Rocks (Sydney - NSW),-33.8588,154,English,151.2081,13840
Waterview Heights,-29.702381,645,Australian,152.838233,14186
Walcha,-30.944669,1226,Australian,151.402728,14093
Kandos,-32.857495,575,Australian,149.96946,12057
Homebush West,-33.866788,2429,Chinese,151.069369,11930
Blackett,-33.738507,1129,Australian,150.811206,10392
Wahroonga,-33.716405,5959,English,151.118119,14085
Tacoma,-33.289592,314,Australian,151.457044,13724
Wisemans Creek,-33.618978,49,English,149.718319,14343
Queanbeyan,-35.2308,2101,English,149.7838,13291
Black Hill (NSW),-32.823598,292,Australian,151.583655,10385
Clunes (NSW),-28.729988,373,English,153.405593,10939
Red Range,-29.794136,92,Australian,151.832385,13333
Krambach,-32.048174,187,Australian,152.250244,12202
Chipping Norton,-33.916829,1994,Australian,150.961662,10908
Cudgera Creek,-28.389956,133,Australian,153.519525,11144
Hay (NSW),-34.500508,1109,Australian,144.845099,11874
Crystal Creek (NSW),-28.282291,109,English,153.303819,11138
Greendale (Liverpool - NSW),-33.9259,85,Australian,150.6616,11759
Calala,-31.129764,1872,Australian,150.946878,10748
Ambarvale,-34.080467,2382,Australian,150.803644,10049
Bilbul,-34.273406,204,English,146.138176,10349
Pillar Valley,-29.76405,140,Australian,153.12999,13204
Yarrawarrah,-34.058462,1226,Australian,151.03279,14485
Waverley (NSW),-33.897955,1376,English,151.252059,14200
Tarbuck Bay,-32.368488,92,Australian,152.478147,13762
Westdale (Tamworth Regional - NSW),-31.0891,1440,Australian,150.854,14259
Mayfield (Newcastle - NSW),-33.2509,3856,English,115.7092,12530
Cowan,-33.589491,278,Australian,151.171015,11097
Mallanganee,-28.906449,73,English,152.720585,12457
Bonville,-30.376052,1126,English,153.034867,10474
Kanoona,-36.745803,72,English,149.779989,12066
Kotara South,-32.950811,527,English,151.694264,12201
Newcastle,-32.890876,1091,English,151.703024,12949
Oakhampton,-32.712551,106,English,151.554468,13056
Stratford (NSW),-32.119279,76,Australian,151.937941,13672
Nowra Hill,-34.933614,621,Australian,150.575151,13029
Saratoga,-33.475692,1809,English,151.354149,13492
Doyalson,-33.185292,164,Australian,151.546219,11286
Brookfield (NSW),-32.505586,88,English,151.762128,10596
Wentworth Point,-33.8284,1544,Chinese,151.0777,14227
Drake,-28.928936,135,English,152.373562,11290
Lake Wyangan,-34.247507,337,Italian,146.032567,12255
Malua Bay,-35.783334,850,English,150.232071,12461
Newcastle East,-32.927881,424,English,151.788039,12950
Oatlands (NSW),-33.796298,1108,English,151.026314,13063
New Lambton Heights,-32.932574,1061,English,151.690553,12943
Austinmer,-34.306283,1111,English,150.934563,10108
Goodooga,-29.113037,118,Australian Aboriginal,147.452139,11702
Hickeys Creek,-30.874838,49,Australian,152.598291,11899
Enngonia,-29.318123,59,Australian Aboriginal,145.84617,11426
Warragoon,-35.632619,52,English,145.166984,14159
Greenhills Beach,-34.0362,289,English,151.1585,11764
Regentville,-33.773649,340,English,150.669102,13346
Long Beach,-35.698892,605,Australian,150.234429,12376
Wentworthville,-33.805922,3436,Indian,150.970183,14228
Culburra Beach,-34.930305,1268,Australian,150.758745,11146
Leura,-33.714149,1956,English,150.330827,12309
Corlette,-32.721158,2451,English,152.106782,11075
West Wallsend,-32.902476,1085,Australian,151.582846,14253
North Haven (NSW),-31.640002,747,English,152.81733,12992
Oura,-35.139376,122,Australian,148.558038,13102
Mount Kuring-Gai,-33.628729,709,English,151.226792,12772
Warwick Farm,-33.913423,691,English,150.932752,14177
Coralville,-31.78274,61,Australian,152.718136,11064
Ariah Park,-34.348105,235,English,147.221222,10081
Killawarra (NSW),-31.902588,80,English,152.297173,12132
Mortons Creek,-31.390973,118,Australian,152.649419,12731
Upper Horton,-30.14094,82,English,150.4471,14029
Murrami,-34.426116,142,Australian,146.30075,12850
Jerrara,-34.669926,63,English,150.818519,12017
Niagara Park,-33.381996,1274,English,151.355782,12961
Yenda (NSW),-34.24907,551,Australian,146.195555,14504
Salt Ash,-32.78874,521,Australian,151.907238,13467
Middle Cove,-33.794087,472,English,151.207975,12602
Albion Park Rail,-34.560838,2961,Australian,150.79575,10026
Bulli,-34.344617,2573,English,150.168638,10662
Cooks Gap,-32.378224,275,Australian,149.717505,11018
Boat Harbour (Port Stephens - NSW),-29.4192,470,Australian,152.164,10425
Surfside,-35.700788,610,Australian,150.198313,13698
Maitland (NSW),-32.75112,798,English,151.589963,12449
Argents Hill,-30.621952,104,Australian,152.746326,10079
Bossley Park,-33.86626,1957,Italian,150.88415,10515
Jewells,-33.014125,1115,Australian,151.683174,12024
Upper Horseshoe Creek,-28.524575,71,Australian,153.088352,14028
Aberglasslyn,-32.694656,2525,Australian,151.534607,10009
Alstonville,-28.842125,2784,English,153.44036,10046
Old Bar,-31.969037,2059,Australian,152.585163,13073
Cunningar,-34.562125,72,English,148.419171,11164
Bangalee (NSW),-34.843976,292,Australian,150.570381,10173
Brunkerville,-32.948838,92,English,151.478758,10620
Springdale (NSW),-34.465713,76,Australian,147.717295,13621
Blaxland (NSW),-33.744263,3443,English,150.610076,10407
Kimbriki,-31.922826,54,Australian,152.267063,12139
Rainbow Flat,-32.009783,303,English,152.468205,13305
Quialigo,-34.929309,123,Australian,149.743155,13297
Kapooka,-35.14779,276,Australian,147.295748,12068
Wollstonecraft,-33.828158,2676,English,151.196621,14359
Jerrys Plains,-32.491864,162,Australian,150.904925,12021
Rushforth,-29.743076,124,Australian,152.900474,13446
Megalong Valley,-33.7271,57,English,150.2222,12557
North St Marys,-33.776502,1510,Australian,150.781319,13007
Leadville,-32.017507,63,English,149.544871,12290
Dunbible,-28.382536,170,English,153.401834,11309
Woongarrah,-33.246082,2257,Australian,151.477239,14415
Toowoon Bay,-33.35802,236,English,151.496592,13916
Finley,-35.645434,1112,Australian,145.575436,11520
Kanahooka,-34.49448,2434,English,150.808964,12055
Swanhaven,-35.180764,90,English,150.574812,13709
Wrights Beach,-35.112035,67,English,150.665252,14428
Denhams Beach,-35.747722,294,English,150.213231,11236
Medway,-32.127033,50,English,149.170568,12555
Yattalunga (NSW),-33.470568,274,English,151.360536,14496
Springrange,-35.107791,130,Australian,149.104756,13625
Douglas Park,-34.193696,600,Australian,150.712878,11283
Tapitallee,-34.829514,302,English,150.540433,13755
Burren Junction,-30.105176,125,Australian,148.965674,10710
Gocup,-35.2214,75,Australian,148.184582,11690
Calderwood,-34.552252,76,Australian,150.707252,10750
Sandy Point (NSW),-33.975419,227,Australian,150.993967,13487
Kremnos,-29.945018,75,Australian,152.982773,12204
Duramana,-33.267558,115,Australian,149.532753,11330
Wyong Creek,-33.270222,202,English,151.363156,14447
Waratah West,-32.89879,1164,English,151.711762,14142
Lethbridge Park,-33.736938,1661,Australian,150.799824,12307
Wattamondara,-33.938468,108,English,148.606068,14190
South Wentworthville,-33.823892,1150,Lebanese,150.969376,13599
Greigs Flat,-36.968353,78,Australian,149.866268,11775
Meerschaum Vale,-28.914194,182,Australian,153.436069,12556
Grenfell,-33.894985,1218,Australian,148.161154,11776
Kellyville,-33.700104,7155,English,150.92865,12088
Niangala,-31.342381,60,Australian,151.365245,12962
The Whiteman,-29.610382,79,Australian,152.877264,13843
Rileys Hill,-29.013855,87,English,153.406656,13364
Fletcher (NSW),-32.876573,2089,Australian,151.637463,11533
Boree Creek,-35.106183,95,Australian,146.61426,10512
Quorrobolong,-32.92247,247,Australian,151.363966,13302
Coffs Harbour,-30.282731,10240,English,153.131469,10959
Wisemans Ferry,-33.408879,106,Australian,150.980048,14344
Beaconsfield (NSW),-33.911613,266,English,151.20189,10239
South Maroota,-33.52308,241,Australian,150.948575,13592
Byangum,-28.361173,64,Australian,153.38515,10729
Twelve Mile Creek,-32.635386,62,English,151.871462,13988
Morpeth,-32.724882,665,English,151.626663,12727
Busby,-29.038162,1002,Australian,152.810381,10720
Silverwater (Parramatta - NSW),-33.8341,463,Korean,151.0452,13547
Gwandalan,-33.139561,1439,Australian,151.587572,11824
Mulwala,-35.954159,953,Australian,145.963942,12830
Bunyah,-32.164248,83,Australian,152.219204,10690
Limpinwood,-28.311619,89,Australian,153.222706,12333
Bunyan,-36.16963,78,Australian,149.153753,10691
Coonamble,-30.954311,1475,Australian,148.388448,11044
South Kempsey,-31.094228,1096,Australian,152.83255,13588
Camden Head,-31.646864,77,English,152.83456,10771
Knockrow,-28.768821,77,Australian,153.534972,12178
Buronga,-34.171443,523,Australian,142.182794,10696
Watsons Bay,-33.844806,306,English,151.282368,14187
Picton (NSW),-34.185524,2203,Australian,150.606454,13200
Bellambi,-34.365911,1599,Australian,150.910756,10264
Rye Park,-34.519573,128,English,148.907695,13455
Werri Beach,-34.734083,269,Australian,150.832547,14233
Sandy Beach,-30.147985,1068,English,153.192117,13479
Mayrung,-35.464979,71,Australian,145.320415,12537
Ravenswood (NSW),-31.699958,209,Australian,147.847318,13321
Lindendale,-28.83593,122,English,153.388534,12336
Tumblong,-35.136655,86,English,148.00974,13963
Canada Bay,-33.863194,298,Italian,151.116398,10785
Tanja,-36.627881,77,English,149.933291,13749
Leppington,-33.964333,734,Australian,150.81727,12305
Gilgai,-29.852316,371,Australian,151.117347,11618
Corrimal,-34.376363,2439,Australian,150.91118,11082
Nyngan,-31.562487,1136,Australian,147.192356,13049
Zetland,-33.909938,4116,Chinese,151.206234,14524
Manly (NSW),-33.775702,6463,English,151.269339,12475
Sawyers Gully,-32.769359,235,English,151.437112,13499
Rosedale (NSW),-35.818606,93,English,150.219889,13407
Woodburn (Richmond Valley - NSW),-29.0963,341,Australian,153.3559,14379
North Star,-28.93259,108,Australian,150.391368,13008
Lake Munmorah,-33.194148,2412,Australian,151.57042,12253
Cumnock,-32.927818,232,Australian,148.754509,11159
Fishing Point,-33.050652,484,English,151.590191,11526
Kincumber South,-33.487271,344,English,151.381035,12142
Marrickville,-33.915178,6491,English,151.151568,12504
Frog Rock,-32.476946,69,Australian,149.686857,11570
Lemon Tree Passage,-32.730927,1155,English,152.039551,12300
Cedar Party,-31.796941,187,Australian,152.3901,10870
Caringbah South,-16.1846,5085,English,145.4212,10816
Farley,-32.729063,113,English,151.512185,11490
North Macksville,-30.70403,279,Australian,152.921564,12995
Lavington,-36.050577,4847,Australian,146.933346,12287
Eumungerie,-31.951112,174,Australian,148.626363,11456
Goonengerry,-28.61079,179,English,153.439674,11712
Five Dock,-33.866368,2341,Italian,151.130136,11530
Wingham,-31.869046,2571,Australian,152.374242,14332
Jannali,-34.017074,2451,English,151.065081,12001
Rocky Point (NSW),-33.294922,116,Australian,151.471707,13388
Huntley (Orange - NSW),-33.3696,85,Australian,149.1249,11958
Black Springs (NSW),-33.840966,101,Australian,149.711027,10389
Tennyson (NSW),-33.536388,175,English,150.736946,13789
Miranda (NSW),-34.034014,5127,English,151.100428,12645
Goolmangar,-28.747167,82,Australian,153.225916,11708
Morven (Greater Hume Shire - NSW),-35.6466,71,English,147.1565,12737
Kirrawee,-34.033743,3737,English,151.071196,12172
Hamilton East,-32.929301,436,English,151.754137,11839
Bowning,-34.7679,269,English,148.814699,10535
Wongawilli,-34.480002,65,Australian,150.758765,14374
Tomerong,-35.052034,474,Australian,150.587068,13894
Colebee,-33.730647,369,Australian,150.866046,10965
Hallsville,-31.025229,271,Australian,150.88197,11835
Buchanan (NSW),-32.825353,84,English,151.529302,10628
Nevertire,-31.838854,87,Australian,147.718723,12936
Blakebrook,-28.765492,73,English,153.243037,10402
Cowra,-33.83468,4789,Australian,148.691192,11099
Casula,-33.950422,2263,Australian,150.909367,10852
Mullaley,-31.098523,95,Australian,149.908463,12820
Carool,-28.230291,83,English,153.419146,10822
Turrella,-33.929963,458,Chinese,151.140643,13982
Sydenham (NSW),-33.915222,248,English,151.166104,13714
Soldiers Point,-32.710492,689,English,152.064758,13570
Gelston Park,-35.233266,66,English,147.33784,11597
Shellharbour City Centre,-34.564922,75,English,150.836628,13534
Watagan,-33.0105,57,English,151.2078,14180
Moonan Flat,-31.926434,56,English,151.235462,12697
Arding,-30.588547,105,Australian,151.556745,10075
Glengarrie,-28.229223,46,Australian,153.402315,11666
Castlereagh,-33.668796,396,Australian,150.67655,10850
Bundarra,-30.17137,328,Australian,151.075836,10671
Freshwater (NSW),-29.35729,3769,English,153.349022,11569
Caves Beach,-33.108212,1832,Australian,151.640147,10862
Edgecliff,-33.878586,893,English,151.235106,11379
Barrack Point,-34.563249,296,Australian,150.867375,10208
Revesby,-33.943582,3042,Australian,151.007296,13355
Dalmeny,-36.171034,800,English,150.131434,11191
Jamisontown,-33.766193,2161,English,150.67951,12000
Kains Flat,-32.465595,78,English,149.836857,12049
Windsor (NSW),-33.608814,809,English,150.817481,14325
Kungala,-29.944587,66,Australian,152.999301,12212
Reidsdale,-35.589709,57,English,149.845446,13348
Cecil Hills,-33.883696,963,Italian,150.853171,10865
Sandy Hollow,-32.33475,73,English,150.566792,13486
Tullibigeal,-33.420093,118,Australian,146.728083,13957
Emerton,-33.742855,653,Australian,150.808263,11413
Kurri Kurri,-32.817312,2911,Australian,151.482952,12221
Sedgefield,-32.54412,92,Australian,151.244895,13514
Wombarra,-34.277848,383,English,150.954245,14363
Holgate,-33.409747,470,English,151.405406,11921
Vaucluse,-33.859047,2605,English,151.278434,14071
Mitchell (NSW),-33.432706,248,Australian,149.564408,12650
Ruse,-34.069283,2159,Australian,150.844069,13443
Gundy,-32.014475,94,Australian,150.996749,11809
Point Piper,-33.870083,416,English,151.252329,13233
Spencer,-33.459455,108,English,151.142385,13607
Yatte Yattah,-35.267,94,Australian,150.421,14497
Cambewarra,-34.82309,107,English,150.559835,10763
Dural (Hornsby - NSW),-33.6851,2425,English,151.0415,11328
Wallagoot,-36.788248,204,Australian,149.917603,14103
Peel,-33.290006,142,English,149.615645,13174
Walla Walla,-35.766734,359,Australian,146.901019,14097
Ashbury,-33.901897,781,Australian,151.11932,10093
Stanbridge,-34.517721,66,English,146.235644,13646
Woodford (NSW),-33.735174,881,English,150.479149,14383
Spring Grove,-28.833066,230,Australian,153.155733,13614
Alectown,-32.933075,82,English,148.257653,10029
The Junction,-32.937528,427,English,151.759625,13827
Dulwich Hill,-33.904689,3662,English,151.138774,11303
Gooloogong,-33.650848,210,Australian,148.41385,11709
Upper Lansdowne,-31.702433,262,Australian,152.47486,14033
Tucki Tucki,-28.908813,87,Australian,153.327739,13946
Bocoble,-32.798969,76,Australian,149.724411,10432
Clarenza,-29.697238,257,English,152.988368,10922
North Narooma,-36.202678,298,English,150.119086,12998
Picnic Point,-33.979303,1918,Australian,151.000056,13199
Sefton,-33.885501,1149,Lebanese,151.011469,13516
Mount Colah,-33.664817,2662,English,151.117161,12750
Middle Dural,-33.648471,356,English,151.021276,12603
Tullera,-28.744755,114,Australian,153.301109,13956
King Creek,-31.482454,766,Australian,152.75192,12145
Flinders (NSW),-34.579836,2387,Australian,150.844828,11534
Emmaville,-29.443987,267,English,151.598632,11414
Hillville,-31.949663,151,Australian,152.350683,11913
Blue Knob,-28.560977,78,English,153.198679,10416
East Lindfield,-33.766415,1239,English,151.186095,11357
Middle Brook,-31.934061,116,Australian,150.802501,12600
Killcare,-33.52257,227,English,151.370994,12133
Pottsville,-28.379066,2997,English,153.56855,13257
Toronto,-33.01329,2490,Australian,151.593162,13918
Elizabeth Hills,-33.9002,386,Assyrian,150.8483,11397
Shoalhaven Heads,-34.85145,1352,English,150.745254,13540
Mongarlowe,-35.422218,47,English,149.922833,12678
Maison Dieu,-32.535177,77,Australian,151.094293,12448
Frederickton,-31.037762,702,Australian,152.878933,11561
Table Top,-35.98027,605,English,147.000325,13722
Greenfield Park,-33.872187,1167,Assyrian,150.889408,11761
Wooloweyah,-29.483013,164,English,153.342381,14411
Kentucky South,-30.803987,67,Australian,151.440954,12103
Merah North,-30.145758,84,Australian,149.215721,12572
Mungindi (NSW),-28.999013,284,Australian,149.100731,12843
North Avoca,-33.459007,953,English,151.435833,12980
Yagoona,-33.918726,4263,Lebanese,151.037007,14453
Bilpin,-33.498253,268,Australian,150.522195,10358
Whalan,-33.760165,1933,Australian,150.809528,14266
Grose Vale,-33.584089,521,Australian,150.672944,11785
Nethercote,-37.01779,166,English,149.828723,12932
Bowen Mountain,-33.573871,719,Australian,150.627819,10528
Phillip Bay,-33.980556,234,Australian,151.236692,13193
Marshall Mount,-34.545128,67,English,150.745585,12507
Castle Doyle,-30.586704,83,Australian,151.75801,10846
Rhodes,-33.830764,5848,Chinese,151.088105,13358
Bungarribee,-37.753,974,Indian,145.0383,10682
Tarrawanna,-34.381864,709,Australian,150.887815,13769
Buff Point,-33.238196,1563,Australian,151.535266,10645
Lidcombe,-33.854197,5108,Chinese,151.047419,12316
Heatherbrae,-32.787426,225,English,151.732386,11884
Kanimbla (NSW),-33.620702,55,English,150.187891,12065
Petersham,-33.889283,2581,English,151.158575,13190
Waratah (NSW),-32.908152,1671,English,151.72722,14141
Banora Point,-28.213363,7423,English,153.535999,10185
Hazelbrook,-33.720992,2260,English,150.451629,11881
Clemton Park,-33.925357,395,Greek,151.103282,10928
Tregeagle,-28.846985,223,Australian,153.353062,13933
Lake Bathurst,-35.012657,80,English,149.714504,12239
Euston,-34.574977,251,Australian,142.745126,11468
Nunderi,-28.322491,299,Australian,153.455223,13042
St Georges Basin,-35.090788,1303,English,150.597815,13636
The Oaks,-34.076873,1158,Australian,150.571086,13831
Corindi Beach,-30.028812,744,Australian,153.20043,11073
Arcadia (NSW),-33.623101,621,English,151.052726,10072
Potato Point,-36.096051,50,English,150.136611,13253
Lower Portland,-33.451409,272,Australian,150.865871,12412
Theresa Park,-34.007922,178,Australian,150.639915,13845
Basin View,-35.091103,649,Australian,150.562281,10223
Bobin,-31.726021,65,Australian,152.283882,10427
Metford,-32.765913,2115,Australian,151.6092,12592
Towradgi,-34.384433,1120,Australian,150.90676,13929
Rosewood (Port Macquarie-Hastings - NSW),-38.1376,128,Australian,144.3337,13414
Woodstock (Shoalhaven - NSW),-37.802,88,Australian,144.9881,14396
Skinners Shoot,-28.669029,46,English,153.581417,13556
Abermain,-32.810815,1176,Australian,151.428668,10010
Redhead,-33.013487,1595,English,151.714385,13340
Paddington (NSW),-33.885032,5074,English,151.226475,13115
Carlton (NSW),-33.968523,2421,Chinese,151.124528,10819
Wallaga Lake,-36.356673,235,English,150.066053,14102
March,-33.216351,64,English,149.076541,12486
Stanhope Gardens,-33.711215,2007,Australian,150.933621,13649
Ashtonfield,-32.77382,2092,Australian,151.601,10102
Taylors Arm,-30.781179,74,Australian,152.689457,13776
Gumma,-30.72992,253,Australian,152.963122,11801
Glencoe (NSW),-29.925888,87,English,151.726757,11657
Mount Ousley,-34.402376,587,English,150.886719,12782
Ashby Heights,-29.413743,101,Australian,153.179387,10095
Eschol Park,-34.031357,962,Australian,150.80968,11441
Singleton (NSW),-32.564025,2231,Australian,151.168367,13549
Epping (NSW),-33.759777,8834,Chinese,151.087742,11428
Bellimbopinni,-31.015929,66,Australian,152.903409,10272
Ladysmith,-35.207801,162,Australian,147.513984,12233
Matong,-35.375157,76,Australian,148.29153,12523
Auburn (NSW),-33.849322,7601,Chinese,151.033421,10106
Fifield,-32.807977,59,Australian,147.458805,11514
Wootton,-32.325336,88,English,152.279476,14417
Kurmond,-33.549452,344,English,150.701116,12215
Narrandera,-34.744609,2082,Australian,146.55696,12906
Bowraville,-30.6419,547,Australian,152.854557,10537
Crescent Head,-31.189517,671,Australian,152.9768,11114
Bayview (NSW),-33.66445,1663,English,151.298945,10237
Byabarra,-31.53435,142,English,152.528239,10727
Potts Point,-33.869026,2540,English,151.225603,13256
Crabbes Creek,-28.45672,124,English,153.496802,11102
Raymond Terrace,-32.760671,5891,Australian,151.776788,13327
Reedy Creek (NSW),-32.729382,89,Australian,149.993111,13342
Holbrook,-35.729414,767,Australian,147.309788,11920
Wallabadah,-31.523266,203,Australian,150.758768,14098
Karuah,-32.195999,599,Australian,151.792437,12076
Boxers Creek,-34.7712,129,Australian,149.839,10541
Homeleigh,-28.553193,67,English,153.070883,11931
Padstow Heights,-33.971073,1139,English,151.030955,13121
Trunkey Creek,-33.824738,65,Australian,149.363007,13942
Far Meadow,-34.822063,99,English,150.720449,11488
Muswellbrook,-32.263323,5643,Australian,150.888821,12868
Merrylands West,-33.832864,1120,Australian,150.972036,12589
Berrara,-35.205582,143,Australian,150.550411,10313
Belmore,-31.072166,2013,Greek,152.967558,10279
Tabulam,-28.887198,159,English,152.568553,13723
Bellata,-29.919624,164,Australian,149.790978,10266
Balmoral (Lake Macquarie - NSW),-33.0463,338,English,151.5803,10166
Duranbah,-28.307575,108,Australian,153.518474,11331
Good Hope,-34.896682,82,Australian,148.838622,11700
Watanobbi,-33.269072,1694,Australian,151.431783,14181
Greystanes,-33.829667,5402,Australian,150.951452,11781
Pennant Hills,-33.753676,2199,English,151.039113,13183
Merrylands,-33.832864,6116,Lebanese,150.972036,12588
Warrawee,-33.722839,1155,English,151.126134,14165
Lithgow,-35.169517,2238,Australian,147.334074,12347
Ryde,-33.807712,5159,Chinese,151.088724,13454
Foxground,-34.727084,64,Australian,150.768404,11558
Lane Cove,-33.806246,3490,English,151.153281,12266
Mulloon,-35.26821,74,English,149.612194,12827
Tuntable Creek,-28.629651,82,English,153.266854,13971
Cardiff South,-32.957742,1308,Australian,151.661447,10811
Milsons Point,-33.847526,559,English,151.211568,12629
Estella,-32.294635,936,English,148.829275,11444
Byron Bay,-28.643387,2034,English,153.612224,10733
Bonnyrigg,-33.892667,2596,Vietnamese,150.868448,10471
Federal (NSW),-28.6592,261,English,153.4526,11499
Byrrill Creek,-28.442628,58,English,153.226866,10734
Annandale (NSW),-33.881435,3399,English,151.170681,10061
Orchard Hills,-33.779331,504,Australian,150.716312,13095
Lyndhurst (Blayney - NSW),-33.6864,204,Australian,148.9868,12426
Whian Whian,-28.635197,53,Australian,153.316231,14272
The Ponds,-34.054326,2616,Indian,150.753104,13835
Nobbys Creek,-28.312013,119,Australian,153.34435,12968
Penrith,-33.732127,4597,English,151.280352,13184
Bexley North,-33.938306,880,Greek,151.114186,10335
Eugowra,-33.427107,394,Australian,148.37165,11454
Taylors Beach (NSW),-32.737002,65,Australian,152.05635,13777
Elderslie (Camden - NSW),-34.0577,2508,English,150.7151,11391
Piambong,-32.520454,74,English,149.455131,13197
Kensington (NSW),-33.912997,4053,Chinese,151.219017,12099
Strathfield South,-33.891711,572,Chinese,151.082992,13676
Barden Ridge,-34.032851,1739,Australian,151.005396,10193
Barellan,-34.28434,238,English,146.571256,10197
Cabramatta West,-33.899136,2775,Vietnamese,150.917514,10741
Macmasters Beach,-33.492821,577,English,151.416479,12432
Mollymook Beach,-35.329662,1098,English,150.471836,12670
Sawtell,-30.369899,1617,Australian,153.099627,13498
Dangarsleigh,-30.614162,63,English,151.677892,11200
Menangle,-34.108654,519,Australian,150.749149,12568
Tooraweenah,-31.439404,116,Australian,148.910428,13911
East Ryde,-33.813769,794,Australian,151.140289,11361
Magenta (NSW),-33.313335,93,English,151.519517,12441
Bundanoon (NSW),-34.632598,1327,English,150.321575,10670
Nelson (The Hills Shire - NSW),-33.6446,175,Australian,150.9233,12922
Sandgate (NSW),-32.867845,75,Australian,151.708214,13474
East Wagga Wagga,-35.120886,92,English,147.382993,11364
Eden Creek,-28.544552,69,English,152.90534,11376
Avoca (NSW),-34.613522,99,Australian,150.479323,10113
Coogee (NSW),-33.931293,5106,English,151.256089,11015
North Shore (NSW),-31.402369,162,Australian,152.901853,13006
Perthville,-33.4859,316,Australian,149.54698,13189
Blue Haven,-33.207351,3165,Australian,151.492751,10415
Horsley,-34.489605,3373,Australian,150.766762,11942
Tweed Heads West,-28.195403,2542,English,153.505049,13986
Mays Hill,-33.82066,114,Indian,150.990511,12538
Pomona (NSW),-34.020625,67,Australian,141.894926,13240
Clothiers Creek,-28.331143,124,Australian,153.491516,10936
Hexham (NSW),-32.830649,56,Australian,151.685483,11898
Kingswood (Tamworth Regional - NSW),-27.066,495,Australian,152.9686,12164
Tocumwal,-35.812107,1163,English,145.567389,13886
